"Vaccinedato","Regionsnavn","Kumulerede antal færdigvacc.","Antal borgere","Vaccinations dækning (%)"
2021-01-15,Hovedstaden,5,1855830,0.00
2021-01-16,Hovedstaden,5,1855830,0.00
2021-01-17,Hovedstaden,41,1855830,0.00
2021-01-18,Hovedstaden,174,1855830,0.01
2021-01-19,Hovedstaden,341,1855830,0.02
2021-01-20,Hovedstaden,465,1855830,0.03
2021-01-21,Hovedstaden,578,1855830,0.03
2021-01-22,Hovedstaden,651,1855830,0.04
2021-01-23,Hovedstaden,4826,1855830,0.26
2021-01-24,Hovedstaden,8875,1855830,0.48
2021-01-25,Hovedstaden,9122,1855830,0.49
2021-01-26,Hovedstaden,9259,1855830,0.50
2021-01-27,Hovedstaden,9886,1855830,0.53
2021-01-28,Hovedstaden,13660,1855830,0.74
2021-01-29,Hovedstaden,21266,1855830,1.15
2021-01-30,Hovedstaden,25926,1855830,1.40
2021-01-31,Hovedstaden,28587,1855830,1.54
2021-02-01,Hovedstaden,30468,1855830,1.64
2021-02-02,Hovedstaden,30574,1855830,1.65
2021-02-03,Hovedstaden,33576,1855830,1.81
2021-02-04,Hovedstaden,40096,1855830,2.16
2021-02-05,Hovedstaden,45016,1855830,2.43
2021-02-06,Hovedstaden,48043,1855830,2.59
2021-02-07,Hovedstaden,48607,1855830,2.62
2021-02-08,Hovedstaden,49739,1855830,2.68
2021-02-09,Hovedstaden,49763,1855830,2.68
2021-02-10,Hovedstaden,50699,1855830,2.73
2021-02-11,Hovedstaden,50933,1855830,2.74
2021-02-12,Hovedstaden,55094,1855830,2.97
2021-02-13,Hovedstaden,55099,1855830,2.97
2021-02-14,Hovedstaden,55109,1855830,2.97
2021-02-15,Hovedstaden,56484,1855830,3.04
2021-02-16,Hovedstaden,56888,1855830,3.07
2021-02-17,Hovedstaden,56913,1855830,3.07
2021-02-18,Hovedstaden,56982,1855830,3.07
2021-02-19,Hovedstaden,57027,1855830,3.07
2021-02-20,Hovedstaden,57126,1855830,3.08
2021-02-21,Hovedstaden,57221,1855830,3.08
2021-02-22,Hovedstaden,57360,1855830,3.09
2021-02-23,Hovedstaden,57504,1855830,3.10
2021-02-24,Hovedstaden,57565,1855830,3.10
2021-02-25,Hovedstaden,57594,1855830,3.10
2021-02-26,Hovedstaden,57652,1855830,3.11
2021-02-27,Hovedstaden,58790,1855830,3.17
2021-02-28,Hovedstaden,59941,1855830,3.23
2021-03-01,Hovedstaden,60161,1855830,3.24
2021-03-02,Hovedstaden,60406,1855830,3.25
2021-03-03,Hovedstaden,60440,1855830,3.26
2021-03-04,Hovedstaden,60629,1855830,3.27
2021-03-05,Hovedstaden,60886,1855830,3.28
2021-03-06,Hovedstaden,60977,1855830,3.29
2021-03-07,Hovedstaden,61297,1855830,3.30
2021-03-08,Hovedstaden,61528,1855830,3.32
2021-03-09,Hovedstaden,62998,1855830,3.39
2021-03-10,Hovedstaden,64704,1855830,3.49
2021-03-11,Hovedstaden,69141,1855830,3.73
2021-03-12,Hovedstaden,74033,1855830,3.99
2021-03-13,Hovedstaden,74116,1855830,3.99
2021-03-14,Hovedstaden,77371,1855830,4.17
2021-03-15,Hovedstaden,80150,1855830,4.32
2021-03-16,Hovedstaden,83707,1855830,4.51
2021-03-17,Hovedstaden,88168,1855830,4.75
2021-03-18,Hovedstaden,92586,1855830,4.99
2021-03-19,Hovedstaden,93752,1855830,5.05
2021-03-20,Hovedstaden,93829,1855830,5.06
2021-03-21,Hovedstaden,95924,1855830,5.17
2021-03-22,Hovedstaden,96005,1855830,5.17
2021-03-23,Hovedstaden,96103,1855830,5.18
2021-03-24,Hovedstaden,104752,1855830,5.64
2021-03-25,Hovedstaden,109325,1855830,5.89
2021-03-26,Hovedstaden,112038,1855830,6.04
2021-03-27,Hovedstaden,112076,1855830,6.04
2021-03-28,Hovedstaden,112105,1855830,6.04
2021-03-29,Hovedstaden,112660,1855830,6.07
2021-03-30,Hovedstaden,112924,1855830,6.08
2021-03-31,Hovedstaden,116747,1855830,6.29
2021-04-01,Hovedstaden,121480,1855830,6.55
2021-04-02,Hovedstaden,125237,1855830,6.75
2021-04-03,Hovedstaden,125316,1855830,6.75
2021-04-04,Hovedstaden,125348,1855830,6.75
2021-04-05,Hovedstaden,125366,1855830,6.76
2021-04-06,Hovedstaden,125522,1855830,6.76
2021-01-15,Midtjylland,0,1333563,0.00
2021-01-16,Midtjylland,7,1333563,0.00
2021-01-17,Midtjylland,8,1333563,0.00
2021-01-18,Midtjylland,170,1333563,0.01
2021-01-19,Midtjylland,179,1333563,0.01
2021-01-20,Midtjylland,277,1333563,0.02
2021-01-21,Midtjylland,854,1333563,0.06
2021-01-22,Midtjylland,2045,1333563,0.15
2021-01-23,Midtjylland,3111,1333563,0.23
2021-01-24,Midtjylland,4457,1333563,0.33
2021-01-25,Midtjylland,4626,1333563,0.35
2021-01-26,Midtjylland,4670,1333563,0.35
2021-01-27,Midtjylland,5786,1333563,0.43
