"Vaccinedato","Regionsnavn","Kumulerede antal færdigvacc.","Antal borgere","Vaccinations dækning (%)"
2021-01-15,Hovedstaden,5,1856045,0.00
2021-01-16,Hovedstaden,5,1856045,0.00
2021-01-17,Hovedstaden,41,1856045,0.00
2021-01-18,Hovedstaden,173,1856045,0.01
2021-01-19,Hovedstaden,340,1856045,0.02
2021-01-20,Hovedstaden,465,1856045,0.03
2021-01-21,Hovedstaden,578,1856045,0.03
2021-01-22,Hovedstaden,650,1856045,0.04
2021-01-23,Hovedstaden,4828,1856045,0.26
2021-01-24,Hovedstaden,8874,1856045,0.48
2021-01-25,Hovedstaden,9120,1856045,0.49
2021-01-26,Hovedstaden,9257,1856045,0.50
2021-01-27,Hovedstaden,9881,1856045,0.53
2021-01-28,Hovedstaden,13654,1856045,0.74
2021-01-29,Hovedstaden,21267,1856045,1.15
2021-01-30,Hovedstaden,25933,1856045,1.40
2021-01-31,Hovedstaden,28592,1856045,1.54
2021-02-01,Hovedstaden,30474,1856045,1.64
2021-02-02,Hovedstaden,30577,1856045,1.65
2021-02-03,Hovedstaden,33581,1856045,1.81
2021-02-04,Hovedstaden,40101,1856045,2.16
2021-02-05,Hovedstaden,45021,1856045,2.43
2021-02-06,Hovedstaden,48043,1856045,2.59
2021-02-07,Hovedstaden,48608,1856045,2.62
2021-02-08,Hovedstaden,49739,1856045,2.68
2021-02-09,Hovedstaden,49760,1856045,2.68
2021-02-10,Hovedstaden,50699,1856045,2.73
2021-02-11,Hovedstaden,50932,1856045,2.74
2021-02-12,Hovedstaden,55087,1856045,2.97
2021-02-13,Hovedstaden,55092,1856045,2.97
2021-02-14,Hovedstaden,55102,1856045,2.97
2021-02-15,Hovedstaden,56475,1856045,3.04
2021-02-16,Hovedstaden,56871,1856045,3.06
2021-02-17,Hovedstaden,56894,1856045,3.07
2021-02-18,Hovedstaden,56962,1856045,3.07
2021-02-19,Hovedstaden,57006,1856045,3.07
2021-02-20,Hovedstaden,57103,1856045,3.08
2021-02-21,Hovedstaden,57197,1856045,3.08
2021-02-22,Hovedstaden,57334,1856045,3.09
2021-02-23,Hovedstaden,57474,1856045,3.10
2021-02-24,Hovedstaden,57532,1856045,3.10
2021-02-25,Hovedstaden,57560,1856045,3.10
2021-02-26,Hovedstaden,57617,1856045,3.10
2021-02-27,Hovedstaden,58769,1856045,3.17
2021-02-28,Hovedstaden,59928,1856045,3.23
2021-03-01,Hovedstaden,60150,1856045,3.24
2021-03-02,Hovedstaden,60394,1856045,3.25
2021-03-03,Hovedstaden,60427,1856045,3.26
2021-03-04,Hovedstaden,60616,1856045,3.27
2021-03-05,Hovedstaden,60871,1856045,3.28
2021-03-06,Hovedstaden,60962,1856045,3.28
2021-03-07,Hovedstaden,61282,1856045,3.30
2021-03-08,Hovedstaden,61513,1856045,3.31
2021-03-09,Hovedstaden,62982,1856045,3.39
2021-03-10,Hovedstaden,64686,1856045,3.49
2021-03-11,Hovedstaden,69110,1856045,3.72
2021-03-12,Hovedstaden,73983,1856045,3.99
2021-03-13,Hovedstaden,74065,1856045,3.99
2021-03-14,Hovedstaden,77318,1856045,4.17
2021-03-15,Hovedstaden,80096,1856045,4.32
2021-03-16,Hovedstaden,83649,1856045,4.51
2021-03-17,Hovedstaden,88101,1856045,4.75
2021-03-18,Hovedstaden,92497,1856045,4.98
2021-03-19,Hovedstaden,93661,1856045,5.05
2021-03-20,Hovedstaden,93735,1856045,5.05
2021-03-21,Hovedstaden,95824,1856045,5.16
2021-03-22,Hovedstaden,95905,1856045,5.17
2021-01-15,Midtjylland,0,1333121,0.00
2021-01-16,Midtjylland,7,1333121,0.00
2021-01-17,Midtjylland,7,1333121,0.00
2021-01-18,Midtjylland,169,1333121,0.01
2021-01-19,Midtjylland,178,1333121,0.01
2021-01-20,Midtjylland,276,1333121,0.02
2021-01-21,Midtjylland,852,1333121,0.06
2021-01-22,Midtjylland,2039,1333121,0.15
2021-01-23,Midtjylland,3111,1333121,0.23
2021-01-24,Midtjylland,4457,1333121,0.33
2021-01-25,Midtjylland,4626,1333121,0.35
2021-01-26,Midtjylland,4670,1333121,0.35
2021-01-27,Midtjylland,5778,1333121,0.43
2021-01-28,Midtjylland,7542,1333121,0.57
2021-01-29,Midtjylland,11365,1333121,0.85
2021-01-30,Midtjylland,13987,1333121,1.05
2021-01-31,Midtjylland,20207,1333121,1.52
2021-02-01,Midtjylland,21696,1333121,1.63
2021-02-02,Midtjylland,22701,1333121,1.70
2021-02-03,Midtjylland,24098,1333121,1.81
2021-02-04,Midtjylland,25888,1333121,1.94
2021-02-05,Midtjylland,28300,1333121,2.12
2021-02-06,Midtjylland,28783,1333121,2.16
2021-02-07,Midtjylland,28857,1333121,2.16
2021-02-08,Midtjylland,31538,1333121,2.37
2021-02-09,Midtjylland,34176,1333121,2.56
2021-02-10,Midtjylland,36069,1333121,2.71
2021-02-11,Midtjylland,37669,1333121,2.83
2021-02-12,Midtjylland,38679,1333121,2.90
2021-02-13,Midtjylland,38715,1333121,2.90
2021-02-14,Midtjylland,38742,1333121,2.91
2021-02-15,Midtjylland,39219,1333121,2.94
2021-02-16,Midtjylland,39456,1333121,2.96
2021-02-17,Midtjylland,39577,1333121,2.97
2021-02-18,Midtjylland,39650,1333121,2.97
2021-02-19,Midtjylland,39760,1333121,2.98
2021-02-20,Midtjylland,39762,1333121,2.98
2021-02-21,Midtjylland,39802,1333121,2.99
2021-02-22,Midtjylland,40166,1333121,3.01
2021-02-23,Midtjylland,40440,1333121,3.03
2021-02-24,Midtjylland,40661,1333121,3.05
2021-02-25,Midtjylland,40817,1333121,3.06
2021-02-26,Midtjylland,41206,1333121,3.09
2021-02-27,Midtjylland,41208,1333121,3.09
2021-02-28,Midtjylland,41209,1333121,3.09
2021-03-01,Midtjylland,41354,1333121,3.10
2021-03-02,Midtjylland,41529,1333121,3.12
2021-03-03,Midtjylland,41742,1333121,3.13
2021-03-04,Midtjylland,42356,1333121,3.18
2021-03-05,Midtjylland,44942,1333121,3.37
2021-03-06,Midtjylland,46488,1333121,3.49
2021-03-07,Midtjylland,47598,1333121,3.57
2021-03-08,Midtjylland,51021,1333121,3.83
2021-03-09,Midtjylland,53787,1333121,4.03
2021-03-10,Midtjylland,55549,1333121,4.17
2021-03-11,Midtjylland,56821,1333121,4.26
2021-03-12,Midtjylland,57832,1333121,4.34
2021-03-13,Midtjylland,58419,1333121,4.38
2021-03-14,Midtjylland,58625,1333121,4.40
2021-03-15,Midtjylland,61447,1333121,4.61
2021-03-16,Midtjylland,64999,1333121,4.88
2021-03-17,Midtjylland,67843,1333121,5.09
2021-03-18,Midtjylland,69010,1333121,5.18
2021-03-19,Midtjylland,72080,1333121,5.41
2021-03-20,Midtjylland,72096,1333121,5.41
2021-03-21,Midtjylland,72107,1333121,5.41
2021-03-22,Midtjylland,74894,1333121,5.62
2021-01-15,NA,0,0,0.00
2021-01-16,NA,0,0,0.00
2021-01-17,NA,0,0,0.00
2021-01-18,NA,0,0,0.00
2021-01-19,NA,0,0,0.00
2021-01-20,NA,0,0,0.00
2021-01-21,NA,0,0,0.00
2021-01-22,NA,0,0,0.00
2021-01-23,NA,0,0,0.00
2021-01-24,NA,0,0,0.00
2021-01-25,NA,0,0,0.00
2021-01-26,NA,0,0,0.00
2021-01-27,NA,0,0,0.00
2021-01-28,NA,0,0,0.00
2021-01-29,NA,0,0,0.00
2021-01-30,NA,0,0,0.00
2021-01-31,NA,0,0,0.00
2021-02-01,NA,0,0,0.00
2021-02-02,NA,0,0,0.00
2021-02-03,NA,0,0,0.00
2021-02-04,NA,0,0,0.00
2021-02-05,NA,0,0,0.00
2021-02-06,NA,0,0,0.00
2021-02-07,NA,0,0,0.00
2021-02-08,NA,0,0,0.00
2021-02-09,NA,0,0,0.00
2021-02-10,NA,0,0,0.00
2021-02-11,NA,0,0,0.00
2021-02-12,NA,0,0,0.00
2021-02-13,NA,0,0,0.00
2021-02-14,NA,0,0,0.00
2021-02-15,NA,0,0,0.00
2021-02-16,NA,0,0,0.00
2021-02-17,NA,0,0,0.00
2021-02-18,NA,0,0,0.00
2021-02-19,NA,0,0,0.00
2021-02-20,NA,0,0,0.00
2021-02-21,NA,0,0,0.00
2021-02-22,NA,0,0,0.00
2021-02-23,NA,0,0,0.00
2021-02-24,NA,0,0,0.00
2021-02-25,NA,0,0,0.00
2021-02-26,NA,0,0,0.00
2021-02-27,NA,0,0,0.00
2021-02-28,NA,0,0,0.00
2021-03-01,NA,0,0,0.00
2021-03-02,NA,0,0,0.00
2021-03-03,NA,0,0,0.00
2021-03-04,NA,0,0,0.00
2021-03-05,NA,0,0,0.00
2021-03-06,NA,0,0,0.00
2021-03-07,NA,0,0,0.00
2021-03-08,NA,0,0,0.00
2021-03-09,NA,0,0,0.00
2021-03-10,NA,0,0,0.00
2021-03-11,NA,0,0,0.00
2021-03-12,NA,0,0,0.00
2021-03-13,NA,0,0,0.00
2021-03-14,NA,0,0,0.00
2021-03-15,NA,0,0,0.00
2021-03-16,NA,0,0,0.00
2021-03-17,NA,0,0,0.00
2021-03-18,NA,0,0,0.00
2021-03-19,NA,0,0,0.00
2021-03-20,NA,0,0,0.00
2021-03-21,NA,0,0,0.00
2021-03-22,NA,0,0,0.00
2021-01-15,Nordjylland,0,590414,0.00
2021-01-16,Nordjylland,0,590414,0.00
2021-01-17,Nordjylland,0,590414,0.00
2021-01-18,Nordjylland,3,590414,0.00
2021-01-19,Nordjylland,5,590414,0.00
2021-01-20,Nordjylland,6,590414,0.00
2021-01-21,Nordjylland,16,590414,0.00
2021-01-22,Nordjylland,2483,590414,0.42
2021-01-23,Nordjylland,3841,590414,0.65
2021-01-24,Nordjylland,4481,590414,0.76
2021-01-25,Nordjylland,4491,590414,0.76
2021-01-26,Nordjylland,4645,590414,0.79
2021-01-27,Nordjylland,4866,590414,0.82
2021-01-28,Nordjylland,5385,590414,0.91
2021-01-29,Nordjylland,7300,590414,1.24
2021-01-30,Nordjylland,9166,590414,1.55
2021-01-31,Nordjylland,10761,590414,1.82
2021-02-01,Nordjylland,11378,590414,1.93
2021-02-02,Nordjylland,11757,590414,1.99
2021-02-03,Nordjylland,12282,590414,2.08
2021-02-04,Nordjylland,12579,590414,2.13
2021-02-05,Nordjylland,13122,590414,2.22
2021-02-06,Nordjylland,13704,590414,2.32
2021-02-07,Nordjylland,14916,590414,2.53
2021-02-08,Nordjylland,16300,590414,2.76
2021-02-09,Nordjylland,17416,590414,2.95
2021-02-10,Nordjylland,18131,590414,3.07
2021-02-11,Nordjylland,18383,590414,3.11
2021-02-12,Nordjylland,18471,590414,3.13
2021-02-13,Nordjylland,18471,590414,3.13
2021-02-14,Nordjylland,18472,590414,3.13
2021-02-15,Nordjylland,18503,590414,3.13
2021-02-16,Nordjylland,18523,590414,3.14
2021-02-17,Nordjylland,18538,590414,3.14
2021-02-18,Nordjylland,18570,590414,3.15
2021-02-19,Nordjylland,18748,590414,3.18
2021-02-20,Nordjylland,18880,590414,3.20
2021-02-21,Nordjylland,18903,590414,3.20
2021-02-22,Nordjylland,18926,590414,3.21
2021-02-23,Nordjylland,18949,590414,3.21
2021-02-24,Nordjylland,18957,590414,3.21
2021-02-25,Nordjylland,18973,590414,3.21
2021-02-26,Nordjylland,19017,590414,3.22
2021-02-27,Nordjylland,19018,590414,3.22
2021-02-28,Nordjylland,19022,590414,3.22
2021-03-01,Nordjylland,19095,590414,3.23
2021-03-02,Nordjylland,19159,590414,3.25
2021-03-03,Nordjylland,19200,590414,3.25
2021-03-04,Nordjylland,19239,590414,3.26
2021-03-05,Nordjylland,19928,590414,3.38
2021-03-06,Nordjylland,20651,590414,3.50
2021-03-07,Nordjylland,21276,590414,3.60
2021-03-08,Nordjylland,21886,590414,3.71
2021-03-09,Nordjylland,22440,590414,3.80
2021-03-10,Nordjylland,22812,590414,3.86
2021-03-11,Nordjylland,23612,590414,4.00
2021-03-12,Nordjylland,25139,590414,4.26
2021-03-13,Nordjylland,27554,590414,4.67
2021-03-14,Nordjylland,29847,590414,5.06
2021-03-15,Nordjylland,31636,590414,5.36
2021-03-16,Nordjylland,31693,590414,5.37
2021-03-17,Nordjylland,31733,590414,5.37
2021-03-18,Nordjylland,31833,590414,5.39
2021-03-19,Nordjylland,32386,590414,5.49
2021-03-20,Nordjylland,34182,590414,5.79
2021-03-21,Nordjylland,34186,590414,5.79
2021-03-22,Nordjylland,35606,590414,6.03
2021-01-15,Sjælland,0,839298,0.00
2021-01-16,Sjælland,0,839298,0.00
2021-01-17,Sjælland,194,839298,0.02
2021-01-18,Sjælland,1502,839298,0.18
2021-01-19,Sjælland,2949,839298,0.35
2021-01-20,Sjælland,4289,839298,0.51
2021-01-21,Sjælland,5477,839298,0.65
2021-01-22,Sjælland,5924,839298,0.71
2021-01-23,Sjælland,6275,839298,0.75
2021-01-24,Sjælland,6540,839298,0.78
2021-01-25,Sjælland,6803,839298,0.81
2021-01-26,Sjælland,7237,839298,0.86
2021-01-27,Sjælland,8532,839298,1.02
2021-01-28,Sjælland,10090,839298,1.20
2021-01-29,Sjælland,11984,839298,1.43
2021-01-30,Sjælland,12959,839298,1.54
2021-01-31,Sjælland,13523,839298,1.61
2021-02-01,Sjælland,14277,839298,1.70
2021-02-02,Sjælland,14729,839298,1.75
2021-02-03,Sjælland,15445,839298,1.84
2021-02-04,Sjælland,16994,839298,2.02
2021-02-05,Sjælland,18063,839298,2.15
2021-02-06,Sjælland,18344,839298,2.19
2021-02-07,Sjælland,18550,839298,2.21
2021-02-08,Sjælland,18696,839298,2.23
2021-02-09,Sjælland,18756,839298,2.23
2021-02-10,Sjælland,19028,839298,2.27
2021-02-11,Sjælland,19253,839298,2.29
2021-02-12,Sjælland,19881,839298,2.37
2021-02-13,Sjælland,19938,839298,2.38
2021-02-14,Sjælland,19965,839298,2.38
2021-02-15,Sjælland,20148,839298,2.40
2021-02-16,Sjælland,20255,839298,2.41
2021-02-17,Sjælland,20306,839298,2.42
2021-02-18,Sjælland,20397,839298,2.43
2021-02-19,Sjælland,20948,839298,2.50
2021-02-20,Sjælland,21233,839298,2.53
2021-02-21,Sjælland,21392,839298,2.55
2021-02-22,Sjælland,21775,839298,2.59
2021-02-23,Sjælland,22931,839298,2.73
2021-02-24,Sjælland,24011,839298,2.86
2021-02-25,Sjælland,24118,839298,2.87
2021-02-26,Sjælland,24325,839298,2.90
2021-02-27,Sjælland,24544,839298,2.92
2021-02-28,Sjælland,24784,839298,2.95
2021-03-01,Sjælland,25035,839298,2.98
2021-03-02,Sjælland,25470,839298,3.03
2021-03-03,Sjælland,26038,839298,3.10
2021-03-04,Sjælland,26832,839298,3.20
2021-03-05,Sjælland,28468,839298,3.39
2021-03-06,Sjælland,29786,839298,3.55
2021-03-07,Sjælland,31462,839298,3.75
2021-03-08,Sjælland,32851,839298,3.91
2021-03-09,Sjælland,34527,839298,4.11
2021-03-10,Sjælland,37118,839298,4.42
2021-03-11,Sjælland,38287,839298,4.56
2021-03-12,Sjælland,39282,839298,4.68
2021-03-13,Sjælland,40215,839298,4.79
2021-03-14,Sjælland,41914,839298,4.99
2021-03-15,Sjælland,42647,839298,5.08
2021-03-16,Sjælland,43539,839298,5.19
2021-03-17,Sjælland,44386,839298,5.29
2021-03-18,Sjælland,44924,839298,5.35
2021-03-19,Sjælland,48056,839298,5.73
2021-03-20,Sjælland,48403,839298,5.77
2021-03-21,Sjælland,48465,839298,5.77
2021-03-22,Sjælland,49786,839298,5.93
2021-01-15,Syddanmark,0,1223973,0.00
2021-01-16,Syddanmark,0,1223973,0.00
2021-01-17,Syddanmark,477,1223973,0.04
2021-01-18,Syddanmark,991,1223973,0.08
2021-01-19,Syddanmark,1449,1223973,0.12
2021-01-20,Syddanmark,1764,1223973,0.14
2021-01-21,Syddanmark,2220,1223973,0.18
2021-01-22,Syddanmark,3677,1223973,0.30
2021-01-23,Syddanmark,3851,1223973,0.31
2021-01-24,Syddanmark,4080,1223973,0.33
2021-01-25,Syddanmark,5835,1223973,0.48
2021-01-26,Syddanmark,6803,1223973,0.56
2021-01-27,Syddanmark,7909,1223973,0.65
2021-01-28,Syddanmark,8393,1223973,0.69
2021-01-29,Syddanmark,11424,1223973,0.93
2021-01-30,Syddanmark,14217,1223973,1.16
2021-01-31,Syddanmark,15441,1223973,1.26
2021-02-01,Syddanmark,18547,1223973,1.52
2021-02-02,Syddanmark,19626,1223973,1.60
2021-02-03,Syddanmark,20167,1223973,1.65
2021-02-04,Syddanmark,20912,1223973,1.71
2021-02-05,Syddanmark,25422,1223973,2.08
2021-02-06,Syddanmark,27807,1223973,2.27
2021-02-07,Syddanmark,29378,1223973,2.40
2021-02-08,Syddanmark,31078,1223973,2.54
2021-02-09,Syddanmark,32148,1223973,2.63
2021-02-10,Syddanmark,32241,1223973,2.63
2021-02-11,Syddanmark,32383,1223973,2.65
2021-02-12,Syddanmark,34111,1223973,2.79
2021-02-13,Syddanmark,34988,1223973,2.86
2021-02-14,Syddanmark,35551,1223973,2.90
2021-02-15,Syddanmark,36621,1223973,2.99
2021-02-16,Syddanmark,37187,1223973,3.04
2021-02-17,Syddanmark,37407,1223973,3.06
2021-02-18,Syddanmark,37446,1223973,3.06
2021-02-19,Syddanmark,37529,1223973,3.07
2021-02-20,Syddanmark,37591,1223973,3.07
2021-02-21,Syddanmark,37623,1223973,3.07
2021-02-22,Syddanmark,37799,1223973,3.09
2021-02-23,Syddanmark,38154,1223973,3.12
2021-02-24,Syddanmark,38749,1223973,3.17
2021-02-25,Syddanmark,39077,1223973,3.19
2021-02-26,Syddanmark,39373,1223973,3.22
2021-02-27,Syddanmark,39490,1223973,3.23
2021-02-28,Syddanmark,39518,1223973,3.23
2021-03-01,Syddanmark,39879,1223973,3.26
2021-03-02,Syddanmark,40258,1223973,3.29
2021-03-03,Syddanmark,40424,1223973,3.30
2021-03-04,Syddanmark,40602,1223973,3.32
2021-03-05,Syddanmark,41102,1223973,3.36
2021-03-06,Syddanmark,41435,1223973,3.39
2021-03-07,Syddanmark,42064,1223973,3.44
2021-03-08,Syddanmark,42857,1223973,3.50
2021-03-09,Syddanmark,43640,1223973,3.57
2021-03-10,Syddanmark,44492,1223973,3.64
2021-03-11,Syddanmark,44872,1223973,3.67
2021-03-12,Syddanmark,47122,1223973,3.85
2021-03-13,Syddanmark,49086,1223973,4.01
2021-03-14,Syddanmark,51071,1223973,4.17
2021-03-15,Syddanmark,52909,1223973,4.32
2021-03-16,Syddanmark,54333,1223973,4.44
2021-03-17,Syddanmark,55390,1223973,4.53
2021-03-18,Syddanmark,56408,1223973,4.61
2021-03-19,Syddanmark,60310,1223973,4.93
2021-03-20,Syddanmark,62949,1223973,5.14
2021-03-21,Syddanmark,65468,1223973,5.35
2021-03-22,Syddanmark,67687,1223973,5.53
