"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-2;K;9;2;90529;0.0;0.0
0-2;M;1;0;95502;0.0;0.0
3-5;K;3;1;91103;0.0;0.0
3-5;M;4;2;96251;0.0;0.0
6-11;K;19;8;179592;0.0;0.0
6-11;M;20;10;188993;0.0;0.0
12-15;K;101486;95980;141658;71.6;67.8
12-15;M;107009;101156;149106;71.8;67.8
16-19;K;119054;116863;136901;87.0;85.4
16-19;M;121072;117886;142181;85.2;82.9
20-39;K;581371;562771;731512;79.5;76.9
20-39;M;588970;569990;759871;77.5;75.0
40-64;K;878608;871700;952192;92.3;91.5
40-64;M;868389;861555;954210;91.0;90.3
65-79;K;449891;448943;465313;96.7;96.5
65-79;M;413398;412571;427444;96.7;96.5
80+;K;154523;153998;160617;96.2;95.9
80+;M;104169;103916;107444;97.0;96.7
