Aldersgruppe;Uge 11-2022_Ingen vaccination;Uge 11-2022_Første vaccination;Uge 11-2022_Anden vaccination;Uge 11-2022_Fuld effekt efter primært forløb;Uge 11-2022_Fuld effekt efter revaccination;Uge 10-2022_Ingen vaccination;Uge 10-2022_Første vaccination;Uge 10-2022_Anden vaccination;Uge 10-2022_Fuld effekt efter primært forløb;Uge 10-2022_Fuld effekt efter revaccination;Uge 09-2022_Ingen vaccination;Uge 09-2022_Første vaccination;Uge 09-2022_Anden vaccination;Uge 09-2022_Fuld effekt efter primært forløb;Uge 09-2022_Fuld effekt efter revaccination;Uge 08-2022_Ingen vaccination;Uge 08-2022_Første vaccination;Uge 08-2022_Anden vaccination;Uge 08-2022_Fuld effekt efter primært forløb;Uge 08-2022_Fuld effekt efter revaccination;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination
0-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16-19;0;0;1;2,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20-29;0;0;0;0;0;0;0;0;0;0;0;0;0,5;1,7;0;0;0;0;0;0;0;0;0,2;0,7;0;0;0;0,4;0,6;0,3;0;0;0;0;0;0;0;0,6;0,7;0;0;0;0,2;0;0,6;0;0;0;0;0;1,7;0;0,2;0,2;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30-39;0;0;0,3;1,1;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0,2;0,6;0;1,2;0;0;0;0;0;0;0,4;0,4;0,4;0;0;0,2;0,3;0;0;0;0,2;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40-49;0;0;0,3;2,5;0;2,5;0;1,2;0;1,4;0;0;1,1;0;1,3;0;0;0,8;3,5;0,5;6,1;26,8;0,6;0;0,6;0;0;0,7;1,3;0,6;0;0;0;0;0;0;0;0,2;0;0,2;0;0;0,3;0;0,5;1,7;0;0,3;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,6;0;0;0;0;0;9,2;0,2;0,2;0;1,5;0;0,2;0,2;0
50-59;0;0;1,1;0;1,2;0;0;0,7;0;0,8;8,6;0;1,7;2,9;1,6;0;0;0,8;5,4;0,5;5,2;40;0,8;2,5;0,7;2,5;0;1,1;0;1,2;4,9;0;0,5;0;0,5;2,4;31,5;0,4;2,9;0,2;7,1;0;0,3;2;0;7;0;0,3;0,7;0,2;0;0;0,4;1,2;0;2,2;20,4;0;0;0;4,4;19,5;0,4;0,5;0;2,1;0;0,3;0,3;0;2,1;0;0,6;0,5;1,4;2;0;0,1;0,2;0
60-64;0;0;2,3;0;2,4;8,5;0;1,5;9,7;1,1;0;0;1,8;9,3;1,5;23,9;0;5,1;8,8;5;0;0;1,3;8,3;1,1;0;114,5;1,3;0;1,4;0;0;1,6;19,6;0,7;14,7;0;1,3;0;1,4;7,2;270,8;0,6;0;0,7;7,1;0;1,3;9,2;0;7;0;0,6;2,3;0;6,9;0;1;1;1;6,8;0;0,6;0,8;0;13,2;0;0,6;0,7;0;0;0;0,3;0,4;0;6,3;0;0,6;0,7;0
65-69;11,1;0;3,8;14,6;3,5;0;0;5,2;14,1;4,9;10,6;183,5;6,1;54,4;4,8;10,4;0;2,1;39;1,1;30,7;0;1,7;12,4;1,4;0;0;3,8;34,9;2,9;0;0;2,1;10,3;1,8;9,9;135,5;3,7;41,3;2,1;19,5;247,8;1,4;12,2;0,7;9,6;0;0,3;0;0,4;37,9;0;3,7;21,2;0,4;0;0;1,7;3;0,6;0;0;1;0,9;1,3;17,9;0;1;1,2;0;8,8;0;1;0,4;5;8,7;0;0;0;0
70-79;31,8;155,8;8,8;63,8;7,8;23,5;0;11,9;82,3;10,6;69,4;0;12,1;39,9;11,6;30,4;139,3;9,7;67,2;8,5;45,1;264,9;9,6;64,6;8,5;37,3;120,9;7,7;60,8;6,5;36,8;111,7;4,1;46,7;3,1;36,4;0;6,1;32,9;5,3;7,2;93,5;3,3;21,5;2,7;28,4;0;3,9;43,1;2,1;34,9;76;3,9;22,1;2,6;62,1;146,4;2,2;9,5;0,9;33,8;75,3;3,8;7,9;2,1;32,9;0;2,9;5,1;0,7;19,4;0;3,5;4,2;1,4;19,1;0;2,7;2,8;2,6
