Dato;AG_testede;AG_pos;AGpos_PCRkonf;Andel_AGpos_PCRkonf_pct;AGpos_minusPCRkonf;Andel_AGminusPCRkonf_pct;AGpos_PCRpos;AGposPCRneg;AGnegPCRpos;AGnegPCRneg
2021-03-23;138887;200;174;87;26;13;113;59;137;6500
2021-03-24;120857;197;160;81,2182741116751;37;18,7817258883249;111;46;140;6398
2021-03-25;145533;234;178;76,0683760683761;56;23,9316239316239;124;51;143;7161
2021-03-26;131865;178;145;81,4606741573034;33;18,5393258426966;98;44;125;6159
2021-03-27;65739;161;136;84,472049689441;25;15,527950310559;103;32;91;4332
2021-03-28;63751;159;132;83,0188679245283;27;16,9811320754717;97;33;106;4677
2021-03-29;105288;256;226;88,28125;30;11,71875;153;72;149;6730
2021-03-30;114160;243;202;83,1275720164609;41;16,8724279835391;142;57;126;6305
2021-03-31;93309;146;129;88,3561643835617;17;11,6438356164384;89;39;65;4681
2021-04-01;101952;205;179;87,3170731707317;26;12,6829268292683;120;55;127;6198
2021-04-02;95496;200;172;86;28;14;109;58;84;6576
2021-04-03;82547;191;165;86,3874345549738;26;13,6125654450262;99;60;78;5867
2021-04-04;97721;167;149;89,2215568862276;18;10,7784431137725;93;53;107;6539
2021-04-05;192755;285;252;88,421052631579;33;11,5789473684211;135;111;116;11799
2021-04-06;210372;286;253;88,4615384615385;33;11,5384615384615;145;103;122;11231
2021-04-07;187571;264;232;87,8787878787879;32;12,1212121212121;128;102;145;9928
2021-04-08;230892;265;223;84,1509433962264;42;15,8490566037736;145;73;158;11979
2021-04-09;187607;208;180;86,5384615384616;28;13,4615384615385;113;65;83;9763
2021-04-10;91194;155;133;85,8064516129032;22;14,1935483870968;87;45;94;5273
2021-04-11;159887;212;191;90,0943396226415;21;9,90566037735849;112;77;104;8786
2021-04-12;271905;306;272;88,8888888888889;34;11,1111111111111;151;118;170;13515
2021-04-13;221647;254;225;88,5826771653543;29;11,4173228346457;123;101;151;10591
2021-04-14;206905;248;209;84,2741935483871;39;15,7258064516129;130;78;154;10355
2021-04-15;250298;320;267;83,4375;53;16,5625;157;104;144;13359
2021-04-16;199652;248;200;80,6451612903226;48;19,3548387096774;110;88;135;10596
2021-04-17;75832;157;131;83,4394904458599;26;16,5605095541401;93;38;97;4665
2021-04-18;146385;265;247;93,2075471698113;18;6,79245283018868;155;89;152;7942
2021-04-19;280011;315;276;87,6190476190476;39;12,3809523809524;151;122;166;12103
2021-04-20;251036;293;262;89,419795221843;31;10,580204778157;147;110;144;11783
2021-04-21;266704;281;257;91,4590747330961;24;8,54092526690392;136;119;150;14055
2021-04-22;333468;261;239;91,5708812260536;22;8,42911877394636;114;123;124;16179
2021-04-23;295002;236;212;89,8305084745763;24;10,1694915254237;109;101;113;13703
2021-04-24;163445;197;168;85,2791878172589;29;14,7208121827411;90;77;118;8812
2021-04-25;198788;216;196;90,7407407407407;20;9,25925925925926;112;83;159;10438
2021-04-26;364765;388;366;94,3298969072165;22;5,67010309278351;180;182;206;16239
2021-04-27;289645;327;304;92,9663608562691;23;7,03363914373089;174;127;216;15002
2021-04-28;291670;313;287;91,6932907348243;26;8,30670926517572;173;112;194;15832
2021-04-29;407314;385;346;89,8701298701299;39;10,1298701298701;206;135;221;20211
2021-04-30;224506;258;231;89,5348837209303;27;10,4651162790698;123;104;154;12019
2021-05-01;184708;235;215;91,4893617021277;20;8,51063829787234;132;80;170;10771
2021-05-02;229217;268;245;91,4179104477612;23;8,58208955223881;168;71;266;13131
2021-05-03;363249;363;337;92,8374655647383;26;7,16253443526171;217;113;305;18637
