Aldersgruppe;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination
0-5;78,2;19,9;0;0;0;65,9;34,9;18,9;12,3;0;58,9;14,4;10,3;18,4;0;60,9;34,6;0;0;0;41;26,7;0;0;0;22,8;0;0;0;0;24,9;7,9;0;0;0;12,6;0;0;0;0;10,1;0;0;0;0;7;0;0;0;0;6,2;0;0;0;0;5,4;0;0;0;0;6;0;0;0;0;2,7;0;0;0;0;3,3;0;0;0;0;1,1;0;0;0;0
6-11;24,6;15,8;16;15,1;0;33,4;27,1;12,1;10,9;0;33,1;19;10,9;7,8;0;32;12,3;6,4;7;0;17,7;15;2,4;0;0;9,6;3,4;2,9;0;0;6,9;2,9;0;0;0;4,6;1,6;0;0;0;7,4;5,6;0;0;0;5,5;4,6;0;0;0;3;0;0;0;0;2,7;0;0;0;0;4,4;0;0;0;0;1,8;0;0;0;0;2,3;0;0;0;0;0,6;0;0;0;0
12-15;34,2;0;28,4;28,6;0;47,2;38,7;21,2;19,4;751,9;34,3;32,9;23,2;23,1;0;47,3;0;12,9;13,3;0;31,9;33,8;6;6,2;0;12,6;43,1;5,5;5,7;0;7,2;7,4;2,6;2,6;0;9,1;7,1;1,6;1,6;0;14,6;20,2;3,7;3,9;0;2;6;0;0;0;7,4;5,6;0,6;0,6;0;3,5;0;0,6;0,6;0;3,2;0;0;0;0;4,4;0;0;0;0;2,8;0;0,6;0;0;4,1;0;0;0;0
16-19;45,4;44,3;20,8;23,1;17,6;57,8;39;30,2;37,2;18,1;75,9;35;20,8;24,4;11,3;49;32;21,2;22,3;16,4;42,4;55,4;14,6;14,2;18,1;22,7;23,5;14;12,9;75,2;0;41,1;7,9;7,6;53;12,6;19;5,1;5,2;0;16;0;5,6;5,7;0;7,7;0;1,9;1,9;0;18,1;0;1,4;1,4;0;3,5;0;1,4;1,4;0;6,7;0;0;0;0;6,4;0;1,4;1,4;0;0;0;0,5;0,5;0;3,1;0;1,4;1,4;0
20-29;94,1;85,5;37,4;61,5;26,1;73,9;95,4;25,8;38,7;16,8;61,2;51;21,3;28,1;13,1;72,6;100,3;21,5;24,1;14,5;62,2;47,9;15,2;15,5;12,8;45,3;41;16,4;14,7;28,5;46,7;31,4;13,1;12,8;16,3;26,9;34,4;6,8;6,8;2,7;25,9;9;6,3;5,6;15,5;22,6;8,4;4,3;4,1;7;24;8,4;2,5;2,5;4,1;18,8;9;2;2,1;0;20,8;0;1,8;1,7;6,3;14;6;0,9;0,9;0;15,1;12,4;1,1;1,1;0;11,7;0;0,9;0,9;0
30-39;89,5;118,8;48,3;76,4;33,4;95,1;72,1;47,3;58,2;37,3;84;86,2;44,6;52;34,6;76,4;67,5;35,7;39,1;27,9;62,5;75,5;25,6;25,2;26,7;54,6;27,9;14,9;15,2;14,3;60,3;55,4;17;16;18,3;45;46,1;10,9;9,8;15,1;53,7;30,7;8,5;8,9;4,2;49;14;4,6;4,8;2,3;37,6;27,7;3,3;2,3;13,1;41,3;14,5;4,6;4,7;3,2;26,6;5,5;2,7;2,9;0;23,1;6,7;1,7;1,8;0;27,1;0;1,7;1,4;8,8;17;7,1;1,7;1,6;13,8
40-49;72,5;215,9;31,8;58,6;27,8;77,6;0;32,4;62,7;26,7;49,6;89,4;28,5;51,1;22,4;34,1;62,1;20,5;37,9;13,4;50,7;72,9;16,2;22,4;12,4;35,8;30,9;14,4;21;6,8;68,3;95,5;12,7;11,9;18,1;82,8;51,6;7,6;6,9;13,5;70,8;0;7,7;7,3;11,6;41,2;42,7;7,2;7,4;5,5;50,3;20,9;4,4;4,1;6,3;50,4;44,1;3,6;3,7;2,6;41,8;24,7;3,3;2,9;9,7;30,9;61,3;3,1;3,2;0;31,8;32;1,6;1,7;0;23,6;16,2;2,3;2,2;14,6
50-59;71,7;194,5;35,6;82,3;32,1;79,8;108,8;28,5;62,8;25,6;72,9;131,3;23,1;56,5;19,3;69,2;121,7;14,9;32,6;11,9;72,5;81,4;15,6;32,3;11,1;78,1;47,6;12,1;20;7,1;79,1;63,7;14,8;14,2;17,1;97,3;0;10,1;9,8;12,7;71,1;116,2;8;7,6;11,5;61;36,7;7,8;7,8;8,5;49,3;18;6;5,5;11,2;48,3;19;4,4;4,3;5,7;63;42,1;4,5;4,5;4,8;32,6;75,6;4;3,6;13,5;45,6;25,6;3,3;3;6,4;26,4;0;2,3;2;20,7
60-64;123,4;0;39,5;145,7;34,8;113,5;538,2;27,9;91,9;24,6;140,8;0;25;113,2;18,4;65,7;186,2;12,2;54,4;8,1;57,4;168,2;11,5;32,3;8,2;119,9;230,6;15;20,9;12,8;104,4;69,9;16;15,9;16,2;102,3;69,1;12,4;12,9;9,9;86,6;65,9;11,4;11,8;9,1;97,9;64,1;8,2;9;2,5;64;63,1;10,4;11;5,6;75,5;66,7;8,2;7,3;16,6;49,3;0;7,6;6,5;20,2;54,3;86,5;4,4;4,3;5,6;35,8;90;5,7;5,5;10,6;53,3;0;3,1;2,9;15,8
65-69;91,9;158,2;46,4;116,6;44,2;120,9;447,1;33;144,3;29,2;79,5;0;21,4;99,6;18,1;39,3;253,2;17,9;80,1;14,4;126,2;331,5;17,9;72;13,2;105,2;299,4;15,2;51,5;8,4;113,4;290,1;17,6;23,2;13;138,8;0;12,9;13,3;11,7;45,2;0;15,2;14,7;17,5;53,2;102;12,4;12,4;12,5;87,7;97,3;8,7;8,3;11,8;86,3;0;6,7;7;3,4;59,5;113;9,3;9,1;12,5;50,1;131,9;9,3;9,2;11,8;49,6;138,5;5;4,8;10,4;32,8;0;5,3;5,1;13,4
