Aldersgruppe;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination
0-5;4742,3;4983,1;7124,5;7251,9;0;5429,9;7001,9;8552,6;8724,5;0;5444,5;8674,4;8310,2;9637;0;5958;8891,5;8385,5;20823;0;4347,5;6074,1;7363,9;62500;0;2029,1;2449,8;6692,4;25000;0;1374,7;2024,4;0;0;0;873,7;1374,5;0;0;0;874,8;2857,1;0;0;0;678,8;16363,6;0;0;0;466;0;0;0;0;384,8;0;0;0;0;366,7;11111,1;0;0;0;276,8;0;0;0;0;194,1;0;0;0;0;139,9;0;0;0;0
6-11;6936,8;4862,9;8797,5;8870,8;0;10611,8;7167,3;11844,1;12124,1;0;13587,5;9814,5;12811;13989,2;0;14606,3;11141;12112,2;17068,2;0;8745,5;6685,8;7208,5;12084;0;3335,1;2400,1;3098,2;4989;0;2615,9;2265;5524,7;5263,2;0;1713,4;1746,5;5201,3;0;0;2813,4;4012,6;0;0;0;2667,3;5425,1;0;0;0;2107,3;11568,8;0;0;0;1816,6;0;0;0;0;1688,6;0;0;0;0;1426,3;0;0;0;0;1007,4;0;0;0;0;477,4;0;0;0;0
12-15;6964,1;5052,5;8419,4;8443,5;4569,4;10871,1;8067,3;11671,9;11708,6;8270,7;13416,4;10924,6;13103,5;13178,6;9345,8;13978;12572,2;12227,7;12350,8;9491,5;8816,8;7300,6;6627,8;6670,7;3524,2;4906,2;3473,5;3084,7;3098,1;2040,8;3340,3;2755,1;2320,5;2333,2;2150,5;2276,1;1675,4;1303,5;1309,1;2597,4;2859,2;2069,5;1083,5;1101,8;1538,5;2582,1;1463,4;430,1;422,4;0;1879;982;234,8;235,8;0;1656;890,1;200,9;192,3;0;1604,8;1126,5;187,4;181,2;0;1362,7;884,9;138,2;138,3;0;898;529,1;83,1;83,9;0;688,9;216,5;50,7;51,3;0
16-19;6607,2;6025,7;9692,7;9189,8;10446,1;6243,1;5337;8045,1;9159,9;6141,5;7767;7180,4;9001,9;10047,6;6684,7;7936,4;7067,5;10213,5;11394,4;6478;6306,5;5507,9;6773,7;7038,4;5051,7;6271;5594,7;6413,8;6316,9;11776,5;3701,3;3531,1;3606,5;3613,4;3389,8;2455,9;1955,9;2645,1;2661,8;1233,7;2394,2;2024,5;2126,2;2142,3;734,1;2047,5;1461,3;815,8;818,9;93,8;1668,7;1245,8;453,4;453,4;223,5;1399,9;1221,6;299,8;299,6;278,9;1302,2;1180,7;314,7;314,8;367;1071,1;900,9;206,9;206,5;263,2;737,8;452,5;162,8;163;0;776,3;287,3;136,6;136,2;0
20-29;6442,3;6683,1;8982,3;7565,2;9659;4975,7;4722,8;5512,9;4747,4;6048,9;4955,7;5051;4724,5;4448,2;5048,4;4901,2;4815,9;4226,5;4153,4;4385;3741,1;3472,4;3200,1;3155,8;3371,5;4174,1;4216,2;4311,8;4291,4;4618;3360,9;3466,9;3647,2;3713,6;3036,9;1882,6;1843,6;2343,3;2399,9;1742,8;1845,7;1662,4;2006,2;2064;1334;1409,4;1250,9;875,2;891,9;619,7;1105,9;827,6;458,3;473,3;158,6;911,3;686,3;350,4;356,8;196,5;896,3;809,2;361;367,6;151,5;748,1;722,3;307,3;311,5;101,6;591,2;354,3;191,9;193,7;82,9;570,1;318,8;154,2;155,1;116,6
30-39;6211;6202,2;8298,1;7415,2;8759;6085;6031,5;7670,9;6839,2;8286;6604,8;6887,3;7515,8;6925,9;8247,3;6571,9;6616,5;7182,4;6684,8;8334,8;4190,2;4002,3;4628,3;4433,7;5439,7;3299,3;3240;2840,3;2859,4;2742,8;3077,5;2919,8;2913,2;2966;2554;1809,8;1907,1;1816,3;1859,1;1539,4;1909,5;1574,2;1562,7;1612,6;1158,9;1507,9;1159,5;822,6;848,8;537,5;1250,6;917,1;566,7;582,9;341,5;1028;974,1;450,8;462,8;284,4;1050,3;862,4;450,8;461,2;246,1;785,7;653;354,3;363,6;139,9;616,5;466,7;226,6;229,4;87,6;497,2;362,5;168;169,6;83,1
40-49;5466,9;4803;7307,7;6103,2;7490,5;5743,6;4820,8;7205,3;5965,3;7444,1;6423,9;5676;7350,7;6480,9;7584,8;5985,2;6313,4;6533,5;6074,4;6727;3817,8;3518,7;3506,5;3502,5;3509,8;2916,3;2754,1;2386,4;2369;2407,3;2752,2;2824;2481,7;2221,7;4124;1826,4;1870;1851,2;1910;1425,1;1934,8;1784,7;1646,4;1725,6;949,5;1635,9;1356,8;1014,2;1067;462,7;1363,5;1044,6;702,3;740,6;255,6;1095,1;1025,5;573,6;596,2;237,7;1125,2;1410,7;549,3;567,7;210,4;914,9;827,3;440,2;449,9;169,5;653,4;592,6;279,7;283,4;87;540,8;454,2;217;217,3;174,9
50-59;4361,9;4006,2;5625,4;4485,6;5708,8;3965,4;3698,3;4625;3788,3;4699,3;4160,5;3347,6;3809;3616,7;3833;3696,5;3164;3034,2;3141,8;3018,3;2596,4;2441,7;1871,1;1954,2;1849,2;2234,9;1999,5;1607,4;1532,5;1650,7;2482,2;2419,9;2076,1;1767,9;3302,7;1334;1586,3;1411,2;1462,8;1059,9;1381,6;1084,6;1167,8;1245,2;566,3;1102,5;1063,4;697,9;747,4;254,5;941,7;718,6;481;513;155,3;763,4;682,7;389,6;408,9;143,7;761,8;820,5;358,5;371,4;149,9;645,2;403,2;285,8;294,3;91;427,7;511,8;201,6;203,1;122,3;389,7;231,4;162,3;163,1;103,7
60-64;3693,1;2253,9;4725,2;3389,6;4785,7;2944,3;2691,1;3674,2;2843,6;3717,7;2786,4;1756,1;2695,6;2366,6;2719,2;2277,2;1862,2;1952;1967,6;1953,1;1843,9;1598;1207,3;1313,8;1190,7;1480,8;1921,6;1014,7;964,7;1032,6;1865,1;1328,7;1511,6;1254,5;2024,3;941,5;690,6;899;907,8;856,9;979,1;791;775;830,9;426,1;829;576,9;506,5;551,9;184,3;608,3;567,5;381,1;415,2;112,9;653,9;333,3;331,3;354,2;112,7;641,4;439,6;298,9;314,5;117,1;337,9;259,5;225,2;232,1;112;370,3;90;178,9;182;84,6;278,4;269,5;146,5;147,4;110,4
65-69;2574,3;2689,9;3627,1;2156,9;3673;2014,9;2384,5;2530,3;1773,2;2556,5;1867,3;1250;1844,8;1627,5;1855;1424,8;1265,8;1258,9;1343,3;1253,2;892,9;1436,5;747,1;881,4;735,7;985,5;1097,8;659,5;721,7;648;1096,1;773,7;1063,2;892,1;1205,8;675,4;505,1;526,1;490,7;625,9;551,4;415,4;513,6;546;361;505,9;714,3;405,4;441,6;167,9;464,7;97,3;328,7;356,8;109,6;423;411,9;285,6;305,4;103,2;340,1;226;274;290,3;87,8;283,8;395,8;210,9;219,5;70,6;157;277;159,6;162,5;72,7;213,2;420,2;134,5;137;40,2
