Aldersgruppe;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination
0-5;4409;4204,9;6687,8;6918,6;0;5129,9;6230,8;8150,2;8419,6;0;5217,8;7975,9;7949,5;9270,7;0;5783,6;8333,3;8096;20418;0;4247,7;5813,2;7149,6;62500;0;1983,3;2375,3;6516,3;25000;0;1344,3;1964,2;0;0;0;848,2;1334,4;0;0;0;847,4;2807,3;0;0;0;659;16071,4;0;0;0;452,3;0;0;0;0;373,3;0;0;0;0;356;10000;0;0;0;268,9;0;0;0;0;189;0;0;0;0;136,8;0;0;0;0
6-11;5342,5;3398,9;7690,3;8015,8;0;8255,9;5226,2;10536,2;11206,8;0;10782;7451,2;11623;13098,5;0;11861,1;8895,4;11194,5;16303,7;0;7357,8;5802,4;6735,7;11503,1;0;2912,5;2187,2;2956,8;4822,7;0;2312,1;2101;5297,3;5128,2;0;1509,3;1641,1;5032,5;0;0;2538,3;3812,3;0;0;0;2437,5;5190,9;0;0;0;1949,1;11186,4;0;0;0;1687,9;0;0;0;0;1573,5;0;0;0;0;1337,4;0;0;0;0;944,9;0;0;0;0;448,8;0;0;0;0
12-15;5350;3674,3;7455,8;7498,6;4340,8;8587,6;6041,9;10667,4;10741,9;7908,6;11057;8267,6;12225,4;12334,4;9050,8;11939,9;9944,2;11565,4;11726,5;8945,7;7743,9;5948;6323,5;6383,7;3781,5;4297;2960,9;2978,5;2996,3;1935,5;2923,1;2373,7;2225,5;2244,4;2105,3;1929,4;1440,4;1251,8;1262,2;2564,1;2420,5;1808;1033;1052,7;1515,2;2181,6;1282,2;409,9;403,6;0;1615,8;881,5;224,1;225,4;0;1419,8;790,2;192,3;184,4;0;1408,8;1010,6;179,2;173,5;0;1193,9;796,1;131,4;131,6;0;795;469;79,6;80,5;0;611,9;192,3;48,8;49,5;0
16-19;5197,8;4379,8;7936,1;7148,2;9307,4;5111,9;4047,3;6967,2;7655,5;5679;6813,8;5653,7;8119,9;8862,9;6361;7354,5;5826,1;9466,7;10442,7;6261,4;5968,1;4610,5;6405,4;6640,9;4908,8;6198,7;5006,9;6161,5;6078,1;11472;3495,4;2908,4;3449,2;3462,9;3320,1;2159,1;1643;2506,9;2526,9;1159,8;2047;1568,4;2009,7;2029;766,3;1697,5;1101,2;754,8;759,1;88,2;1390;919,3;419,9;420;314,1;1154,1;906,4;277,9;278,1;262,8;1073,6;870;289,4;289,7;344,8;908,7;681,2;191,1;190,9;248,1;610,9;330;149,9;150,2;0;649,5;210,4;125,9;125,7;0
20-29;5480,3;5175,9;7548,6;5521,6;8817,8;4337,3;3766,2;4853,2;3834,9;5703,9;4689,5;4170,8;4328,5;3939,9;4836,6;4838,8;4126;3966,5;3850,4;4230,3;3758,5;3039,7;3065,2;3022,8;3245,7;4312,5;3927,7;4198,2;4180,2;4537,5;3373,8;3086,4;3521,1;3587,9;2988,8;1846,5;1578,8;2261,9;2323,2;1687,4;1730,8;1420,5;1944,7;2003,1;1308;1269,3;1050,8;830,3;846,6;608,1;986,7;680;425,4;439,6;150,5;821;552,2;323,1;329;191,6;799;660,1;335,7;342,2;140,9;664,8;579;284,7;288,7;102,8;531,2;278,5;177,8;179,6;78;508,3;254,7;143,7;144,7;110,2
30-39;5337,2;4675,3;7224;5775,7;8165;5442,1;4883,2;6862;5710,6;7850,8;6090,6;5824,6;6936,6;6213,5;7915,6;6295,4;5719,6;6781,1;6260,7;8064,1;4128,1;3649;4419,6;4228,1;5260;3256,2;2932,1;2748,1;2767,8;2664,3;2959,9;2648,2;2809,1;2858,3;2506,8;1699,8;1649,4;1744,7;1787,2;1491,4;1763,6;1339,2;1500,5;1550;1121,3;1378,4;968,9;779,9;804,6;520,5;1127;767,4;534,5;549,9;326,6;945,9;831,7;425,9;437,2;274,6;952,9;727;426,6;436,4;237,1;707,8;560,4;335,7;344,7;133,1;557,8;427,3;214,7;217,5;83,8;451,7;320,8;159,8;161,4;80,1
40-49;4769,3;3582,3;6331,3;4240,6;6776,7;5098,2;4104,9;6401,8;4431,1;6901,5;5960,6;4875,3;6715;5290,1;7185,6;5681,5;5503,2;6091,2;5258,6;6490,8;3662,7;3087,7;3336,5;3217,8;3421,2;2868,1;2457,1;2294,4;2249,4;2350,4;2692,3;2479,3;2378,1;2129;3983,8;1724,9;1652;1767,8;1821;1394,8;1763;1487,8;1570,4;1646,6;914,1;1472,7;1128;955,8;1005,2;447,2;1226,6;837,4;661,9;697,9;243,8;994,6;832,2;542,1;563,8;223,5;1030,5;1151,3;519;536,5;198,4;828,6;687,9;417,1;426,4;160,7;592,9;483,9;265;268,5;82,9;492;370,2;206,4;206,7;180,7
50-59;3954,5;3189,9;5027,9;3098,6;5222,2;3644,4;3101,2;4216,6;2819,5;4380,5;3982,5;3254;3557,4;2874,9;3658,8;3604,6;2770,2;2884;2688,3;2925,3;2580,9;2253,8;1803,4;1797,4;1806,7;2229,9;1897,7;1570,9;1490,7;1619,1;2447,1;2191,9;2010;1710,9;3213,8;1304,9;1449;1356,5;1404,5;1033,6;1310,8;967,1;1120,4;1194,4;550,3;1022,8;873,6;664,8;711,6;248,2;873,4;631,3;455,8;485,9;149,8;704,7;558,1;371,8;390,4;135,9;703,5;683,6;341,2;353,4;142,1;597,5;340,1;271,8;279,8;86,4;393,2;435,3;191,8;193,3;116,5;360,5;197,2;154,6;155,4;99,1
60-64;3363,5;2021,2;4354,8;2538,8;4461,8;2819,3;2619,7;3431;2134;3518,9;2708,2;1595,3;2552,1;1876,6;2610,3;2222,9;1859,3;1876,7;1674,7;1903;1825,1;1618,8;1180,1;1218,5;1174;1506,3;2029,8;994,8;937,8;1016,5;1841,2;1237,6;1471,4;1216,3;1985;928,1;789,3;876,1;880,3;859;923,6;693,2;752,3;805,5;421,4;780;497,5;484,9;528,5;177,4;575,2;491;366;399,1;107,5;618,9;288,4;318,5;340,8;107,4;606,8;386,1;287,6;302,7;111,8;322;305,1;217,1;223,8;107,1;346,8;79,2;172,8;175,7;81,1;260,9;236,6;140,5;141,4;105,9
65-69;2419,1;2472,5;3414;1746,3;3477,5;1952,1;2110,8;2404,8;1440,9;2446,1;1815,8;1371,6;1777,7;1348,3;1801,2;1439,6;1153,4;1226,1;1162,2;1229,9;947,6;1322,5;728,8;782,9;723,9;1020,6;1112,1;649,1;703;638,6;1093,6;709,8;1041,9;871,5;1186,2;661;461,7;512,4;476;615,7;536;375,2;502,7;534;356;493,5;636,9;396,5;431,3;169,4;446,1;86,7;319,6;346,8;108,7;406,3;370,7;279,5;298,7;103,1;326,6;204,1;266,5;282,4;85,1;272,4;360,6;205,3;213,7;68,4;150,8;251,3;155,5;158,4;70,5;204,9;379,3;131,2;133,6;38,9
70-79;1619,2;2099,4;2439,2;1554,1;2461,6;1249,7;1344,4;1669,7;1191,9;1683,5;1085;1053,6;1122,3;1046,5;1125,2;953,8;266,4;737,1;778,8;735,2;595,7;1529,8;442,2;622,4;432,7;684;864,6;461;551,6;454;899,3;1460,4;776,7;572,9;814,9;435,4;646,1;266,8;280,5;260,5;502,6;382,8;241,8;295,8;186;373,7;234,7;245,5;286,5;135;293,7;458,4;258,1;277,9;139,3;295,5;328,9;270,3;294,1;78,8;346,3;87,9;242,5;255,9;110,5;185,3;506,6;199,7;208,9;75,4;142,3;208,3;152,3;155,3;87,6;141,1;211,4;136,9;141,3;35
80+;1402,7;1671,7;1857,5;1959,3;1855,2;1246,9;1977,4;1270,9;1421,6;1266,2;978,9;1295,3;894,1;1250,8;881,3;734;1108,4;567,6;899,6;553;775,2;434,3;428,5;558,6;421,8;810,4;1142,3;474,6;513,6;470,8;626,3;1026,7;676,4;602,8;686;491,7;752,7;208,2;273,6;193,2;324,6;580,7;177,2;268,5;146;352,3;596,7;136,2;212,5;95,2;168;117,5;126,5;194,4;71,6;330,8;244,2;135,8;211,1;40;261,1;251,6;154;200,3;73,7;181,9;402,1;129,3;168;39,4;137,8;132,3;105,9;125,8;42,1;126,1;127,2;89,6;102,1;30,7
12+;4856,9;4251,5;5447,5;5742,2;5360,3;4877,5;4255,4;4739,1;5896,8;4332;5612,4;5119,4;4548,7;6329;3770,1;5711,4;5415,5;4159,9;6135,7;3036,8;3992,1;3629,9;2616,6;3846,3;1689,7;3455;3155,3;2184;3042,7;1252,4;2841,7;2603,5;2117,8;2354,3;1569;1654,6;1524,4;1346,2;1573,2;581,7;1688,5;1413,5;1151,5;1323,8;401,8;1354,5;1046,3;620,5;685,7;222,3;1080,5;753,8;418,4;453;142,1;915,3;709,4;346,5;369,2;116,7;910,8;790,6;334,2;350,9;122,7;733,8;604,3;265,9;277;80,5;543,2;373,5;182,3;186,7;69;474,4;266,3;146,5;149,2;58
Alle;4782,8;3896,6;5520,1;6004,4;5360,3;5551,2;4794,6;4922,4;6403,1;4332;6368,5;6351,2;4757,5;6780,5;3770,1;6808,6;7280,3;4346,9;6419;3036,8;4677,8;4923;2703;3897,2;1689,7;2848,9;2536,6;2190,9;3043,8;1252,4;2231,9;2269,2;2121,9;2354,4;1569;1357,3;1582,9;1346,7;1573,2;581,7;1627,1;2457,5;1151,5;1323,8;401,8;1436,4;1786;620,5;685,7;222,3;1139,2;865,7;418,4;453;142,1;973;709;346,5;369,1;116,7;935;791,4;334,2;350,9;122,7;767,2;604;265,9;277;80,5;553,5;373,4;182,3;186,7;69;377,2;266,2;146,5;149,2;58
