"Vaccinedato","Regionsnavn","Kumulerede antal færdigvacc.","Antal borgere","Vaccinations dækning (%)"
2021-01-15,Hovedstaden,5,1855762,0.00
2021-01-16,Hovedstaden,5,1855762,0.00
2021-01-17,Hovedstaden,41,1855762,0.00
2021-01-18,Hovedstaden,173,1855762,0.01
2021-01-19,Hovedstaden,339,1855762,0.02
2021-01-20,Hovedstaden,464,1855762,0.03
2021-01-21,Hovedstaden,576,1855762,0.03
2021-01-22,Hovedstaden,648,1855762,0.03
2021-01-23,Hovedstaden,4839,1855762,0.26
2021-01-24,Hovedstaden,8895,1855762,0.48
2021-01-25,Hovedstaden,9144,1855762,0.49
2021-01-26,Hovedstaden,9281,1855762,0.50
2021-01-27,Hovedstaden,9903,1855762,0.53
2021-01-28,Hovedstaden,13680,1855762,0.74
2021-01-29,Hovedstaden,21309,1855762,1.15
2021-01-30,Hovedstaden,25988,1855762,1.40
2021-01-31,Hovedstaden,28652,1855762,1.54
2021-02-01,Hovedstaden,30534,1855762,1.65
2021-02-02,Hovedstaden,30636,1855762,1.65
2021-02-03,Hovedstaden,33639,1855762,1.81
2021-02-04,Hovedstaden,40166,1855762,2.16
2021-02-05,Hovedstaden,45088,1855762,2.43
2021-02-06,Hovedstaden,48108,1855762,2.59
2021-02-07,Hovedstaden,48673,1855762,2.62
2021-02-08,Hovedstaden,49804,1855762,2.68
2021-02-09,Hovedstaden,49825,1855762,2.68
2021-02-10,Hovedstaden,50764,1855762,2.74
2021-02-11,Hovedstaden,50997,1855762,2.75
2021-02-12,Hovedstaden,55157,1855762,2.97
2021-02-13,Hovedstaden,55161,1855762,2.97
2021-02-14,Hovedstaden,55171,1855762,2.97
2021-02-15,Hovedstaden,56543,1855762,3.05
2021-02-16,Hovedstaden,56939,1855762,3.07
2021-02-17,Hovedstaden,56961,1855762,3.07
2021-02-18,Hovedstaden,57027,1855762,3.07
2021-02-19,Hovedstaden,57072,1855762,3.08
2021-02-20,Hovedstaden,57169,1855762,3.08
2021-02-21,Hovedstaden,57264,1855762,3.09
2021-02-22,Hovedstaden,57400,1855762,3.09
2021-02-23,Hovedstaden,57538,1855762,3.10
2021-02-24,Hovedstaden,57596,1855762,3.10
2021-02-25,Hovedstaden,57622,1855762,3.11
2021-02-26,Hovedstaden,57679,1855762,3.11
2021-02-27,Hovedstaden,58822,1855762,3.17
2021-02-28,Hovedstaden,59974,1855762,3.23
2021-03-01,Hovedstaden,60197,1855762,3.24
2021-03-02,Hovedstaden,60440,1855762,3.26
2021-03-03,Hovedstaden,60473,1855762,3.26
2021-03-04,Hovedstaden,60662,1855762,3.27
2021-03-05,Hovedstaden,60916,1855762,3.28
2021-03-06,Hovedstaden,61007,1855762,3.29
2021-03-07,Hovedstaden,61325,1855762,3.30
2021-03-08,Hovedstaden,61552,1855762,3.32
2021-03-09,Hovedstaden,63011,1855762,3.40
2021-03-10,Hovedstaden,64463,1855762,3.47
2021-01-15,Midtjylland,0,1332867,0.00
2021-01-16,Midtjylland,7,1332867,0.00
2021-01-17,Midtjylland,7,1332867,0.00
2021-01-18,Midtjylland,169,1332867,0.01
2021-01-19,Midtjylland,178,1332867,0.01
2021-01-20,Midtjylland,276,1332867,0.02
2021-01-21,Midtjylland,852,1332867,0.06
2021-01-22,Midtjylland,2037,1332867,0.15
2021-01-23,Midtjylland,3117,1332867,0.23
2021-01-24,Midtjylland,4452,1332867,0.33
2021-01-25,Midtjylland,4620,1332867,0.35
2021-01-26,Midtjylland,4665,1332867,0.35
2021-01-27,Midtjylland,5772,1332867,0.43
2021-01-28,Midtjylland,7540,1332867,0.57
2021-01-29,Midtjylland,11374,1332867,0.85
2021-01-30,Midtjylland,14009,1332867,1.05
2021-01-31,Midtjylland,20239,1332867,1.52
2021-02-01,Midtjylland,21745,1332867,1.63
2021-02-02,Midtjylland,22752,1332867,1.71
2021-02-03,Midtjylland,24145,1332867,1.81
2021-02-04,Midtjylland,25940,1332867,1.95
2021-02-05,Midtjylland,28355,1332867,2.13
2021-02-06,Midtjylland,28838,1332867,2.16
2021-02-07,Midtjylland,28912,1332867,2.17
2021-02-08,Midtjylland,31594,1332867,2.37
2021-02-09,Midtjylland,34234,1332867,2.57
2021-02-10,Midtjylland,36124,1332867,2.71
2021-02-11,Midtjylland,37723,1332867,2.83
2021-02-12,Midtjylland,38733,1332867,2.91
2021-02-13,Midtjylland,38769,1332867,2.91
2021-02-14,Midtjylland,38796,1332867,2.91
2021-02-15,Midtjylland,39274,1332867,2.95
2021-02-16,Midtjylland,39511,1332867,2.96
2021-02-17,Midtjylland,39632,1332867,2.97
2021-02-18,Midtjylland,39705,1332867,2.98
2021-02-19,Midtjylland,39814,1332867,2.99
2021-02-20,Midtjylland,39816,1332867,2.99
2021-02-21,Midtjylland,39858,1332867,2.99
2021-02-22,Midtjylland,40223,1332867,3.02
2021-02-23,Midtjylland,40499,1332867,3.04
2021-02-24,Midtjylland,40723,1332867,3.06
2021-02-25,Midtjylland,40880,1332867,3.07
2021-02-26,Midtjylland,41269,1332867,3.10
2021-02-27,Midtjylland,41271,1332867,3.10
2021-02-28,Midtjylland,41272,1332867,3.10
2021-03-01,Midtjylland,41417,1332867,3.11
2021-03-02,Midtjylland,41589,1332867,3.12
2021-03-03,Midtjylland,41801,1332867,3.14
2021-03-04,Midtjylland,42415,1332867,3.18
2021-03-05,Midtjylland,44995,1332867,3.38
2021-03-06,Midtjylland,46539,1332867,3.49
2021-03-07,Midtjylland,47647,1332867,3.57
2021-03-08,Midtjylland,51026,1332867,3.83
2021-03-09,Midtjylland,53792,1332867,4.04
2021-03-10,Midtjylland,55551,1332867,4.17
2021-01-15,NA,0,0,0.00
2021-01-16,NA,0,0,0.00
2021-01-17,NA,0,0,0.00
2021-01-18,NA,0,0,0.00
2021-01-19,NA,0,0,0.00
2021-01-20,NA,0,0,0.00
2021-01-21,NA,0,0,0.00
2021-01-22,NA,0,0,0.00
2021-01-23,NA,0,0,0.00
2021-01-24,NA,0,0,0.00
2021-01-25,NA,0,0,0.00
2021-01-26,NA,0,0,0.00
2021-01-27,NA,0,0,0.00
2021-01-28,NA,0,0,0.00
2021-01-29,NA,0,0,0.00
2021-01-30,NA,0,0,0.00
2021-01-31,NA,0,0,0.00
2021-02-01,NA,0,0,0.00
2021-02-02,NA,0,0,0.00
