Aldersgruppe;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination;Uge 40-2021_Ingen vaccination;Uge 40-2021_Første vaccination;Uge 40-2021_Anden vaccination;Uge 40-2021_Fuld effekt efter primært forløb;Uge 40-2021_Fuld effekt efter revaccination;Uge 39-2021_Ingen vaccination;Uge 39-2021_Første vaccination;Uge 39-2021_Anden vaccination;Uge 39-2021_Fuld effekt efter primært forløb;Uge 39-2021_Fuld effekt efter revaccination;Uge 38-2021_Ingen vaccination;Uge 38-2021_Første vaccination;Uge 38-2021_Anden vaccination;Uge 38-2021_Fuld effekt efter primært forløb;Uge 38-2021_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination
0-5;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
6-11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
12-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
16-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
20-29;2;0;1;1;0;2;0;3;2;1;5;0;0;0;0;1;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;3;2;1
30-39;2;0;1;1;0;3;0;0;0;0;8;0;1;1;0;3;1;0;0;0;5;0;0;0;0;3;0;1;0;1;3;0;0;0;0;2;0;1;1;0;2;0;0;0;0;2;0;1;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;4;0
40-49;5;0;2;2;0;4;0;2;1;1;3;0;3;3;0;6;0;2;2;0;4;0;2;2;0;5;1;0;0;0;3;0;0;0;0;1;0;2;2;0;2;1;1;1;0;3;0;1;1;0;2;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;5;3;2
50-59;6;0;5;4;1;6;0;4;4;0;2;2;1;1;0;4;0;2;2;0;4;0;4;3;1;7;0;2;2;0;4;1;2;2;0;3;0;2;2;0;2;0;2;2;0;0;0;1;1;0;1;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;0;1;1;0;1;0;1;1;0;5;0;2;2;0
60-64;1;1;2;2;0;3;0;2;1;1;0;0;3;3;0;1;0;4;4;0;2;0;2;2;0;2;0;2;2;0;3;0;2;1;1;0;0;1;1;0;3;0;1;1;0;2;0;1;1;0;1;0;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0;3;2;1
65-69;3;0;2;0;2;8;0;4;4;0;0;0;6;6;0;1;0;1;0;1;2;0;2;1;1;3;0;1;1;0;2;1;3;3;0;0;0;3;2;1;3;0;1;1;0;1;0;3;2;1;0;0;2;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;1
70-79;2;0;7;5;2;4;0;10;8;2;2;0;14;11;3;3;0;8;8;0;4;0;16;15;1;2;1;8;7;1;3;0;11;11;0;1;0;9;7;2;2;0;6;6;0;2;0;7;6;1;1;0;1;0;1;0;0;7;7;0;1;0;0;0;0;0;0;3;3;0;2;0;3;3;0;2;0;5;1;4
80+;1;1;8;2;6;2;0;5;4;0;1;0;2;1;1;1;0;3;3;0;4;0;8;6;2;2;0;4;3;1;0;0;6;6;0;0;0;3;3;0;1;0;2;2;0;0;0;1;1;0;0;0;2;2;0;1;0;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
12+;22;2;28;17;11;32;0;30;24;5;21;2;30;26;4;20;1;20;19;1;27;0;36;31;5;24;2;18;15;3;19;2;24;23;1;8;0;22;18;3;16;1;13;13;0;11;0;15;13;2;8;0;7;6;1;5;0;9;9;0;6;0;4;4;0;2;1;4;4;0;6;0;4;4;0;21;2;26;16;10
Alle;25;2;28;17;11;32;0;30;24;5;22;3;30;26;4;21;1;20;19;1;27;0;36;31;5;25;2;18;15;3;19;2;24;23;1;8;0;22;18;3;16;1;13;13;0;12;0;15;13;2;9;0;7;6;1;5;0;9;9;0;6;0;4;4;0;2;1;4;4;0;6;0;4;4;0;24;3;26;16;10
