Aldersgruppe;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination;Uge 40-2021_Ingen vaccination;Uge 40-2021_Første vaccination;Uge 40-2021_Anden vaccination;Uge 40-2021_Fuld effekt efter primært forløb;Uge 40-2021_Fuld effekt efter revaccination;Uge 39-2021_Ingen vaccination;Uge 39-2021_Første vaccination;Uge 39-2021_Anden vaccination;Uge 39-2021_Fuld effekt efter primært forløb;Uge 39-2021_Fuld effekt efter revaccination;Uge 38-2021_Ingen vaccination;Uge 38-2021_Første vaccination;Uge 38-2021_Anden vaccination;Uge 38-2021_Fuld effekt efter primært forløb;Uge 38-2021_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination
0-5;4866;257;0;0;0;3127;135;0;0;0;3208;81;0;0;0;2512;9;0;0;0;1724;0;0;0;0;1423;0;0;0;0;1351;1;0;0;0;1017;0;0;0;0;711;0;0;0;0;512;0;0;0;0;352;0;0;0;0;182;0;0;0;0;188;0;0;0;0;123;0;0;0;0;107;0;0;0;0;7108;346;52;1;0
6-11;4549;3097;307;2;0;3369;2184;31;0;0;7211;2855;0;0;0;8291;1186;0;0;0;7069;132;0;0;0;6154;0;0;0;0;5749;0;0;0;0;4878;0;0;0;0;3457;0;0;0;0;1642;0;0;0;0;1136;0;0;0;0;989;0;0;0;0;885;0;0;0;0;659;0;0;0;0;513;0;0;0;0;5211;2835;1069;67;0
12-15;1396;372;4534;4411;2;1005;237;2522;2422;2;1370;308;2055;1991;1;1322;242;796;751;0;1022;176;424;414;0;958;153;357;334;0;1003;164;329;312;0;926;95;240;235;0;641;47;143;141;0;509;19;86;85;0;374;20;56;54;0;228;8;32;30;0;222;10;17;17;0;162;13;16;12;0;171;14;8;6;0;1952;403;6114;5975;3
16-19;846;172;7744;7628;62;586;104;5673;5618;18;600;113;4555;4521;9;535;86;1742;1728;1;460;70;966;958;2;403;63;638;633;2;391;53;669;665;2;335;35;438;435;1;234;17;345;344;0;249;11;289;287;0;157;5;138;136;0;86;11;82;81;0;75;4;70;70;0;76;4;28;28;0;57;7;33;33;0;1386;238;13748;13194;470
20-29;3893;663;20383;18900;1305;2246;377;13074;12302;640;2289;371;11141;10626;430;1820;296;4827;4611;176;1479;196;2517;2462;39;1267;154;1915;1864;39;1294;160;1969;1934;24;1124;122;1669;1646;12;903;57;1040;1030;6;884;51;832;825;5;628;36;511;504;0;374;24;302;301;0;305;19;191;191;0;231;17;139;138;0;209;15;91;85;0;4708;716;24109;21518;2424
30-39;3061;474;15444;13752;1535;1856;329;9629;8707;818;2033;306;8242;7602;556;1662;249;4316;4037;232;1432;199;2957;2794;130;1223;201;2346;2244;89;1305;156;2339;2259;62;1022;98;1832;1800;26;821;66;1167;1147;10;672;50;864;853;6;587;38;659;648;8;309;14;338;334;1;284;31;247;240;0;217;27;191;185;0;183;23;164;160;0;3204;461;15010;12987;1914
40-49;1651;207;15034;11557;3424;1127;144;11266;10283;951;1234;151;10040;9417;574;1071;127;6194;5910;251;921;100;4289;4156;122;764;93;3503;3398;93;807;114;3357;3286;65;681;54;2688;2646;36;493;37;1708;1694;10;413;28;1324;1308;12;306;20;1036;1029;6;212;17;546;544;2;157;15;390;389;0;132;14;274;273;0;110;8;210;210;0;1708;176;14286;7555;6686
50-59;1099;116;14490;9839;4619;604;77;9891;8961;916;641;56;8202;7747;443;524;58;4907;4720;178;458;40;3385;3285;97;379;36;2745;2664;75;388;39;2526;2458;63;336;16;2015;1985;27;225;20;1421;1399;19;206;9;1143;1132;10;130;13;835;833;2;73;5;404;402;1;65;3;308;304;0;83;3;211;207;2;54;4;156;155;0;970;84;11180;3988;7165
60-64;267;19;4735;2609;2122;138;10;2836;2401;432;147;12;2452;2260;187;127;9;1605;1528;73;95;9;1209;1169;40;104;5;1052;1017;34;104;6;950;921;29;56;3;716;696;20;62;1;569;561;8;46;3;466;459;7;31;4;346;344;2;25;0;175;173;2;17;4;107;106;1;14;5;72;71;1;12;2;50;50;0;210;25;3177;832;2339
65-69;116;8;3135;1191;1942;73;5;1550;1067;481;61;4;1524;1337;186;57;7;1211;1142;67;53;1;984;947;37;50;4;855;825;30;40;2;822;801;21;34;3;633;621;12;19;2;479;472;7;26;3;404;401;3;13;1;286;283;3;9;2;152;150;2;11;0;108;107;0;8;2;74;74;0;7;2;51;51;0;102;11;1956;336;1619
70-79;131;20;4322;500;3818;66;9;1473;471;1000;75;4;1342;833;508;59;3;1372;1169;203;47;5;1444;1333;111;48;4;1515;1465;49;57;1;1356;1300;56;31;5;1120;1091;29;24;2;855;831;23;24;2;769;761;8;22;2;639;626;13;5;0;276;271;4;5;2;175;172;3;6;3;119;118;1;7;2;128;128;0;94;12;2555;214;2340
80+;47;10;1848;195;1651;40;7;568;132;434;28;4;481;183;297;31;5;377;205;171;14;1;350;242;108;30;2;377;329;48;24;2;426;352;74;17;3;358;326;32;13;1;292;267;25;12;1;250;235;15;10;2;212;201;11;10;1;89;85;4;2;3;78;76;2;4;2;50;49;1;3;0;75;75;0;68;9;1285;93;1189
12+;12507;2061;91669;70582;20480;7741;1299;58482;52364;5692;8478;1329;50034;46517;3191;7208;1082;27347;25801;1352;5981;797;18525;17760;686;5226;715;15303;14773;459;5413;697;14743;14288;396;4562;434;11709;11481;195;3435;250;8019;7886;108;3041;177;6427;6346;66;2258;141;4718;4658;45;1331;82;2396;2371;16;1143;91;1691;1672;6;933;90;1174;1155;5;813;77;966;953;0;14402;2135;93420;66692;26149
Alle;21922;5415;91976;70584;20480;14237;3618;58513;52364;5692;18897;4265;50034;46517;3191;18011;2277;27347;25801;1352;14774;929;18525;17760;686;12803;715;15303;14773;459;12513;698;14743;14288;396;10457;434;11709;11481;195;7603;250;8019;7886;108;5195;177;6427;6346;66;3746;141;4718;4658;45;2502;82;2396;2371;16;2216;91;1691;1672;6;1715;90;1174;1155;5;1433;77;966;953;0;26721;5316;94541;66760;26149
