Aldersgruppe;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination
0-5;197;1;1;1;0;210;3;0;0;0;142;3;0;0;0;80;0;0;0;0;88;1;0;0;0;45;0;0;0;0;37;0;0;0;0;26;0;0;0;0;24;0;0;0;0;20;0;0;0;0;22;0;0;0;0;10;0;0;0;0;12;0;0;0;0;4;0;0;0;0;4;0;0;0;0;2;0;0;0;0
6-11;43;7;13;7;0;42;6;7;3;0;25;11;2;0;0;15;4;1;0;0;12;4;0;0;0;9;2;0;0;0;19;4;0;0;0;17;1;0;0;0;10;0;0;0;0;9;0;0;0;0;15;0;0;0;0;6;0;0;0;0;8;0;0;0;0;2;0;0;0;0;3;0;0;0;0;1;0;0;0;0
12-15;12;2;46;45;0;17;0;25;25;0;12;3;12;12;0;5;5;11;11;0;3;1;5;5;0;4;1;3;3;0;7;3;7;7;0;1;1;0;0;0;4;1;1;1;0;2;0;1;1;0;2;0;0;0;0;3;0;0;0;0;3;0;1;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0
16-19;15;1;41;33;7;10;1;44;35;8;9;2;31;26;5;5;1;30;27;3;0;2;17;16;1;3;1;11;11;0;4;0;12;12;0;2;0;4;4;0;5;0;3;3;0;1;0;3;3;0;2;0;0;0;0;2;0;3;3;0;0;0;1;1;0;1;0;3;3;0;3;0;1;1;0;1;0;1;1;0
20-29;60;6;114;80;32;77;13;119;87;27;68;7;85;68;15;51;7;92;74;15;54;6;73;65;7;32;7;38;35;1;32;2;35;29;5;29;2;25;22;2;32;2;14;13;1;26;2;11;11;0;30;0;10;9;1;21;1;5;5;0;23;2;6;6;0;18;0;5;5;0;18;1;1;1;0;8;0;1;1;0
30-39;72;8;224;142;78;70;7;184;137;45;59;9;135;107;26;53;4;79;69;10;60;9;90;74;11;46;8;58;46;8;57;6;45;42;2;54;3;24;23;1;43;6;17;11;5;49;3;24;23;1;33;1;14;14;0;30;1;9;9;0;36;0;9;7;1;23;1;9;8;1;17;4;7;7;0;18;0;4;3;0
40-49;27;4;160;58;101;19;3;119;62;56;29;4;96;51;45;21;2;86;67;19;41;7;77;62;15;51;4;46;37;9;45;0;47;40;7;27;4;44;41;3;34;2;27;23;3;35;4;22;21;1;30;2;20;17;3;23;4;19;19;0;24;2;10;10;0;18;1;14;13;1;16;1;11;11;0;14;0;8;7;1
50-59;30;3;154;38;116;28;4;102;32;70;31;3;108;48;60;34;2;84;52;31;35;3;103;79;24;44;0;71;60;11;33;6;56;47;9;29;2;55;49;6;24;1;42;35;7;24;1;31;28;3;32;2;32;30;2;17;3;28;24;4;24;1;23;21;1;14;0;16;14;2;9;0;10;10;0;11;1;9;7;2
60-64;19;0;74;22;50;9;2;38;15;23;8;2;35;14;21;17;3;47;18;29;14;1;50;33;17;15;1;39;34;5;13;1;36;32;4;15;1;26;25;1;10;1;33;31;2;12;1;26;21;5;8;0;24;19;5;9;1;14;13;1;6;1;18;17;1;9;0;10;9;1;6;0;6;5;1;4;0;2;2;0
65-69;8;0;61;12;49;4;2;53;13;40;13;3;52;17;35;11;3;45;24;21;12;3;51;30;21;15;0;38;29;9;5;0;45;36;9;6;1;37;32;5;10;1;26;22;4;10;0;20;19;1;7;1;28;25;3;6;1;28;26;2;6;1;15;14;1;4;0;16;15;1;1;0;13;12;1;2;1;8;8;0
70-79;18;2;172;22;150;14;2;146;21;124;19;0;114;28;85;27;2;125;36;89;26;3;120;42;78;30;1;97;57;39;18;0;104;78;26;18;0;109;91;18;15;2;123;105;18;18;2;106;98;8;14;1;92;84;8;9;2;100;90;10;11;0;63;60;3;8;1;63;56;7;8;0;35;32;3;3;0;32;29;3
80+;18;1;223;25;198;18;1;179;26;153;23;2;141;21;120;27;5;136;25;109;11;4;157;55;102;22;3;89;45;42;12;4;87;46;40;17;2;89;64;25;12;0;89;76;13;14;1;86;78;8;16;1;110;99;11;9;2;85;80;5;7;2;60;56;4;9;0;46;44;2;4;2;59;57;2;9;1;19;17;2
12+;279;27;1269;477;781;266;35;1009;453;546;271;35;809;392;412;251;34;735;403;326;256;39;743;461;276;262;26;490;357;124;226;22;474;369;102;198;16;413;351;61;189;16;375;320;53;191;14;330;303;27;174;8;330;297;33;129;15;291;269;22;140;9;206;192;11;107;3;182;167;15;83;8;143;136;7;70;3;84;75;8
Alle;519;35;1283;485;781;518;44;1016;456;546;438;49;811;392;412;346;38;736;403;326;356;44;743;461;276;316;28;490;357;124;282;26;474;369;102;241;17;413;351;61;223;16;375;320;53;220;14;330;303;27;211;8;330;297;33;145;15;291;269;22;160;9;206;192;11;113;3;182;167;15;90;8;143;136;7;73;3;84;75;8
