Aldersgruppe;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination
0-5;5208,8;7991,1;7952,7;9272,3;0;5768,7;8335,1;8098,9;20418;0;4234,4;5815,1;7150,9;62500;0;1976,8;2376;6516,3;25000;0;1339,3;1964,4;0;0;0;844,7;1334,5;0;0;0;843;2807,3;0;0;0;655,2;16071,4;0;0;0;450;0;0;0;0;371,4;0;0;0;0;353,9;10000;0;0;0;267,3;0;0;0;0;187,9;0;0;0;0;135,9;0;0;0;0;93,5;0;0;0;0;48,9;0;0;0;0
6-11;10815,3;7447,1;11619,4;13094,8;0;11906,8;8894,1;11196,4;16305,1;0;7391,5;5802,8;6735,4;11507,6;0;2926,3;2186,5;2962,5;4829,5;0;2323,1;2101;5300,1;5405,4;0;1516,6;1641,1;5048,9;0;0;2551,3;3812,2;0;0;0;2448,8;5191,6;0;0;0;1957,3;11215;0;0;0;1694,4;0;0;0;0;1578,8;0;0;0;0;1341;0;0;0;0;946,8;0;0;0;0;449,4;0;0;0;0;310,7;0;0;0;0;268,1;0;0;0;0
12-15;11105,8;8277,4;12154,5;12260,8;9111,1;11998,9;9940,1;11484,4;11642,2;8653,8;7790,6;5940,8;6271;6328,6;3797,5;4323,3;2958;2952,3;2969;1948,1;2942,2;2377,8;2204,1;2222;2127,7;1942,3;1439,1;1239,5;1249,3;2597,4;2438,5;1806,5;1022,5;1041,5;1538,5;2199,7;1281;405,6;399,2;0;1632,1;880,6;221,7;222,9;0;1434;789,5;190,2;182,3;0;1425,8;1009,3;177,2;171,5;0;1210,8;794,5;129,9;130,1;0;808,4;467,7;78,7;79,6;0;623,9;191,6;48,2;48,9;0;442,4;200,2;31,4;31,3;0;265,4;71,3;18,2;17,9;0
16-19;6837,4;5656,4;8139,5;8893,5;6360,9;7371,7;5827,4;9494,9;10482,7;6262,6;5985;4590,6;6421,5;6660,5;4906,3;6214,8;5008,6;6166,9;6083,5;11477,3;3503,9;2908,4;3452,3;3466,1;3321,8;2168,2;1641,9;2508,5;2528,5;1159,8;2055,8;1566,7;2011,2;2030,5;765,7;1702,2;1100,7;755,3;759,5;88,1;1393,5;918,9;420,1;420,2;313,8;1157,6;905,1;278;278,3;262,5;1076,9;868,4;289,5;289,9;344,2;914,1;680,1;190,8;190,6;247,5;612,9;329,4;150;150,3;0;651,6;210;126;125,7;0;406,2;93,4;60,9;60,4;0;233,7;192,8;35,8;35,6;0
20-29;4726,7;4165,1;4327,4;3938,3;4836,2;4884,2;4128,2;3966;3848,8;4232,3;3793,3;3041,2;3064,8;3022,1;3246,4;4351,9;3926,7;4201,4;4183,7;4537,7;3407,8;3089,3;3523,6;3590,5;2991,5;1862;1584,1;2264,3;2325,9;1687,5;1745,5;1421,6;1946,3;2004,9;1307,9;1281,8;1044,8;830,9;847,2;608,1;994,8;680,4;425,5;439,7;150,5;828,8;552,5;322,7;328,6;191,6;804,6;664,6;335,8;342,3;140,9;671,5;579,3;284,5;288,4;102,8;535,2;278,6;177,7;179,6;78;511,6;254,8;143,8;144,8;110,2;360,8;175,6;88,3;88,2;0;208,8;108,4;52,1;52,5;0
30-39;6120,8;5831,7;6940,4;6217,6;7917,9;6328,4;5723,2;6788;6268,9;8066,9;4150,6;3654,2;4424;4233,7;5261,2;3274,5;2927,1;2750,2;2770;2666,1;2975,7;2649,4;2810,6;2859,8;2508,3;1710,8;1645,4;1746,2;1788,9;1492;1773,4;1340;1501,1;1550,6;1121,7;1386;969,6;780,3;805,1;520,7;1133,2;768;534,8;550,2;326,7;951,8;832,6;425,9;437,2;274,7;958,7;727,9;426,6;436,4;237,2;711,6;567,2;335,7;344,7;133,1;560,8;428,3;214,8;217,6;83,8;454,1;321,7;159,8;161,4;80,2;394,9;223,4;122,3;122,3;238,5;206,1;76,4;63,2;63,4;74,2
40-49;5980,4;4890;6715,1;5294,6;7184;5697;5504;6094,7;5270;6490,1;3676,4;3088,2;3338,3;3221,9;3421,4;2877,9;2456,8;2295,1;2250,5;2350,6;2701,7;2479,3;2376,1;2127,1;3983;1731;1652,2;1766;1818,9;1394,8;1772,1;1488,1;1568,4;1644,3;914,1;1476,7;1128,1;954,9;1004,2;447,2;1231,1;837,4;661,3;697,2;243,8;999,4;832,3;541,3;562,9;223,5;1034,2;1151,6;518,4;535,9;198,4;831,6;688,3;416,7;425,9;160,6;595;483,9;264,7;268,2;82,8;493,8;370,4;206,2;206,4;180,6;365,5;257,2;161;161,5;141,2;250,3;206,2;85,4;85,8;68
50-59;3992,5;3256,6;3557;2879,1;3657,7;3614,1;2771,5;2884,6;2690,9;2925,4;2589,3;2255,3;1804;1799,4;1806,8;2230,8;1899,6;1571,6;1491,6;1619,5;2453,1;2193,9;2010,9;1712,2;3212,5;1309,3;1450,3;1356,7;1404,7;1033,6;1315;968,7;1120,7;1194,6;550,3;1026,2;874,3;664,8;711,5;248,2;876,3;631,9;456;486,2;149,8;707;558,5;372;390,6;135,9;707,6;684,3;341,2;353,4;142;599,5;340,5;271,9;279,9;86,3;394,5;435,8;191,8;193,3;116,4;360;197,5;154,6;155,5;99;221,6;277,9;113,7;114,7;27,6;125,3;102,7;54,6;54,8;16,8
60-64;2715,3;1594;2551,7;1877,6;2609,7;2229,7;1856,3;1877,1;1680,3;1902,7;1837,5;1543;1181;1223,8;1174;1512;2028,4;995,8;940,8;1016,5;1842,7;1236,1;1474;1219,5;1985;932,1;788,8;876,8;881,2;858,9;927,7;692,4;752,8;806,1;421,4;783,5;497,5;485,2;528,9;177,4;577,9;491,5;366,2;399,4;107,4;621,7;288,7;318,7;341;107,3;609,5;386,6;287,8;303;111,7;323,4;305,8;217,3;224;107;348,4;79,4;172,9;175,9;81;262;237,3;140,7;141,5;105,7;171,9;306,7;105,1;106,3;37,5;137,9;0;53,2;53,3;44,6
65-69;1812,3;1498,1;1777,9;1357;1800,9;1453,4;1154,7;1226;1160,4;1230;950,8;1323,8;729,1;786,5;723,9;1024;1113,2;649,7;707,1;638,6;1096,8;711,7;1044,6;876,5;1186,1;663,2;463;514,2;478,3;615,5;537,8;375,9;503,9;535,5;355,9;495,1;638,1;397;432;169,3;447,4;86,9;319,9;347,1;108,6;407,7;371,4;279,8;299;103,1;327,7;204,7;266,8;282,8;85;273,4;361,4;205,5;213,9;68,3;151,4;251,9;155,6;158,5;70,4;205,7;380,2;131,3;133,8;38,8;102,2;127,2;93,4;94,6;42;70,4;358;49,3;49,6;32,8
