Aldersgruppe;Uge 12-2022_Ingen vaccination;Uge 12-2022_Første vaccination;Uge 12-2022_Anden vaccination;Uge 12-2022_Fuld effekt efter primært forløb;Uge 12-2022_Fuld effekt efter revaccination;Uge 11-2022_Ingen vaccination;Uge 11-2022_Første vaccination;Uge 11-2022_Anden vaccination;Uge 11-2022_Fuld effekt efter primært forløb;Uge 11-2022_Fuld effekt efter revaccination;Uge 10-2022_Ingen vaccination;Uge 10-2022_Første vaccination;Uge 10-2022_Anden vaccination;Uge 10-2022_Fuld effekt efter primært forløb;Uge 10-2022_Fuld effekt efter revaccination;Uge 09-2022_Ingen vaccination;Uge 09-2022_Første vaccination;Uge 09-2022_Anden vaccination;Uge 09-2022_Fuld effekt efter primært forløb;Uge 09-2022_Fuld effekt efter revaccination;Uge 08-2022_Ingen vaccination;Uge 08-2022_Første vaccination;Uge 08-2022_Anden vaccination;Uge 08-2022_Fuld effekt efter primært forløb;Uge 08-2022_Fuld effekt efter revaccination;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination
0-5;30;0;0;0;0;43;0;0;0;0;63;0;0;0;0;115;0;0;0;0;144;1;0;0;0;248;0;3;3;0;261;1;0;0;0;220;2;2;1;0;198;1;1;1;0;208;3;0;0;0;142;3;0;0;0;80;0;0;0;0;88;1;0;0;0;45;0;0;0;0;37;0;0;0;0;26;0;0;0;0
6-11;2;0;0;0;0;3;0;0;0;0;2;0;10;10;0;5;2;9;9;0;6;1;10;10;0;13;0;9;9;0;30;4;20;18;0;41;8;15;12;0;42;7;13;7;0;42;6;7;3;0;25;11;2;0;0;15;4;1;0;0;12;4;0;0;0;9;2;0;0;0;19;4;0;0;0;17;1;0;0;0
12-15;0;0;8;7;1;1;0;9;9;0;4;0;15;15;0;3;0;13;13;0;5;0;25;23;1;1;1;22;21;1;12;0;53;53;0;16;2;41;37;4;12;2;47;46;0;17;0;29;28;0;12;3;12;12;0;5;5;11;11;0;3;1;5;5;0;4;1;3;3;0;7;3;7;7;0;1;1;0;0;0
16-19;3;0;4;2;2;1;0;16;10;6;2;0;13;7;6;2;1;22;13;9;3;0;25;12;13;5;3;30;20;10;8;1;40;27;13;11;1;59;46;13;15;1;42;34;7;10;1;46;37;8;9;2;31;26;5;5;1;30;28;2;0;2;17;16;1;3;1;11;11;0;4;0;12;12;0;2;0;4;4;0
20-29;8;1;36;16;20;15;3;46;19;27;17;3;67;32;35;23;2;110;47;62;57;5;139;63;75;51;10;182;80;102;90;10;185;98;86;73;10;138;82;55;63;6;115;81;31;77;13;119;87;26;68;8;85;67;16;51;7;92;75;14;54;7;73;64;7;33;7;38;35;1;32;3;34;26;5;30;2;24;21;2
30-39;6;0;38;12;26;14;2;63;24;39;16;3;85;35;50;34;3;104;39;65;35;10;149;72;77;66;11;220;113;107;76;9;238;131;105;83;6;235;125;103;76;8;229;143;82;70;8;185;138;45;59;9;136;108;26;53;4;78;68;10;60;8;90;75;10;46;8;58;48;6;57;7;44;41;1;54;3;24;23;1
40-49;8;0;49;6;43;15;3;80;12;68;15;1;78;15;63;19;2;105;19;86;28;3;148;40;107;26;4;159;31;128;38;8;175;43;132;41;1;187;58;129;27;3;166;63;102;19;3;119;63;55;29;4;96;51;45;21;2;86;68;18;41;7;77;63;14;51;4;46;37;9;45;0;47;40;7;27;4;45;42;3
50-59;15;4;98;9;89;13;2;113;14;99;16;0;129;9;120;17;1;168;23;145;20;5;206;19;187;32;2;212;28;183;30;5;237;36;200;33;3;190;33;157;30;4;158;39;119;30;4;104;33;71;30;3;109;49;60;34;2;85;52;32;35;3;103;79;24;44;0;71;60;11;33;6;56;47;9;29;2;54;48;6
60-64;6;3;62;4;58;6;2;88;6;82;7;0;104;7;97;13;1;115;9;106;6;2;134;11;123;19;1;156;21;135;16;0;122;20;102;15;5;87;14;73;19;1;76;21;53;9;2;38;15;23;8;2;36;14;22;17;3;47;18;29;15;1;50;33;17;15;1;39;34;5;13;1;36;32;4;15;1;26;25;1
65-69;10;2;70;7;63;11;2;93;10;83;13;0;136;8;128;15;1;160;16;144;11;2;160;8;152;22;3;170;16;154;9;1;136;10;126;12;3;96;14;82;8;0;64;13;51;4;2;53;13;40;13;3;51;17;34;11;3;45;24;21;12;3;52;31;21;15;0;38;29;9;5;0;45;36;9;6;1;37;32;5
70-79;14;1;285;13;272;21;2;308;7;301;22;2;378;14;364;26;5;451;21;430;36;3;510;28;482;27;2;476;26;450;29;4;373;38;335;26;1;285;22;263;18;2;174;22;152;14;2;145;21;123;19;0;115;28;86;28;3;124;35;89;26;3;120;42;78;30;2;96;56;39;18;0;104;78;26;18;0;108;90;18
80+;19;1;309;15;294;29;1;397;19;378;30;0;441;16;425;33;3;495;25;470;43;2;525;39;486;42;2;524;39;484;32;3;434;34;399;29;2;315;24;290;18;1;226;25;201;18;1;178;26;152;23;2;141;21;120;27;5;136;25;109;11;4;157;55;102;22;3;89;45;42;12;4;87;46;40;17;2;89;64;25
12+;89;12;959;91;868;126;17;1213;130;1083;142;9;1446;158;1288;185;19;1743;225;1517;244;32;2021;315;1703;291;39;2151;395;1754;340;41;1993;490;1498;339;34;1633;455;1169;286;28;1297;487;798;268;36;1016;461;543;270;36;812;393;414;252;35;734;404;324;257;39;744;463;274;263;27;489;358;122;226;24;472;365;101;199;16;411;349;61
Alle;121;12;959;91;868;172;17;1213;130;1083;207;9;1456;168;1288;305;21;1752;234;1517;394;34;2031;325;1703;552;39;2163;407;1754;631;46;2013;508;1498;600;44;1650;468;1169;526;36;1311;495;798;518;45;1023;464;543;437;50;814;393;414;347;39;735;404;324;357;44;744;463;274;317;29;489;358;122;282;28;472;365;101;242;17;411;349;61
