Aldersgruppe;Uge 08-2022_Ingen vaccination;Uge 08-2022_Første vaccination;Uge 08-2022_Anden vaccination;Uge 08-2022_Fuld effekt efter primært forløb;Uge 08-2022_Fuld effekt efter revaccination;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination
0-5;1620,4;1713,8;2604,6;2654,1;0;2872,9;2721,6;4443;4465,4;0;4746,3;4984,1;7123,8;7251,2;0;5440;7003,1;8551,8;8724,5;0;5456,9;8675,6;8309,4;9637;0;5975;8890,4;8385,5;20823;0;4362;6073;7363,9;62500;0;2036,3;2449,7;6692,4;25000;0;1379,8;2024,3;0;0;0;877,4;1374,3;0;0;0;879,3;2857,1;0;0;0;682,4;16363,6;0;0;0;468,7;0;0;0;0;387,1;0;0;0;0;368,9;11111,1;0;0;0;278,5;0;0;0;0
6-11;1651,3;1359,1;2529,3;2541,8;0;3107,8;2296,6;4727,6;4738,1;0;6909,1;4861,5;8798,7;8872,1;0;10564,2;7167,1;11844,3;12123,5;0;13517,4;9815,3;12811,3;13989,8;0;14521,4;11141,4;12111,7;17068,2;0;8691,5;6687,8;7208,3;12085;0;3315,1;2400,2;3098,1;4992,7;0;2600,4;2264,2;5543,6;5405,4;0;1703,1;1747,2;5210,1;0;0;2798;4012,6;0;0;0;2654,4;5425,1;0;0;0;2098,3;11568,8;0;0;0;1809,7;0;0;0;0;1683,5;0;0;0;0;1423,5;0;0;0;0
12-15;1655,2;1642,7;2714,4;2713,2;2916;3434,3;2604,2;4535,4;4536,4;5141;6941,5;5078,8;8450,8;8475,3;4569,4;10823,5;8075,1;11724,3;11762,1;8270,7;13350,8;10931,8;13176,3;13253,4;9345,8;13892,8;12579,3;12313;12439,8;9491,5;8763,1;7291,8;6681,2;6726,5;3524,2;4873,3;3473,8;3111,9;3126,2;2040,8;3316,3;2755,3;2342;2355,5;2150,5;2258,6;1675,5;1316,1;1322,3;2597,4;2833,5;2069,9;1094,4;1113,5;1538,5;2556,8;1464,2;434,6;426,9;0;1860,4;982,6;237,3;238,4;0;1634,6;890,7;203,1;194,4;0;1579,1;1127,8;189,5;183,3;0;1335,9;886,9;139,8;139,8;0
16-19;1643;1431,8;3173,9;2905,2;3486,4;3433,6;2970,8;5386,8;4986,4;5930,6;6555,1;6036,4;9668,9;9151,2;10447,2;6184,8;5343,2;8021,6;9118,5;6139,9;7695;7193;8974,1;10001,9;6684,7;7859,9;7078,8;10179,9;11345;6478,1;6250,9;5515,5;6756,9;7018,2;5051,9;6219,9;5602,6;6407,3;6310,2;11794,2;3672,6;3534;3604,1;3610,9;3402,4;2437,9;1957,1;2643,3;2659,9;1239,7;2377,4;2025,6;2125,7;2141,7;738,3;2033,4;1461,6;815,5;818,6;94,4;1653,6;1247,1;453,7;453,7;225,2;1389,9;1223,5;299,7;299,5;281,7;1292,9;1183,6;314,7;314,7;371,7;1063,1;902,8;206,9;206,4;268,1
20-29;2331,4;2449,5;3801,4;3250,5;3995,2;4284,9;4315;6382,8;5583,2;6695,1;6302,4;6709,5;8984,7;7569,4;9660,4;4872,3;4700,9;5514,9;4751,9;6048,6;4850,9;5052,7;4726,2;4451,7;5048;4802;4825,1;4228,7;4156,5;4385,1;3668,2;3466;3200,9;3156,6;3372,2;4091,4;4210,6;4309,7;4289,3;4616,3;3298,3;3466;3646;3712,5;3036,4;1850,1;1843,1;2342;2398,5;1742,6;1814,3;1666,4;2005,1;2062,6;1337,1;1384,9;1250,5;874,9;891,6;619,8;1088;827,5;458;472,9;158,7;897,1;686,2;350,1;356,5;196,5;882,9;809,3;361;367,6;151,5;738,8;722,6;307,2;311,3;101,7
30-39;2379,3;2427,8;3978,9;3371,6;4213,7;4252,1;4498,5;6381,7;5515,4;6758,2;6169,6;6182,4;8296,8;7409,4;8760,5;6046;6023,5;7666,1;6830,4;8285,1;6565,2;6877,6;7509,2;6914,9;8246,6;6532,1;6616,6;7174,7;6674,6;8334;4165,5;4005,7;4623,6;4428,4;5438,5;3278,7;3244,5;2837,7;2856,6;2742,1;3057;2916,7;2912,5;2965;2555,4;1798,2;1904,7;1815,9;1858,6;1539,2;1897,4;1572,5;1562;1611,8;1158,7;1497,5;1158,2;822,6;848,8;537,5;1243,6;916;566,5;582,7;341,5;1023,2;972,7;450,6;462,7;284,4;1044,6;855,2;450,9;461,2;246,1;781,5;651,1;354,2;363,4;139,9
40-49;2294,9;2511,4;3745,6;2901,8;3850,9;3729,6;3684,1;5861,3;4542,1;6040,3;5440,1;4803;7307,8;6100;7491,2;5716,5;4820,8;7204;5960;7443,8;6394,6;5653,6;7348,3;6473;7584,2;5958,1;6314,7;6530,5;6064,5;6726,9;3802,7;3518;3504,8;3498,2;3509,6;2899;2753,7;2386,1;2367,9;2407,9;2734,2;2822,9;2484,2;2224,3;4125,1;1817,9;1869,5;1853,2;1912,3;1425,1;1925,8;1783,8;1648;1727,4;949,5;1628,3;1355,5;1015,1;1068,1;462,7;1357,2;1043,4;703;741,3;255,6;1088,5;1024,5;574,2;596,8;237,7;1120;1408,8;549,9;568,3;210,5;910,6;826,4;440,6;450,3;169,6
50-59;2391,1;2182,6;3956,4;2678,7;4036,9;3771,7;3250;5455,6;3967;5554,7;4349,7;4003,1;5625,7;4481,1;5709,5;3957,3;3697;4625;3785,2;4699,7;4148,5;3347,6;3808,5;3611,3;3833,1;3680,7;3163;3033,6;3138,9;3018;2586,2;2441,7;1870,7;1952,3;1849,1;2223,3;1999,5;1607,4;1532;1650,9;2472,1;2420,4;2075,2;1766,8;3302,7;1327,6;1587;1411,1;1462,6;1059,9;1377,4;1084,6;1167,5;1244,9;566,3;1099,2;1063,6;697,8;747,2;254,5;938,9;718,9;480,9;512,9;155,3;761,1;682,9;389,5;408,8;143,7;759,6;820,4;358,4;371,3;150;643,4;402,8;285,8;294,2;91
60-64;2044,7;3337,8;3728,4;2164,3;3792,1;3192,4;2900,4;4805;3252,6;4871,3;3684,6;2235,3;4725,4;3387,5;4786;2936,3;2670,9;3673,7;2839,7;3717,4;2778,8;1745,9;2695,2;2358;2719,3;2271,1;1851,9;1951,4;1962,7;1952,9;1839,3;1590;1206,7;1309,2;1190,7;1477,3;1912,8;1013,7;961,2;1032,6;1860,5;1322,2;1509,6;1252;2024,3;938,8;687,3;898,3;907;856,9;976,1;787,9;774,6;830,4;426,1;826,3;574,3;506,3;551,5;184,3;606,3;565;380,9;415;112,9;651,9;331,3;331,1;353,9;112,7;639,3;437;298,8;314,3;117,1;336,8;257,5;225,1;232;112
65-69;1658,7;1773;3190,8;1692;3233,3;2407,4;2525,3;4050,8;2357,3;4100,7;2567;2685,6;3627,4;2152,7;3673,4;2009,2;2381;2530,2;1770,8;2556,5;1861,4;1250;1844,6;1623,5;1855;1419,8;1267,4;1258,7;1339,4;1253,2;889,6;1439,6;746,9;878,5;735,8;981,2;1100;659;718,5;648;1091,1;775,2;1060,5;886,9;1205,9;672,4;506,1;524,4;488,5;626;540;416,2;512,8;544,9;361,1;503,8;715,7;405;441,1;168;462,6;97,5;328,6;356,5;109,6;421,1;412,8;285,5;305,1;103,3;338,4;226,5;273,9;290,1;87,9;282,4;396,8;210,8;219,3;70,7
