"Vaccinedato","Regionsnavn","Kumulerede antal færdigvacc.","Antal borgere","Vaccinations dækning (%)"
2021-01-15,Hovedstaden,5,1855623,0.00
2021-01-16,Hovedstaden,5,1855623,0.00
2021-01-17,Hovedstaden,41,1855623,0.00
2021-01-18,Hovedstaden,173,1855623,0.01
2021-01-19,Hovedstaden,339,1855623,0.02
2021-01-20,Hovedstaden,464,1855623,0.03
2021-01-21,Hovedstaden,576,1855623,0.03
2021-01-22,Hovedstaden,647,1855623,0.03
2021-01-23,Hovedstaden,4848,1855623,0.26
2021-01-24,Hovedstaden,8907,1855623,0.48
2021-01-25,Hovedstaden,9156,1855623,0.49
2021-01-26,Hovedstaden,9293,1855623,0.50
2021-01-27,Hovedstaden,9913,1855623,0.53
2021-01-28,Hovedstaden,13690,1855623,0.74
2021-01-29,Hovedstaden,21327,1855623,1.15
2021-01-30,Hovedstaden,26012,1855623,1.40
2021-01-31,Hovedstaden,28681,1855623,1.55
2021-02-01,Hovedstaden,30563,1855623,1.65
2021-02-02,Hovedstaden,30665,1855623,1.65
2021-02-03,Hovedstaden,33673,1855623,1.81
2021-02-04,Hovedstaden,40203,1855623,2.17
2021-02-05,Hovedstaden,45129,1855623,2.43
2021-02-06,Hovedstaden,48151,1855623,2.59
2021-02-07,Hovedstaden,48716,1855623,2.63
2021-02-08,Hovedstaden,49847,1855623,2.69
2021-02-09,Hovedstaden,49868,1855623,2.69
2021-02-10,Hovedstaden,50806,1855623,2.74
2021-02-11,Hovedstaden,51039,1855623,2.75
2021-02-12,Hovedstaden,55199,1855623,2.97
2021-02-13,Hovedstaden,55203,1855623,2.97
2021-02-14,Hovedstaden,55213,1855623,2.98
2021-02-15,Hovedstaden,56583,1855623,3.05
2021-02-16,Hovedstaden,56978,1855623,3.07
2021-02-17,Hovedstaden,57000,1855623,3.07
2021-02-18,Hovedstaden,57066,1855623,3.08
2021-02-19,Hovedstaden,57112,1855623,3.08
2021-02-20,Hovedstaden,57209,1855623,3.08
2021-02-21,Hovedstaden,57303,1855623,3.09
2021-02-22,Hovedstaden,57439,1855623,3.10
2021-02-23,Hovedstaden,57577,1855623,3.10
2021-02-24,Hovedstaden,57634,1855623,3.11
2021-02-25,Hovedstaden,57659,1855623,3.11
2021-02-26,Hovedstaden,57716,1855623,3.11
2021-02-27,Hovedstaden,58829,1855623,3.17
2021-02-28,Hovedstaden,59961,1855623,3.23
2021-03-01,Hovedstaden,60197,1855623,3.24
2021-03-02,Hovedstaden,60440,1855623,3.26
2021-03-03,Hovedstaden,60472,1855623,3.26
2021-03-04,Hovedstaden,60661,1855623,3.27
2021-03-05,Hovedstaden,60905,1855623,3.28
2021-01-15,Midtjylland,0,1332788,0.00
2021-01-16,Midtjylland,7,1332788,0.00
2021-01-17,Midtjylland,7,1332788,0.00
2021-01-18,Midtjylland,169,1332788,0.01
2021-01-19,Midtjylland,178,1332788,0.01
2021-01-20,Midtjylland,276,1332788,0.02
2021-01-21,Midtjylland,851,1332788,0.06
2021-01-22,Midtjylland,2039,1332788,0.15
2021-01-23,Midtjylland,3122,1332788,0.23
2021-01-24,Midtjylland,4459,1332788,0.33
2021-01-25,Midtjylland,4627,1332788,0.35
2021-01-26,Midtjylland,4672,1332788,0.35
2021-01-27,Midtjylland,5778,1332788,0.43
2021-01-28,Midtjylland,7546,1332788,0.57
2021-01-29,Midtjylland,11382,1332788,0.85
2021-01-30,Midtjylland,14020,1332788,1.05
2021-01-31,Midtjylland,20262,1332788,1.52
2021-02-01,Midtjylland,21769,1332788,1.63
2021-02-02,Midtjylland,22778,1332788,1.71
2021-02-03,Midtjylland,24170,1332788,1.81
2021-02-04,Midtjylland,25965,1332788,1.95
2021-02-05,Midtjylland,28380,1332788,2.13
2021-02-06,Midtjylland,28862,1332788,2.17
2021-02-07,Midtjylland,28936,1332788,2.17
2021-02-08,Midtjylland,31618,1332788,2.37
2021-02-09,Midtjylland,34257,1332788,2.57
2021-02-10,Midtjylland,36147,1332788,2.71
2021-02-11,Midtjylland,37745,1332788,2.83
2021-02-12,Midtjylland,38756,1332788,2.91
2021-02-13,Midtjylland,38793,1332788,2.91
2021-02-14,Midtjylland,38820,1332788,2.91
2021-02-15,Midtjylland,39298,1332788,2.95
2021-02-16,Midtjylland,39535,1332788,2.97
2021-02-17,Midtjylland,39656,1332788,2.98
2021-02-18,Midtjylland,39729,1332788,2.98
2021-02-19,Midtjylland,39837,1332788,2.99
2021-02-20,Midtjylland,39839,1332788,2.99
2021-02-21,Midtjylland,39882,1332788,2.99
2021-02-22,Midtjylland,40247,1332788,3.02
2021-02-23,Midtjylland,40523,1332788,3.04
2021-02-24,Midtjylland,40747,1332788,3.06
2021-02-25,Midtjylland,40904,1332788,3.07
2021-02-26,Midtjylland,41293,1332788,3.10
2021-02-27,Midtjylland,41295,1332788,3.10
2021-02-28,Midtjylland,41296,1332788,3.10
2021-03-01,Midtjylland,41441,1332788,3.11
2021-03-02,Midtjylland,41612,1332788,3.12
2021-03-03,Midtjylland,41823,1332788,3.14
2021-03-04,Midtjylland,42437,1332788,3.18
2021-03-05,Midtjylland,44572,1332788,3.34
2021-01-15,NA,0,0,0.00
2021-01-16,NA,0,0,0.00
2021-01-17,NA,0,0,0.00
2021-01-18,NA,0,0,0.00
2021-01-19,NA,0,0,0.00
2021-01-20,NA,0,0,0.00
2021-01-21,NA,0,0,0.00
2021-01-22,NA,0,0,0.00
2021-01-23,NA,0,0,0.00
2021-01-24,NA,0,0,0.00
2021-01-25,NA,0,0,0.00
2021-01-26,NA,0,0,0.00
2021-01-27,NA,0,0,0.00
2021-01-28,NA,0,0,0.00
2021-01-29,NA,0,0,0.00
2021-01-30,NA,0,0,0.00
2021-01-31,NA,0,0,0.00
2021-02-01,NA,0,0,0.00
2021-02-02,NA,0,0,0.00
2021-02-03,NA,0,0,0.00
2021-02-04,NA,0,0,0.00
2021-02-05,NA,0,0,0.00
2021-02-06,NA,0,0,0.00
2021-02-07,NA,0,0,0.00
2021-02-08,NA,0,0,0.00
2021-02-09,NA,0,0,0.00
2021-02-10,NA,0,0,0.00
2021-02-11,NA,0,0,0.00
2021-02-12,NA,0,0,0.00
2021-02-13,NA,0,0,0.00
2021-02-14,NA,0,0,0.00
