"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2021-01-01;Hovedstaden;0;1863185;0.00
2021-01-04;Hovedstaden;0;1863185;0.00
2021-01-07;Hovedstaden;0;1863185;0.00
2021-01-09;Hovedstaden;2;1863185;0.00
2021-01-12;Hovedstaden;2;1863185;0.00
2021-01-13;Hovedstaden;3;1863185;0.00
2021-01-14;Hovedstaden;4;1863185;0.00
2021-01-15;Hovedstaden;9;1863185;0.00
2021-01-16;Hovedstaden;9;1863185;0.00
2021-01-17;Hovedstaden;50;1863185;0.00
2021-01-18;Hovedstaden;187;1863185;0.01
2021-01-19;Hovedstaden;358;1863185;0.02
2021-01-20;Hovedstaden;488;1863185;0.03
2021-01-21;Hovedstaden;608;1863185;0.03
2021-01-22;Hovedstaden;689;1863185;0.04
2021-01-23;Hovedstaden;4649;1863185;0.25
2021-01-24;Hovedstaden;8458;1863185;0.45
2021-01-25;Hovedstaden;8696;1863185;0.47
2021-01-26;Hovedstaden;8832;1863185;0.47
2021-01-27;Hovedstaden;9462;1863185;0.51
2021-01-28;Hovedstaden;13197;1863185;0.71
2021-01-29;Hovedstaden;20521;1863185;1.10
2021-01-30;Hovedstaden;24957;1863185;1.34
2021-01-31;Hovedstaden;27478;1863185;1.47
2021-02-01;Hovedstaden;29363;1863185;1.58
2021-02-02;Hovedstaden;29476;1863185;1.58
2021-02-03;Hovedstaden;32391;1863185;1.74
2021-02-04;Hovedstaden;38762;1863185;2.08
2021-02-05;Hovedstaden;43563;1863185;2.34
2021-02-06;Hovedstaden;46538;1863185;2.50
2021-02-07;Hovedstaden;47107;1863185;2.53
2021-02-08;Hovedstaden;48237;1863185;2.59
2021-02-09;Hovedstaden;48279;1863185;2.59
2021-02-10;Hovedstaden;49215;1863185;2.64
2021-02-11;Hovedstaden;49456;1863185;2.65
2021-02-12;Hovedstaden;53603;1863185;2.88
2021-02-13;Hovedstaden;53613;1863185;2.88
2021-02-14;Hovedstaden;53626;1863185;2.88
2021-02-15;Hovedstaden;54997;1863185;2.95
2021-02-16;Hovedstaden;55404;1863185;2.97
2021-02-17;Hovedstaden;55436;1863185;2.98
2021-02-18;Hovedstaden;55514;1863185;2.98
2021-02-19;Hovedstaden;55561;1863185;2.98
2021-02-20;Hovedstaden;55663;1863185;2.99
2021-02-21;Hovedstaden;55768;1863185;2.99
2021-02-22;Hovedstaden;55914;1863185;3.00
2021-02-23;Hovedstaden;56072;1863185;3.01
2021-02-24;Hovedstaden;56146;1863185;3.01
2021-02-25;Hovedstaden;56181;1863185;3.02
2021-02-26;Hovedstaden;56246;1863185;3.02
2021-02-27;Hovedstaden;57319;1863185;3.08
2021-02-28;Hovedstaden;58426;1863185;3.14
2021-03-01;Hovedstaden;58648;1863185;3.15
2021-03-02;Hovedstaden;58901;1863185;3.16
2021-03-03;Hovedstaden;58944;1863185;3.16
2021-03-04;Hovedstaden;59143;1863185;3.17
2021-03-05;Hovedstaden;59411;1863185;3.19
2021-03-06;Hovedstaden;59506;1863185;3.19
2021-03-07;Hovedstaden;59825;1863185;3.21
2021-03-08;Hovedstaden;60065;1863185;3.22
2021-03-09;Hovedstaden;61489;1863185;3.30
2021-03-10;Hovedstaden;63164;1863185;3.39
2021-03-11;Hovedstaden;67468;1863185;3.62
2021-03-12;Hovedstaden;72244;1863185;3.88
2021-03-13;Hovedstaden;72332;1863185;3.88
2021-03-14;Hovedstaden;75543;1863185;4.05
2021-03-15;Hovedstaden;78270;1863185;4.20
2021-03-16;Hovedstaden;81760;1863185;4.39
2021-03-17;Hovedstaden;86126;1863185;4.62
2021-03-18;Hovedstaden;90481;1863185;4.86
2021-03-19;Hovedstaden;91635;1863185;4.92
2021-03-20;Hovedstaden;91723;1863185;4.92
2021-03-21;Hovedstaden;93784;1863185;5.03
2021-03-22;Hovedstaden;93865;1863185;5.04
2021-03-23;Hovedstaden;93981;1863185;5.04
