Aldersgruppe;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination;Uge 40-2021_Ingen vaccination;Uge 40-2021_Første vaccination;Uge 40-2021_Anden vaccination;Uge 40-2021_Fuld effekt efter primært forløb;Uge 40-2021_Fuld effekt efter revaccination;Uge 39-2021_Ingen vaccination;Uge 39-2021_Første vaccination;Uge 39-2021_Anden vaccination;Uge 39-2021_Fuld effekt efter primært forløb;Uge 39-2021_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination
0-5;24,7;7,9;0;0;0;12,2;0;0;0;0;10;0;0;0;0;6,9;0;0;0;0;6,4;0;0;0;0;5,4;0;0;0;0;5,9;0;0;0;0;2,7;0;0;0;0;3,2;0;0;0;0;1,1;0;0;0;0;1,1;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0,3;0;0;0;0;40,5;26,8;0;0;0;22,7;0;0;0;0
6-11;7;2,9;0;0;0;4,6;1,6;0;0;0;7,5;5,6;0;0;0;5,5;4,6;0;0;0;3;0;0;0;0;2,7;0;0;0;0;4,4;0;0;0;0;1,8;0;0;0;0;2,3;0;0;0;0;0,6;0;0;0;0;0,9;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,9;15;2,4;0;0;9,7;3,4;2,9;0;0
12-15;7,3;7,4;2,5;2,6;0;9,2;7,1;1,5;1,6;0;14,9;20,1;3,6;3,8;0;2;6;0;0;0;7,5;5,6;0,5;0,6;0;3,5;0;0,6;0,6;0;3,3;0;0;0;0;4,5;0;0;0;0;4,3;0;0,6;0;0;4,2;0;0;0;0;1,4;0;0;0;0;0;0;0;0;0;2,6;0;0;0;;0;0;0,6;0,7;;32,4;33,7;6,4;6,6;0;12,8;43;5,5;5,6;0
16-19;0;41,1;7,9;7,6;53,1;12,6;19;5,1;5,2;0;16,1;0;5,6;5,7;0;7,7;0;1,9;1,9;0;18,2;0;1,4;1,4;0;3,5;0;1,4;1,4;0;6,7;0;0;0;0;6,4;0;1,4;1,4;0;0;0;0,5;0,5;0;3,1;0;1,4;1,4;0;9,3;0;0,5;0,5;0;3,1;0;0,5;0,5;0;6,1;0;0,5;0,5;0;0;19,7;0;0;0;42,5;55,3;14,7;14,3;18,2;22,7;23,5;14;13;75,4
20-29;47,2;31,5;12,9;12,6;16,3;27,1;34,5;6,8;6,8;2,7;26,2;9;6,3;5,6;15,5;22,8;8,4;4,4;4,1;7;24,2;8,5;2,6;2,5;4,1;18,9;9;2;2,1;0;21;0;1,7;1,5;6,3;14,1;6;0,9;0,9;0;15,2;12,4;1,1;1,1;0;11,7;0;0,9;0,9;0;11,6;6,1;0,2;0,2;0;5,1;0;0,2;0,2;0;6,3;0;0,7;0,8;0;5,6;4,8;0,2;0,2;0;61;47,9;15;15,3;12,8;45,8;41,1;16,3;14,6;28,6
30-39;60,9;55,5;17;16;18,3;45,4;40,4;11;9,8;15,1;54,2;30,7;8,7;9,1;4,2;49,5;14,1;4,6;4,8;2,3;37,9;27,7;3,3;2,3;13,1;41,6;14,6;4,6;4,7;3,2;26,8;5,5;2,7;2,9;0;23,3;6,8;1,7;1,8;0;27,3;0;1,7;1,4;8,8;17,2;7,1;1,8;1,6;13,9;12,5;27,7;1,4;1,4;0;13,1;0;0,8;0,6;0;9,4;0;0,2;0,2;0;3,6;5;0,4;0,4;0;62;75,5;25,1;25;25,7;55,1;28;15;15,2;14,3
40-49;67,1;95,5;12,5;11,7;18,1;83,3;51,6;7,5;6,9;13,5;71,3;0;7,7;7,3;11,6;41,5;42,7;7,2;7,4;5,5;50,7;20,9;4,4;4,1;6,3;50,7;44,1;3,6;3,7;2,6;42,1;24,8;3,3;2,9;9,7;31,2;61,4;3,1;3,2;0;32;32,1;1,6;1,7;0;23,7;16,3;2,3;2,2;14,6;20,9;15,7;1,8;1,8;0;18,2;0;1,3;1,2;35,7;11,6;0;0,5;0,5;0;7,6;0;0,2;0,2;0;49,2;72,9;16,2;22,9;12,1;36;31;14,4;21;6,8
50-59;79,5;63,7;14,6;14,2;16,4;97,9;0;10,1;9,8;12,7;71,6;116,5;8;7,6;11,5;61,4;36,8;7,8;7,8;8,5;49,7;18;6;5,5;11,2;48,6;19;4,4;4,3;5,7;63,4;42,2;4,7;4,7;4,8;32,8;75,9;4;3,6;13,5;45,9;25,7;3,3;3,1;6,4;26,5;0;2,3;2;20,7;16,9;0;1,4;1,4;0;20,6;24,1;1,3;1;35,1;14,9;22,6;0,6;0,6;0;12,9;0;0,6;0,6;0;72,9;81,4;15,6;31,7;11,3;78,6;47,6;11,9;19,6;7,1
60-64;98,2;69,5;16;16;16,2;103,1;68,7;12,4;12,9;9,9;87,2;65,6;11,4;11,8;9,1;98,7;63,7;8,5;9;5;64,6;62,8;10,4;11;5,6;76,1;66,4;8,2;7,3;16,6;49,8;0;7,6;6,5;20,2;54,8;86,1;4,4;4,3;5,6;36,2;89,6;5,7;5,5;10,6;53,8;0;3,1;2,9;15,7;35,7;0;1,9;1,6;19,5;23,7;0;0,6;0,6;0;11,8;0;0,6;0,6;0;11,7;0;0,9;0,9;0;57,8;167,5;10,9;32,5;7,4;120,7;229,4;15;21;12,8
65-69;114,1;293,3;17,4;22,7;13;139,8;0;13;13,5;11,7;45,5;0;15,2;14,8;17,5;53,6;103,3;12,4;12,4;12,5;88,3;98,4;8,7;8,3;11,8;86,9;0;6,7;7;3,4;59,9;114,5;9,4;9,1;12,5;50,4;133,9;9,3;9,2;11,7;49,9;140,6;5;4,8;10,4;33;0;5,3;5,1;13,4;8,2;0;4,3;4,1;14,5;16,3;133,7;2,7;2,7;0;8,1;0;2,3;2,4;0;24,2;0;1,3;1,3;0;117,3;334,8;17,6;72,4;12,8;106;302,4;15,2;52,1;8,4
