Aldersgruppe;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination;Uge 40-2021_Ingen vaccination;Uge 40-2021_Første vaccination;Uge 40-2021_Anden vaccination;Uge 40-2021_Fuld effekt efter primært forløb;Uge 40-2021_Fuld effekt efter revaccination;Uge 39-2021_Ingen vaccination;Uge 39-2021_Første vaccination;Uge 39-2021_Anden vaccination;Uge 39-2021_Fuld effekt efter primært forløb;Uge 39-2021_Fuld effekt efter revaccination;Uge 38-2021_Ingen vaccination;Uge 38-2021_Første vaccination;Uge 38-2021_Anden vaccination;Uge 38-2021_Fuld effekt efter primært forløb;Uge 38-2021_Fuld effekt efter revaccination;Uge 37-2021_Ingen vaccination;Uge 37-2021_Første vaccination;Uge 37-2021_Anden vaccination;Uge 37-2021_Fuld effekt efter primært forløb;Uge 37-2021_Fuld effekt efter revaccination;Uge 36-2021_Ingen vaccination;Uge 36-2021_Første vaccination;Uge 36-2021_Anden vaccination;Uge 36-2021_Fuld effekt efter primært forløb;Uge 36-2021_Fuld effekt efter revaccination;Uge 35-2021_Ingen vaccination;Uge 35-2021_Første vaccination;Uge 35-2021_Anden vaccination;Uge 35-2021_Fuld effekt efter primært forløb;Uge 35-2021_Fuld effekt efter revaccination;Uge 34-2021_Ingen vaccination;Uge 34-2021_Første vaccination;Uge 34-2021_Anden vaccination;Uge 34-2021_Fuld effekt efter primært forløb;Uge 34-2021_Fuld effekt efter revaccination;Uge 33-2021_Ingen vaccination;Uge 33-2021_Første vaccination;Uge 33-2021_Anden vaccination;Uge 33-2021_Fuld effekt efter primært forløb;Uge 33-2021_Fuld effekt efter revaccination;Uge 32-2021_Ingen vaccination;Uge 32-2021_Første vaccination;Uge 32-2021_Anden vaccination;Uge 32-2021_Fuld effekt efter primært forløb;Uge 32-2021_Fuld effekt efter revaccination
0-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0
6-11;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-15;0;0;0;0;0;1,7;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,7;0;0;0;2,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20-29;0;0;0;0;0;0;0;0;0;0;0,7;0;0;0;0;0,7;0;0;0;0;0,6;0;0;0;0;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0;0;0,6;0;0;0;0;0,6;0;0;0;0;0;0;0;0;0;1,1;0;0;0;0;0;1,3;0;0;0;1,6;0;0;0;0;0;0;0;0;0
30-39;3,4;0;0;0;0;1,6;0;0;0;0;1,6;0;0,2;0,2;0;1,5;0;0;0;0;1,5;0;0,2;0,2;0;0,7;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1,9;0;0;0;0;1,2;0;0;0;0;0;0;0;0;0
40-49;5,8;11;0;0;0;4,2;0;0;0;0;1,4;0;0,3;0,3;0;2,7;16,1;0,2;0,2;0;4;0;0,2;0,2;0;2,6;0;0;0;0;0;0;0,2;0,2;0;2,6;0;0;0;0;0;0;0;0;0;1,3;0;0;0;0;0;0;0;0;0;3,7;0;0;0;0;1,2;0;0;0;0;0;0;0;0;0;3,4;0;0;0;0;2,2;0;0,2;0,2;0
50-59;14,3;0;0;0;0;6;0;0,3;0,3;0;5,8;0;0,1;0,1;0;3,8;0;0,3;0,3;0;0;0;0,1;0,1;0;1,9;0;0;0;0;3,8;0;0;0;0;3,7;0;0;0;0;1,9;0;0,1;0,1;0;1,8;0;0,1;0,1;0;3,6;0;0;0;0;1,8;0;0;0;0;7,1;0;0;0;0;1,7;0;0;0;0;5,1;0;0;0;0;1,7;0;0;0;0
60-64;6,4;0;1,3;1;3,3;18,8;0;0,3;0,3;0;0;0;0;0;0;18,2;0;0,3;0,3;0;12;0;0,3;0,3;0;6;0;0,6;0,6;0;0;0;0;0;0;0;0;0,3;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0,3;0;0;0;0;0;0;11,2;0;0,3;0,3;0;5,5;0;0;0;0;0;34,5;0,3;0,3;0;16;0;0;0;0
65-69;26,1;104,4;0;0;0;17,2;0;1;1,1;0;0;0;0,7;0,4;5,9;25,1;0;0,3;0,3;0;8,3;0;1;0,7;13,4;0;0;0,7;0,7;0;0;0;0;0;0;8,2;0;0,3;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,8;0;0,3;0,3;0;15,6;0;0;0;0;15,3;0;0;0;0;7,5;0;0,3;0,3;0;0;0;0,3;0,3;0
70-79;12,8;0;1,1;1;1,7;12,7;0;2,2;2,4;0;6,2;0;1,3;1;5,4;12,4;0;1,3;1,3;0;12,3;0;1,1;1;4,6;6,1;0;0,2;0;4,8;0;0;1,1;1,1;0;6;0;0;0;0;0;0;0,5;0,6;0;11,9;0;0,5;0,5;0;0;0;0,2;0,2;0;0;0;0;0;0;0;0;0,4;0,4;0;16,9;0;0,4;0,4;0;5,6;0;0,5;0,5;0;0;0;0,4;0,4;0
80+;23,4;0;2,3;3,4;0,8;0;0;1,5;2,4;0;0;0;1,1;1,6;0;11,3;0;0,8;1;0;0;0;0,4;0,5;0;0;0;0,7;0,9;0;11;0;0,4;0,4;0;0;0;0,7;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0,4;0;0;0;0,4;0,4;0;0;0;0,4;0,4;0;20,2;0;0;0;0;0;0;0;0;0;0;0;0,4;0,4;0
12+;4,5;2,4;0,4;0,3;0,8;3;0;0,5;0,6;0;1,5;0;0,4;0,3;1,3;2,9;1,8;0,3;0,3;0;1,9;0;0,3;0,3;1,8;1,4;0;0,2;0,1;1,2;0,9;0;0,2;0,2;0;1;0;0,1;0,1;0;0,3;1,3;0,1;0,1;0;1;0;0,1;0,1;0;0,5;0;0,1;0,1;0;1;0;0;0,1;0;2,1;0;0,1;0,1;0;1,8;0,3;0,1;0,1;0;1,8;0,2;0,1;0,2;0;0,8;0;0,1;0,2;0
Alle;2;2,4;0,4;0,3;0,8;1,3;0;0,5;0,6;0;0,6;0;0,4;0,3;1,3;1,3;1,8;0,3;0,3;0;0,9;0;0,3;0,3;1,8;0,7;0;0,2;0,1;1,2;0,4;0;0,2;0,2;0;0,5;0;0,1;0,1;0;0,2;1,3;0,1;0,1;0;0,5;0;0,1;0,1;0;0,2;0;0,1;0,1;0;0,4;0;0;0,1;0;1;0;0,1;0,1;0;0,9;0,3;0,1;0,1;0;1;0,2;0,1;0,2;0;0,4;0;0,1;0,2;0
