"Vaccinedato","Regionsnavn","Kumulerede antal færdigvacc.","Antal borgere","Vaccinations dækning (%)"
2021-01-15,Hovedstaden,5,1856117,0.00
2021-01-16,Hovedstaden,5,1856117,0.00
2021-01-17,Hovedstaden,42,1856117,0.00
2021-01-18,Hovedstaden,176,1856117,0.01
2021-01-19,Hovedstaden,342,1856117,0.02
2021-01-20,Hovedstaden,466,1856117,0.03
2021-01-21,Hovedstaden,580,1856117,0.03
2021-01-22,Hovedstaden,654,1856117,0.04
2021-01-23,Hovedstaden,4831,1856117,0.26
2021-01-24,Hovedstaden,8878,1856117,0.48
2021-01-25,Hovedstaden,9123,1856117,0.49
2021-01-26,Hovedstaden,9261,1856117,0.50
2021-01-27,Hovedstaden,9891,1856117,0.53
2021-01-28,Hovedstaden,13668,1856117,0.74
2021-01-29,Hovedstaden,21287,1856117,1.15
2021-01-30,Hovedstaden,25946,1856117,1.40
2021-01-31,Hovedstaden,28600,1856117,1.54
2021-02-01,Hovedstaden,30485,1856117,1.64
2021-02-02,Hovedstaden,30593,1856117,1.65
2021-02-03,Hovedstaden,33593,1856117,1.81
2021-02-04,Hovedstaden,40118,1856117,2.16
2021-02-05,Hovedstaden,45026,1856117,2.43
2021-02-06,Hovedstaden,48053,1856117,2.59
2021-02-07,Hovedstaden,48621,1856117,2.62
2021-02-08,Hovedstaden,49753,1856117,2.68
2021-02-09,Hovedstaden,49778,1856117,2.68
2021-02-10,Hovedstaden,50718,1856117,2.73
2021-02-11,Hovedstaden,50954,1856117,2.75
2021-02-12,Hovedstaden,55115,1856117,2.97
2021-02-13,Hovedstaden,55120,1856117,2.97
2021-02-14,Hovedstaden,55130,1856117,2.97
2021-02-15,Hovedstaden,56505,1856117,3.04
2021-02-16,Hovedstaden,56910,1856117,3.07
2021-02-17,Hovedstaden,56937,1856117,3.07
2021-02-18,Hovedstaden,57009,1856117,3.07
2021-02-19,Hovedstaden,57056,1856117,3.07
2021-02-20,Hovedstaden,57156,1856117,3.08
2021-02-21,Hovedstaden,57255,1856117,3.08
2021-02-22,Hovedstaden,57397,1856117,3.09
2021-02-23,Hovedstaden,57544,1856117,3.10
2021-02-24,Hovedstaden,57606,1856117,3.10
2021-02-25,Hovedstaden,57636,1856117,3.11
2021-02-26,Hovedstaden,57694,1856117,3.11
2021-02-27,Hovedstaden,58835,1856117,3.17
2021-02-28,Hovedstaden,59988,1856117,3.23
2021-03-01,Hovedstaden,60209,1856117,3.24
2021-03-02,Hovedstaden,60457,1856117,3.26
2021-03-03,Hovedstaden,60492,1856117,3.26
2021-03-04,Hovedstaden,60686,1856117,3.27
