"Vaccinedato","Regionsnavn","Kumulerede antal færdigvacc.","Antal borgere","Vaccinations dækning (%)"
2021-01-04,Hovedstaden,0,1857929,0.00
2021-01-08,Hovedstaden,1,1857929,0.00
2021-01-09,Hovedstaden,2,1857929,0.00
2021-01-13,Hovedstaden,3,1857929,0.00
2021-01-14,Hovedstaden,4,1857929,0.00
2021-01-15,Hovedstaden,9,1857929,0.00
2021-01-16,Hovedstaden,9,1857929,0.00
2021-01-17,Hovedstaden,47,1857929,0.00
2021-01-18,Hovedstaden,183,1857929,0.01
2021-01-19,Hovedstaden,352,1857929,0.02
2021-01-20,Hovedstaden,479,1857929,0.03
2021-01-21,Hovedstaden,595,1857929,0.03
2021-01-22,Hovedstaden,674,1857929,0.04
2021-01-23,Hovedstaden,4731,1857929,0.25
2021-01-24,Hovedstaden,8685,1857929,0.47
2021-01-25,Hovedstaden,8928,1857929,0.48
2021-01-26,Hovedstaden,9064,1857929,0.49
2021-01-27,Hovedstaden,9696,1857929,0.52
2021-01-28,Hovedstaden,13458,1857929,0.72
2021-01-29,Hovedstaden,20931,1857929,1.13
2021-01-30,Hovedstaden,25477,1857929,1.37
2021-01-31,Hovedstaden,28060,1857929,1.51
2021-02-01,Hovedstaden,29949,1857929,1.61
2021-02-02,Hovedstaden,30063,1857929,1.62
2021-02-03,Hovedstaden,33027,1857929,1.78
2021-02-04,Hovedstaden,39495,1857929,2.13
2021-02-05,Hovedstaden,44361,1857929,2.39
2021-02-06,Hovedstaden,47369,1857929,2.55
2021-02-07,Hovedstaden,47937,1857929,2.58
2021-02-08,Hovedstaden,49075,1857929,2.64
2021-02-09,Hovedstaden,49109,1857929,2.64
2021-02-10,Hovedstaden,50044,1857929,2.69
2021-02-11,Hovedstaden,50286,1857929,2.71
2021-02-12,Hovedstaden,54448,1857929,2.93
2021-02-13,Hovedstaden,54455,1857929,2.93
2021-02-14,Hovedstaden,54466,1857929,2.93
2021-02-15,Hovedstaden,55843,1857929,3.01
2021-02-16,Hovedstaden,56253,1857929,3.03
2021-02-17,Hovedstaden,56286,1857929,3.03
2021-02-18,Hovedstaden,56361,1857929,3.03
2021-02-19,Hovedstaden,56407,1857929,3.04
2021-02-20,Hovedstaden,56506,1857929,3.04
2021-02-21,Hovedstaden,56611,1857929,3.05
2021-02-22,Hovedstaden,56755,1857929,3.05
2021-02-23,Hovedstaden,56909,1857929,3.06
2021-02-24,Hovedstaden,56978,1857929,3.07
2021-02-25,Hovedstaden,57011,1857929,3.07
2021-02-26,Hovedstaden,57072,1857929,3.07
2021-02-27,Hovedstaden,58171,1857929,3.13
2021-02-28,Hovedstaden,59307,1857929,3.19
2021-03-01,Hovedstaden,59531,1857929,3.20
2021-03-02,Hovedstaden,59786,1857929,3.22
2021-03-03,Hovedstaden,59827,1857929,3.22
2021-03-04,Hovedstaden,60025,1857929,3.23
2021-03-05,Hovedstaden,60292,1857929,3.25
2021-03-06,Hovedstaden,60388,1857929,3.25
2021-03-07,Hovedstaden,60706,1857929,3.27
2021-03-08,Hovedstaden,60943,1857929,3.28
2021-03-09,Hovedstaden,62400,1857929,3.36
2021-03-10,Hovedstaden,64094,1857929,3.45
2021-03-11,Hovedstaden,68481,1857929,3.69
2021-03-12,Hovedstaden,73320,1857929,3.95
2021-03-13,Hovedstaden,73408,1857929,3.95
2021-03-14,Hovedstaden,76640,1857929,4.13
2021-03-15,Hovedstaden,79394,1857929,4.27
2021-03-16,Hovedstaden,82922,1857929,4.46
2021-03-17,Hovedstaden,87336,1857929,4.70
2021-03-18,Hovedstaden,91742,1857929,4.94
2021-03-19,Hovedstaden,92907,1857929,5.00
2021-03-20,Hovedstaden,92993,1857929,5.01
2021-03-21,Hovedstaden,95076,1857929,5.12
2021-03-22,Hovedstaden,95158,1857929,5.12
2021-03-23,Hovedstaden,95265,1857929,5.13
2021-03-24,Hovedstaden,103862,1857929,5.59
2021-03-25,Hovedstaden,108393,1857929,5.83
2021-03-26,Hovedstaden,111091,1857929,5.98
2021-03-27,Hovedstaden,111134,1857929,5.98
2021-03-28,Hovedstaden,111169,1857929,5.98
2021-03-29,Hovedstaden,111733,1857929,6.01
2021-03-30,Hovedstaden,112012,1857929,6.03
2021-03-31,Hovedstaden,115802,1857929,6.23
2021-04-01,Hovedstaden,120521,1857929,6.49
2021-04-02,Hovedstaden,124250,1857929,6.69
2021-04-03,Hovedstaden,124337,1857929,6.69
2021-04-04,Hovedstaden,124379,1857929,6.69
2021-04-05,Hovedstaden,124417,1857929,6.70
2021-04-06,Hovedstaden,124610,1857929,6.71
2021-04-07,Hovedstaden,125192,1857929,6.74
2021-04-08,Hovedstaden,126864,1857929,6.83
2021-04-09,Hovedstaden,130272,1857929,7.01
