Aldersgruppe;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination
0-5;9047;113;475;454;0;15589;251;775;698;0;18196;401;907;710;0;18482;602;809;523;0;20435;770;683;253;0;15071;682;376;20;0;7109;348;52;1;0;4865;257;0;0;0;3127;135;0;0;0;3208;81;0;0;0;2511;9;0;0;0;1723;0;0;0;0;1421;0;0;0;0;1351;1;0;0;0;1017;0;0;0;0;711;0;0;0;0
6-11;3352;465;5683;5602;0;8184;1231;10980;10560;0;13035;2113;14722;13400;0;17230;3625;15342;12495;0;19143;5429;13244;7275;0;12334;4906;6129;1456;0;5211;2836;1068;68;0;4548;3097;309;2;0;3366;2187;31;0;0;7209;2857;0;0;0;8288;1190;0;0;0;7068;132;0;0;0;6154;0;0;0;0;5749;0;0;0;0;4878;0;0;0;0;3457;0;0;0;0
12-15;1009;100;7881;7835;31;2241;232;15719;15633;26;3684;417;22584;22373;44;4696;664;25979;25638;40;5021;892;24571;24057;28;3316;648;13343;12967;8;1952;403;6114;5975;3;1396;371;4535;4412;2;1005;237;2522;2422;2;1370;308;2055;1991;1;1322;242;796;751;0;1022;176;424;414;0;958;153;357;334;0;1003;164;329;312;0;926;95;240;235;0;641;47;143;141;0
16-19;563;59;9153;4843;4306;1163;136;17674;9956;7700;1187;137;15741;11316;4400;1534;205;18194;13972;4160;1621;221;21168;17904;3166;1339;199;14346;12867;1393;1384;238;13755;13201;470;845;172;7744;7626;64;584;103;5677;5622;18;596;114;4557;4523;9;534;86;1743;1729;1;459;70;967;959;2;403;63;638;633;2;391;53;669;665;2;334;35;439;436;1;234;17;345;344;0
20-29;3906;366;30575;7448;23080;6023;626;44637;11941;32611;4916;493;28836;10062;18678;5099;594;25566;12684;12756;5200;624;23369;15013;8179;4095;506;17935;13804;3962;4697;720;24135;21538;2430;3887;662;20399;18916;1305;2244;375;13082;12310;640;2281;372;11150;10634;430;1808;298;4837;4621;176;1477;196;2519;2464;39;1261;153;1921;1870;39;1291;160;1973;1938;24;1122;121;1674;1651;12;899;57;1044;1034;6
30-39;3379;309;29634;7668;21938;5136;470;40360;12233;28054;5244;502;38409;14334;23968;5896;639;38604;19161;19302;6024;686;37453;23784;13425;3956;477;24408;18666;5510;3200;464;15020;12994;1917;3059;474;15453;13759;1537;1851;331;9630;8708;818;2025;308;8250;7610;556;1659;248;4320;4041;232;1432;199;2961;2798;130;1222;201;2348;2246;89;1303;157;2341;2261;62;1022;97;1833;1801;26;819;66;1169;1149;10
40-49;1835;124;30992;2844;28137;2789;178;40037;4377;35629;3034;195;40500;5331;35135;3495;253;42291;7745;34486;3333;305;38237;10096;28062;2187;193;20813;7970;12772;1710;178;14299;7559;6695;1649;207;15038;11558;3427;1125;145;11268;10285;951;1229;151;10047;9424;574;1071;127;6194;5910;251;921;100;4289;4156;122;760;93;3505;3400;93;807;114;3357;3286;65;680;54;2689;2647;36;493;37;1708;1694;10
50-59;1435;78;34857;1573;33275;1703;103;36636;1960;34664;1591;102;30655;1991;28652;1712;102;25757;2498;23242;1547;104;20793;3082;17687;1109;90;12949;2903;10026;971;84;11188;3988;7173;1098;115;14493;9839;4622;603;78;9892;8962;916;641;56;8203;7749;443;524;58;4909;4721;179;458;40;3386;3286;97;379;36;2745;2664;75;387;39;2527;2459;63;336;16;2015;1985;27;225;20;1421;1399;19
60-64;407;23;14294;391;13900;479;19;14222;442;13772;389;25;11175;433;10734;376;18;8316;459;7854;312;20;6070;543;5527;257;19;3775;569;3203;210;25;3178;831;2341;268;19;4735;2608;2123;138;10;2836;2401;432;147;12;2452;2260;187;127;9;1605;1528;73;95;9;1209;1169;40;104;5;1052;1017;34;104;6;950;921;29;56;3;716;696;20;62;1;569;561;8
65-69;234;15;11618;190;11427;252;17;10481;185;10294;200;16;7363;172;7187;188;9;5422;196;5224;145;10;3717;218;3493;92;13;2214;208;2005;103;11;1956;336;1619;116;8;3135;1191;1942;73;5;1550;1067;481;60;4;1525;1338;186;57;7;1210;1141;67;53;1;984;947;37;49;4;856;826;30;40;2;822;801;21;34;3;633;621;12;19;2;479;472;7
