Aldersgruppe;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination
0-5;242;0;3;3;0;259;1;0;0;0;220;2;2;1;0;200;1;1;1;0;209;3;0;0;0;142;3;0;0;0;80;0;0;0;0;87;1;0;0;0;45;0;0;0;0;37;0;0;0;0;26;0;0;0;0;23;0;0;0;0;20;0;0;0;0;22;0;0;0;0;10;0;0;0;0;12;0;0;0;0
6-11;13;0;9;9;0;30;4;20;18;0;41;8;15;12;0;42;7;13;7;0;42;6;7;3;0;25;11;2;0;0;15;4;1;0;0;12;4;0;0;0;9;2;0;0;0;19;4;0;0;0;17;1;0;0;0;10;0;0;0;0;9;0;0;0;0;15;0;0;0;0;6;0;0;0;0;8;0;0;0;0
12-15;1;1;21;20;1;12;0;53;53;0;16;2;41;37;4;12;2;46;45;0;17;0;27;27;0;12;3;12;12;0;5;5;11;11;0;3;1;5;5;0;4;1;3;3;0;7;3;7;7;0;1;1;0;0;0;4;1;1;1;0;2;0;1;1;0;2;0;0;0;0;3;0;0;0;0;2;0;1;0;0
16-19;5;1;31;20;11;8;1;40;27;13;11;1;59;46;13;15;1;42;34;7;10;1;44;35;8;9;2;31;26;5;5;1;30;27;3;0;2;17;16;1;3;1;11;11;0;4;0;12;12;0;2;0;4;4;0;5;0;3;3;0;1;0;3;3;0;2;0;0;0;0;2;0;3;3;0;0;0;1;1;0
20-29;51;10;176;78;98;90;9;188;99;88;73;10;136;82;53;63;6;115;80;33;77;13;119;87;27;68;7;86;68;16;51;7;92;74;15;54;6;73;65;7;32;7;38;35;1;32;2;35;29;5;29;2;24;21;2;32;2;14;13;1;26;2;11;11;0;30;0;9;8;1;21;1;5;5;0;23;2;6;6;0
30-39;63;10;211;106;105;75;9;238;126;110;82;6;235;121;107;76;8;230;144;82;70;7;186;139;45;59;9;135;106;27;53;4;80;69;11;60;9;90;74;11;46;8;58;46;8;57;6;45;42;2;54;3;24;23;1;43;6;17;11;5;49;3;24;23;1;33;1;14;14;0;30;1;9;9;0;36;0;9;7;1
40-49;27;4;156;31;125;37;8;175;43;132;41;0;182;56;126;27;3;163;61;101;19;3;119;63;55;29;4;96;51;45;21;2;86;67;19;41;7;77;62;15;51;4;46;37;9;45;0;47;40;7;27;4;44;41;3;34;2;27;23;3;35;4;22;21;1;30;2;20;17;3;23;4;19;19;0;24;2;10;10;0
50-59;30;2;210;29;180;30;5;233;35;197;33;3;189;33;156;30;4;156;39;117;29;4;102;32;70;30;3;109;49;60;34;2;84;52;31;35;3;103;79;24;44;0;71;60;11;33;6;56;47;9;29;2;55;49;6;24;1;42;35;7;24;1;31;28;3;32;2;32;30;2;17;3;28;24;4;24;1;23;21;1
60-64;18;1;150;21;129;16;0;121;20;101;15;5;85;14;71;19;0;77;22;53;9;2;38;15;23;8;2;36;14;22;17;3;47;18;29;15;1;50;33;17;15;1;39;34;5;13;1;36;32;4;15;1;26;25;1;10;1;33;31;2;12;1;26;21;5;8;0;24;19;5;9;1;14;13;1;6;1;18;17;1
65-69;22;3;168;16;152;9;1;136;10;126;12;3;96;14;82;8;0;63;12;51;4;2;53;13;40;13;3;52;17;35;11;3;45;24;21;12;3;52;31;21;15;0;38;29;9;5;0;45;36;9;6;1;37;32;5;10;1;26;22;4;10;0;20;19;1;7;1;28;25;3;6;1;28;26;2;6;1;15;14;1
