Aldersgruppe;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination
0-5;1,9;0;0;0;0;3,7;0;0;0;0;3,6;0;0;0;0;2,7;0;0;0;0;2,9;0;0;0;0;1,7;0;0;0;0;1,1;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-11;0;0;0;0;0;0,8;0;0;0;0;0;3,4;0,8;0,9;0;1,6;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-15;0;0;1,1;1,2;0;0;0;1,1;1,1;0;5,9;0;1,6;1;188;0;0;1;1;0;2,8;0;1,5;1,5;0;0;0;0,5;0,5;0;2,5;8,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,6;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0
16-19;0;0;0,6;1;0;0;0;0;0;0;5,2;0;2;2,4;1,4;0;0;0;0;0;0;0;0,5;0,6;0;0;0;0,9;1,1;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20-29;1,1;0;1;1,5;0,9;3,2;0;1,4;2,5;0,9;2;0;0,2;0;0,3;1;0;0,7;0;1,6;0,9;0;0,4;0,3;0,5;0,9;0;0,5;0,5;0;1,8;0;0,5;0,4;1,9;1,7;0;0,2;0,2;0;1,7;0;0,5;0,4;2,7;4;0;0;0;0;0,8;0;0;0;0;0,7;0;0,4;0,4;0;0;0;0;0;0;0;0;0;0;0;0,7;0;0;0;0;0,7;0;0;0;0
30-39;0;0;1,5;2,2;1,2;6;13,2;2,1;4,2;0,9;4,6;0;2,2;1,4;2,4;2,2;0;1,9;2,2;1,3;4,3;9,6;1;1,4;0;0;0;0,8;0,5;2;3,1;0;0,8;0,9;0;2;0;0,2;0,2;0;3,9;0;0;0;0;7,5;0;0,2;0,2;0;2,7;4,7;0;0;0;3,5;0;0;0;0;3,4;0;0,2;0;3,2;1,6;0;0;0;0;2,3;0;0,2;0,2;0;1,5;0;0;0;0
40-49;8,2;0;1,1;3,2;0,9;0;0;1,5;1,4;1,5;0;0;1,2;1,1;1,3;7,3;0;1,4;1,7;1,3;0;0;0,9;2,4;0,2;1,7;0;0,3;0,9;0;1,7;0;1;0,9;1,1;6,6;0;0,3;0,4;0;8,1;0;0,3;0,2;1,5;4,7;0;0,5;0,5;0;9,1;0;0,3;0,4;0;5,9;0;0,3;0,4;0;5,7;11;0;0;0;4,2;0;0;0;0;1,3;0;0,3;0,3;0;2,6;16;0,2;0,2;0
50-59;2,6;0;1,6;0;1,7;2,6;0;2,1;0;2,3;10;0;1,2;3,8;1;4,9;0;0,6;2,9;0,3;9,5;30,4;1;3,1;0,7;11,7;27,1;0,7;2;0,4;11,5;0;0,4;1,2;0;15,8;0;0,7;0,7;0,7;13,3;0;0,7;0,8;0;2,2;38,7;0,1;0,2;0;10,5;0;0,3;0,3;0;6,2;0;0,4;0,3;1,6;14,1;0;0,3;0,3;0;7,9;21;0,1;0,2;0;5,8;0;0,3;0,3;0;3,8;0;0,3;0,3;0
60-64;7,8;0;1,7;16,6;1,1;0;0;1,7;7,7;1,4;0;107,4;1,6;0;1,7;7,4;0;1,3;5,1;1;7,3;93;0,6;0;0,7;7,2;84;1,9;13,8;0;28,2;0;1,3;2,3;0,9;6,9;69,8;1;1,4;0;34;0;0,6;0,4;2;0;0;0,9;1,1;0;6,5;0;0,9;1,1;0;12,8;0;0,3;0,4;0;12,5;0;0,6;0,7;0;18,5;0;0,6;0,3;4;0;0;0,3;0,3;0;17,9;0;0,3;0,3;0
65-69;30,9;168,6;2,1;24,8;1,4;10,2;0;2,4;11,7;2,1;10,1;0;1,4;10,3;1,1;0;0;1,7;0;1,8;9,8;0;1;6,2;0,7;9,7;110,6;0,3;0;0,4;9,6;0;1,3;4,3;0,8;28,3;0;0,7;0;1,2;73,9;0;1;1,4;0;0;0;2;2,4;0;8,9;0;0,7;0,4;2,5;17,5;0;0,7;0,4;3;25,9;0;0,3;0,4;0;17;113,1;1;1,1;0;0;0;1;0,7;5,9;24,8;0;0,3;0,3;0
