Aldersgruppe;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination;Uge 40-2021_Ingen vaccination;Uge 40-2021_Første vaccination;Uge 40-2021_Anden vaccination;Uge 40-2021_Fuld effekt efter primært forløb;Uge 40-2021_Fuld effekt efter revaccination
0-5;59,9;34,7;0;0;0;40,8;26,7;0;0;0;22,7;0;0;0;0;24,7;7,9;0;0;0;12,5;0;0;0;0;10;0;0;0;0;7;0;0;0;0;6,4;0;0;0;0;5,4;0;0;0;0;5,9;0;0;0;0;2,7;0;0;0;0;3,2;0;0;0;0;1,1;0;0;0;0;1,1;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0
6-11;32,3;12,3;6,4;7;0;17,9;15;2,4;0;0;9,7;3,4;2,9;0;0;7;2,9;0;0;0;4,6;1,6;0;0;0;7,5;5,6;0;0;0;5,5;4,6;0;0;0;3;0;0;0;0;2,7;0;0;0;0;4,4;0;0;0;0;1,8;0;0;0;0;2,3;0;0;0;0;0,6;0;0;0;0;0,9;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0
12-15;45;0;11,8;12,2;0;32,3;33,7;5,9;6,1;0;12,7;43;5,5;5,6;0;7,3;7,4;2,5;2,6;0;9,2;7,1;1,5;1,6;0;14,8;20,1;3,6;3,8;0;2;6;0;0;0;7,5;5,6;0,5;0,6;0;3,5;0;0,6;0,6;0;3,3;0;0;0;0;4,5;0;0;0;0;4,3;0;0,6;0;0;4,2;0;0;0;0;1,4;0;0;0;0;0;0;0;0;0;2,6;0;0;0;
16-19;49,2;32;22,3;23,7;16,4;42,5;55,4;14,7;14,3;18,1;22,7;23,5;14;12,9;75,3;0;41,1;7,9;7,6;53,1;12,7;19;5,1;5,2;0;16,1;0;5,6;5,7;0;7,7;0;1,9;1,9;0;18,2;0;1,4;1,4;0;3,5;0;1,4;1,4;0;6,7;0;0;0;0;6,4;0;1,4;1,4;0;0;0;0,5;0,5;0;3,1;0;1,4;1,4;0;9,3;0;0,5;0,5;0;3,1;0;0,5;0,5;0;6,1;0;0,5;0,5;0
20-29;72,6;100,4;21,3;24,1;14;61,1;48;15,2;15,6;12,8;45,9;41,1;16,3;14,6;28,5;47,3;31,5;12,9;12,6;16,3;27,2;34,5;6,8;6,8;2,7;26,2;9;6,3;5,6;15,5;22,8;8,4;4,5;4,3;7;24,2;8,5;2,6;2,5;4,1;19;9;2;2,1;0;21;0;1,6;1,5;6,3;14,2;6;0,9;0,9;0;15,2;12,4;1,1;1,1;0;11,8;0;0,9;0,9;0;11,6;6,1;0,2;0,2;0;5,1;0;0,2;0,2;0;6,3;0;0,7;0,8;0
30-39;75,9;67,5;35,4;38,3;28,6;63;75,5;25,3;25,2;25,7;55,1;28;15;15,2;14,3;60,8;55,5;17;16;18,3;45,3;46,1;11;9,8;15,1;54,1;30,7;8,7;9,1;4,2;49,4;14,1;4,6;4,8;2,3;37,8;27,7;3,3;2,3;13,1;41,6;14,6;4,6;4,7;3,2;26,8;5,5;2,7;2,9;0;23,2;6,8;1,7;1,8;0;27,3;0;1,7;1,4;8,8;17,1;7,1;1,8;1,6;13,9;12,5;27,6;1,4;1,4;0;13,1;0;0,8;0,6;0;9,4;0;0,2;0,2;0
40-49;34,3;62,1;20,2;36,8;13,4;50,9;72,9;16,2;22,5;12,4;36;30,9;14,4;21;6,8;67;95,5;12,7;11,9;18,1;83,2;51,6;7,5;6,9;13,5;71,2;0;7,7;7,3;11,6;41,5;42,7;7,2;7,4;5,5;50,6;20,9;4,4;4,1;6,3;50,6;44,1;3,6;3,7;2,6;42,1;24,8;3,3;2,9;9,7;31,1;61,3;3,1;3,2;0;32;32;1,6;1,7;0;23,7;16,2;2,3;2,2;14,6;20,9;15,7;1,8;1,8;0;18,1;0;1,3;1,2;35,6;11,6;0;0,5;0,5;0
50-59;67,2;91,3;14,9;32,7;11,9;72,9;81,4;15,6;32,4;11,1;78,5;47,7;12,1;20;7,1;79,5;63,8;14,8;14,2;17,2;97,8;0;10,1;9,8;12,7;71,5;116,5;8;7,6;11,5;61,3;36,7;7,8;7,8;8,5;49,6;18;6;5,5;11,2;48,6;19;4,4;4,3;5,7;63,3;42,2;4,5;4,5;4,8;32,8;75,8;4;3,6;13,5;45,8;25,7;3,3;3,1;6,4;26,5;0;2,3;2;20,7;16,9;0;1,4;1,4;0;20,5;24;1,3;1;35,1;14,8;22,6;0,6;0,6;0
60-64;66;186,2;12,2;54,5;8,1;57,7;168,2;11,2;32,5;7,8;120,6;230,4;15;21;12,8;98,1;69,8;16;15,9;16,2;103;69;12,4;12,9;9,9;87,1;65,8;11,4;11,8;9,1;98,5;64;8,5;9;5;64,5;63;10,4;11;5,6;76;66,6;8,2;7,3;16,6;49,7;0;7,6;6,5;20,2;54,7;86,6;4,4;4,3;5,6;36,1;90,2;5,7;5,5;10,6;53,7;0;3,1;2,9;15,7;35,6;0;1,9;1,6;19,5;23,6;0;0,6;0,6;0;11,7;0;0,6;0,6;0
65-69;39,5;255,4;18;80,3;14,4;117;334,4;17,6;72,4;12,8;105,7;302,1;15,2;52;8,4;113,9;292,7;17,4;22,7;13;139,5;0;13;13,4;11,7;45,4;0;15,2;14,8;17,5;53,5;102,9;12,4;12,4;12,5;88,1;98;8,7;8,3;11,8;86,7;0;6,7;7;3,4;59,8;114;9,3;9,1;12,5;50,3;133,2;9,3;9,2;11,7;49,8;139,9;5;4,8;10,4;33;0;5,3;5,1;13,4;8,2;0;4,3;4,1;14,5;16,3;133;2,7;2,7;0;8,1;0;2,3;2,4;0
