Aldersgruppe;Uge 09-2022_Ingen vaccination;Uge 09-2022_Første vaccination;Uge 09-2022_Anden vaccination;Uge 09-2022_Fuld effekt efter primært forløb;Uge 09-2022_Fuld effekt efter revaccination;Uge 08-2022_Ingen vaccination;Uge 08-2022_Første vaccination;Uge 08-2022_Anden vaccination;Uge 08-2022_Fuld effekt efter primært forløb;Uge 08-2022_Fuld effekt efter revaccination;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination
0-5;94;0;1;1;0;147;3;5;5;0;267;1;7;6;0;490;1;5;5;0;519;5;9;6;0;557;6;4;2;0;702;5;5;1;0;489;5;4;0;0;187;4;0;0;0;109;2;0;0;0;35;1;0;0;0;18;1;0;0;0;13;0;0;0;0;6;0;0;0;0;2;0;0;0;0;2;0;0;0;0
6-11;340;26;148;142;0;419;53;172;166;0;720;62;225;208;0;1368;90;343;309;0;1724;110;391;321;0;2100;147;312;229;0;2372;146;234;129;0;1373;98;74;8;0;530;37;12;0;0;327;27;2;0;0;103;29;0;0;0;142;22;0;0;0;62;5;0;0;0;52;0;0;0;0;44;0;0;0;0;40;0;0;0;0
12-15;123;5;156;155;0;158;9;215;215;0;239;19;351;350;0;492;33;592;579;1;687;44;819;808;1;914;49;855;824;1;1040;70;783;755;0;654;34;383;365;1;305;20;212;204;0;176;11;109;107;0;67;2;56;55;0;54;2;23;20;0;23;0;6;6;0;22;3;3;3;0;8;0;3;3;0;25;1;2;2;0
16-19;53;2;266;173;93;91;11;405;221;182;129;19;697;406;291;326;31;1360;841;513;278;24;927;692;232;423;35;1194;951;240;505;41;1382;1174;195;406;33;934;833;90;457;54;1000;960;28;208;22;483;475;3;82;16;274;267;0;56;7;186;183;1;27;3;27;27;0;23;1;13;13;0;14;1;8;8;0;14;0;2;2;0
20-29;290;27;831;350;479;455;43;1302;514;785;805;65;2450;1034;1410;1209;127;3590;1538;2041;831;74;2162;967;1178;1156;81;2040;1230;790;1315;92;1866;1330;498;1022;75;1445;1197;220;1247;145;2144;1942;172;835;89;1509;1397;88;394;37;897;856;30;258;40;750;708;25;110;24;194;184;10;69;12;35;34;1;67;4;11;9;2;54;5;25;25;0
30-39;233;19;745;326;418;365;29;1132;491;640;607;43;1676;823;848;854;65;2186;1094;1086;869;77;1911;1013;883;970;91;2030;1280;736;1119;87;2139;1549;562;767;75;1291;1049;220;565;61;864;775;80;401;53;736;648;74;170;17;369;329;27;125;12;263;239;16;71;4;61;53;6;32;2;18;16;2;49;5;13;11;2;32;0;13;12;1
40-49;173;13;813;197;616;192;21;1070;256;812;338;25;1620;406;1212;478;22;1949;542;1404;460;43;1910;549;1356;596;45;2124;832;1282;579;51;1958;897;1046;354;27;1158;631;518;291;24;798;518;270;243;21;669;526;135;106;15;388;333;48;54;8;270;250;17;23;8;59;51;8;15;2;27;24;2;18;2;23;23;0;27;1;15;15;0
50-59;81;3;726;94;632;126;4;1031;140;889;176;11;1321;190;1131;220;6;1304;161;1143;184;8;1147;213;932;228;21;1046;239;806;213;7;914;289;620;159;10;605;235;370;131;11;604;313;285;121;8;567;396;169;56;6;272;235;35;33;4;178;164;14;12;0;55;49;6;9;3;12;10;2;5;0;25;25;0;6;0;13;12;0
60-64;19;1;256;16;240;34;2;340;28;312;39;5;380;28;352;31;2;385;33;351;39;4;323;22;301;36;1;231;29;201;28;3;208;41;167;24;3;165;46;119;24;5;132;52;80;19;1;143;75;68;9;3;78;53;25;2;0;50;41;8;1;0;6;5;1;1;0;6;6;0;1;0;5;5;0;1;0;4;4;0
65-69;2;2;140;9;131;13;3;164;10;154;12;2;200;12;188;9;1;162;12;150;11;0;132;12;120;9;2;116;14;102;12;0;100;19;81;12;0;52;10;42;10;1;56;23;33;6;0;65;32;33;2;0;18;9;9;1;0;21;17;4;1;0;13;10;3;0;0;3;2;1;0;0;7;6;1;0;0;1;1;0
