"Vaccinedato","Regionsnavn","Kumulerede antal færdigvacc.","Antal borgere","Vaccinations dækning (%)"
2021-01-15,Hovedstaden,5,1855990,0.00
2021-01-16,Hovedstaden,5,1855990,0.00
2021-01-17,Hovedstaden,41,1855990,0.00
2021-01-18,Hovedstaden,173,1855990,0.01
2021-01-19,Hovedstaden,340,1855990,0.02
2021-01-20,Hovedstaden,465,1855990,0.03
2021-01-21,Hovedstaden,578,1855990,0.03
2021-01-22,Hovedstaden,650,1855990,0.04
2021-01-23,Hovedstaden,4831,1855990,0.26
2021-01-24,Hovedstaden,8881,1855990,0.48
2021-01-25,Hovedstaden,9128,1855990,0.49
2021-01-26,Hovedstaden,9265,1855990,0.50
2021-01-27,Hovedstaden,9888,1855990,0.53
2021-01-28,Hovedstaden,13664,1855990,0.74
2021-01-29,Hovedstaden,21283,1855990,1.15
2021-01-30,Hovedstaden,25954,1855990,1.40
2021-01-31,Hovedstaden,28615,1855990,1.54
2021-02-01,Hovedstaden,30498,1855990,1.64
2021-02-02,Hovedstaden,30601,1855990,1.65
2021-02-03,Hovedstaden,33605,1855990,1.81
2021-02-04,Hovedstaden,40130,1855990,2.16
2021-02-05,Hovedstaden,45051,1855990,2.43
2021-02-06,Hovedstaden,48074,1855990,2.59
2021-02-07,Hovedstaden,48639,1855990,2.62
2021-02-08,Hovedstaden,49770,1855990,2.68
2021-02-09,Hovedstaden,49791,1855990,2.68
2021-02-10,Hovedstaden,50729,1855990,2.73
2021-02-11,Hovedstaden,50962,1855990,2.75
2021-02-12,Hovedstaden,55120,1855990,2.97
2021-02-13,Hovedstaden,55125,1855990,2.97
2021-02-14,Hovedstaden,55135,1855990,2.97
2021-02-15,Hovedstaden,56507,1855990,3.04
2021-02-16,Hovedstaden,56904,1855990,3.07
2021-02-17,Hovedstaden,56927,1855990,3.07
2021-02-18,Hovedstaden,56994,1855990,3.07
2021-02-19,Hovedstaden,57038,1855990,3.07
2021-02-20,Hovedstaden,57135,1855990,3.08
2021-02-21,Hovedstaden,57229,1855990,3.08
2021-02-22,Hovedstaden,57366,1855990,3.09
2021-02-23,Hovedstaden,57504,1855990,3.10
2021-02-24,Hovedstaden,57562,1855990,3.10
2021-02-25,Hovedstaden,57590,1855990,3.10
2021-02-26,Hovedstaden,57647,1855990,3.11
2021-02-27,Hovedstaden,58798,1855990,3.17
2021-02-28,Hovedstaden,59959,1855990,3.23
2021-03-01,Hovedstaden,60182,1855990,3.24
2021-03-02,Hovedstaden,60426,1855990,3.26
2021-03-03,Hovedstaden,60459,1855990,3.26
2021-03-04,Hovedstaden,60648,1855990,3.27
2021-03-05,Hovedstaden,60903,1855990,3.28
2021-03-06,Hovedstaden,60994,1855990,3.29
2021-03-07,Hovedstaden,61314,1855990,3.30
2021-03-08,Hovedstaden,61545,1855990,3.32
2021-03-09,Hovedstaden,63005,1855990,3.39
2021-03-10,Hovedstaden,64709,1855990,3.49
2021-03-11,Hovedstaden,69134,1855990,3.72
2021-03-12,Hovedstaden,74011,1855990,3.99
2021-03-13,Hovedstaden,74093,1855990,3.99
2021-03-14,Hovedstaden,77346,1855990,4.17
2021-03-15,Hovedstaden,80125,1855990,4.32
2021-03-16,Hovedstaden,83677,1855990,4.51
2021-03-17,Hovedstaden,88020,1855990,4.74
2021-03-18,Hovedstaden,91786,1855990,4.95
2021-03-19,Hovedstaden,91812,1855990,4.95
2021-01-15,Midtjylland,0,1333075,0.00
2021-01-16,Midtjylland,7,1333075,0.00
2021-01-17,Midtjylland,7,1333075,0.00
2021-01-18,Midtjylland,169,1333075,0.01
2021-01-19,Midtjylland,178,1333075,0.01
2021-01-20,Midtjylland,276,1333075,0.02
2021-01-21,Midtjylland,852,1333075,0.06
2021-01-22,Midtjylland,2037,1333075,0.15
2021-01-23,Midtjylland,3110,1333075,0.23
2021-01-24,Midtjylland,4442,1333075,0.33
2021-01-25,Midtjylland,4610,1333075,0.35
2021-01-26,Midtjylland,4654,1333075,0.35
2021-01-27,Midtjylland,5761,1333075,0.43
2021-01-28,Midtjylland,7525,1333075,0.56
2021-01-29,Midtjylland,11351,1333075,0.85
2021-01-30,Midtjylland,13978,1333075,1.05
2021-01-31,Midtjylland,20204,1333075,1.52
2021-02-01,Midtjylland,21692,1333075,1.63
2021-02-02,Midtjylland,22697,1333075,1.70
2021-02-03,Midtjylland,24096,1333075,1.81
2021-02-04,Midtjylland,25889,1333075,1.94
