Aldersgruppe;Uge 14-2022_Ingen vaccination;Uge 14-2022_Første vaccination;Uge 14-2022_Anden vaccination;Uge 14-2022_Fuld effekt efter primært forløb;Uge 14-2022_Fuld effekt efter revaccination;Uge 13-2022_Ingen vaccination;Uge 13-2022_Første vaccination;Uge 13-2022_Anden vaccination;Uge 13-2022_Fuld effekt efter primært forløb;Uge 13-2022_Fuld effekt efter revaccination;Uge 12-2022_Ingen vaccination;Uge 12-2022_Første vaccination;Uge 12-2022_Anden vaccination;Uge 12-2022_Fuld effekt efter primært forløb;Uge 12-2022_Fuld effekt efter revaccination;Uge 11-2022_Ingen vaccination;Uge 11-2022_Første vaccination;Uge 11-2022_Anden vaccination;Uge 11-2022_Fuld effekt efter primært forløb;Uge 11-2022_Fuld effekt efter revaccination;Uge 10-2022_Ingen vaccination;Uge 10-2022_Første vaccination;Uge 10-2022_Anden vaccination;Uge 10-2022_Fuld effekt efter primært forløb;Uge 10-2022_Fuld effekt efter revaccination;Uge 09-2022_Ingen vaccination;Uge 09-2022_Første vaccination;Uge 09-2022_Anden vaccination;Uge 09-2022_Fuld effekt efter primært forløb;Uge 09-2022_Fuld effekt efter revaccination;Uge 08-2022_Ingen vaccination;Uge 08-2022_Første vaccination;Uge 08-2022_Anden vaccination;Uge 08-2022_Fuld effekt efter primært forløb;Uge 08-2022_Fuld effekt efter revaccination;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination
0-5;143;2;7;7;0;188;1;7;7;0;381;3;15;15;0;576;4;32;31;0;1432;10;80;80;0;3012;33;179;178;0;4794;57;262;260;0;9048;113;475;454;0;15583;251;775;698;0;18193;401;907;710;0;18475;602;810;523;0;20425;770;683;253;0;15068;682;376;20;0;7106;348;52;1;0;4863;257;0;0;0;3127;135;0;0;0
6-11;55;6;92;91;0;71;9;126;126;0;114;12;250;250;0;220;35;460;460;0;555;77;1146;1140;0;913;142;2012;2005;0;1470;197;2732;2723;0;3352;463;5685;5604;0;8183;1227;10985;10565;0;13036;2112;14722;13400;0;17230;3624;15344;12497;0;19141;5431;13242;7274;0;12332;4907;6129;1455;0;5210;2837;1068;68;0;4547;3098;309;2;0;3364;2188;31;0;0
12-15;26;1;183;183;0;32;2;223;222;0;43;3;463;461;1;91;1;809;804;5;173;19;1833;1824;9;310;28;2750;2741;8;405;48;4069;4045;17;1009;100;7882;7837;30;2240;232;15720;15634;26;3683;417;22585;22373;45;4694;665;25978;25637;40;5017;893;24573;24058;28;3316;647;13344;12967;8;1952;403;6113;5974;3;1396;371;4534;4411;2;1004;238;2522;2422;2
16-19;16;2;216;114;102;18;2;304;146;158;30;4;499;245;254;56;2;892;439;453;112;10;1978;1026;951;168;12;2997;1521;1475;242;26;4732;2323;2406;563;59;9153;4849;4300;1162;136;17674;9965;7691;1185;138;15739;11318;4396;1534;206;18189;13974;4153;1621;226;21164;17903;3163;1338;201;14345;12870;1389;1381;239;13757;13203;470;845;173;7743;7628;61;584;106;5673;5617;17
20-29;150;19;1307;277;1030;209;22;1575;343;1229;361;39;2907;637;2270;540;58;4229;1004;3224;928;102;7651;1740;5909;1283;162;10539;2479;8052;1994;221;17331;4216;13089;3906;432;30517;8102;22366;6015;739;44540;12897;31550;4914;567;28769;10582;18083;5088;659;25515;13073;12279;5199;707;23290;15305;7773;4089;587;17861;14034;3627;4695;869;23991;21796;1988;3885;792;20279;19050;1008;2242;502;12962;12287;485
30-39;155;9;1274;288;986;207;14;1763;398;1364;324;22;2843;656;2186;511;38;4312;1075;3236;763;73;7804;1987;5817;1110;119;11476;2921;8552;1751;170;17035;4568;12453;3377;377;29571;8642;20896;5135;552;40283;13544;26662;5243;588;38328;15490;22723;5893;745;38505;20202;18139;6023;796;37345;24733;12328;3951;588;24302;19263;4773;3198;573;14907;13347;1421;3060;571;15358;14009;1128;1851;420;9542;8804;576
40-49;93;10;1950;144;1806;140;11;2516;160;2356;193;11;3987;315;3672;324;21;5806;443;5361;502;29;9443;728;8714;651;36;13123;1100;12021;1054;90;18442;1705;16731;1836;135;30985;3035;27939;2789;204;40013;4651;35331;3032;219;40480;5619;34826;3498;269;42276;8034;34179;3333;331;38214;10368;27760;2183;217;20794;8090;12624;1713;193;14286;7643;6595;1649;237;15008;11609;3339;1126;163;11250;10317;897
50-59;113;8;3294;134;3160;150;16;4421;189;4232;217;13;6471;242;6229;306;10;9273;318;8955;431;31;13949;448;13501;605;33;18566;709;17855;874;51;24504;982;23516;1436;80;34855;1575;33271;1705;104;36635;1968;34654;1591;106;30655;1997;28646;1713;108;25753;2506;23230;1546;110;20788;3087;17676;1108;96;12943;2903;10020;971;89;11183;3988;7167;1100;117;14492;9843;4615;601;82;9891;8964;912
60-64;38;2;1654;32;1622;50;4;2116;46;2070;69;8;3073;57;3016;92;8;4342;91;4251;140;2;6396;143;6253;188;9;8521;183;8337;256;26;10884;246;10637;407;24;14293;391;13899;478;19;14222;444;13770;389;25;11175;433;10734;377;18;8316;459;7854;312;21;6071;543;5528;257;19;3775;570;3202;210;25;3178;832;2340;269;19;4735;2608;2123;138;11;2835;2399;432
65-69;20;1;1617;22;1595;32;2;2054;26;2028;54;5;2827;42;2785;66;6;4183;51;4131;112;4;5787;75;5712;133;5;7628;103;7525;159;10;9041;130;8911;234;15;11620;190;11429;252;17;10479;185;10292;200;16;7364;172;7188;188;10;5421;195;5224;143;12;3716;218;3492;92;14;2212;208;2003;103;11;1956;336;1619;116;8;3135;1190;1943;73;5;1550;1067;481
