Aldersgruppe;Uge 14-2022_Ingen vaccination;Uge 14-2022_Første vaccination;Uge 14-2022_Anden vaccination;Uge 14-2022_Fuld effekt efter primært forløb;Uge 14-2022_Fuld effekt efter revaccination;Uge 13-2022_Ingen vaccination;Uge 13-2022_Første vaccination;Uge 13-2022_Anden vaccination;Uge 13-2022_Fuld effekt efter primært forløb;Uge 13-2022_Fuld effekt efter revaccination;Uge 12-2022_Ingen vaccination;Uge 12-2022_Første vaccination;Uge 12-2022_Anden vaccination;Uge 12-2022_Fuld effekt efter primært forløb;Uge 12-2022_Fuld effekt efter revaccination;Uge 11-2022_Ingen vaccination;Uge 11-2022_Første vaccination;Uge 11-2022_Anden vaccination;Uge 11-2022_Fuld effekt efter primært forløb;Uge 11-2022_Fuld effekt efter revaccination;Uge 10-2022_Ingen vaccination;Uge 10-2022_Første vaccination;Uge 10-2022_Anden vaccination;Uge 10-2022_Fuld effekt efter primært forløb;Uge 10-2022_Fuld effekt efter revaccination;Uge 09-2022_Ingen vaccination;Uge 09-2022_Første vaccination;Uge 09-2022_Anden vaccination;Uge 09-2022_Fuld effekt efter primært forløb;Uge 09-2022_Fuld effekt efter revaccination;Uge 08-2022_Ingen vaccination;Uge 08-2022_Første vaccination;Uge 08-2022_Anden vaccination;Uge 08-2022_Fuld effekt efter primært forløb;Uge 08-2022_Fuld effekt efter revaccination;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination
0-5;10;0;0;0;0;18;0;0;0;0;16;1;0;0;0;28;0;0;0;0;54;0;1;1;0;94;0;1;1;0;146;3;5;5;0;267;1;7;6;0;490;1;5;5;0;519;5;9;6;0;557;6;4;2;0;701;5;5;1;0;489;5;4;0;0;187;4;0;0;0;109;2;0;0;0;35;1;0;0;0
6-11;16;2;12;12;0;33;3;16;16;0;50;7;19;19;0;85;12;33;33;0;205;28;97;96;0;340;26;148;142;0;419;53;172;166;0;720;62;225;208;0;1368;90;343;309;0;1724;110;391;321;0;2100;147;312;229;0;2372;146;234;129;0;1372;98;74;8;0;530;37;12;0;0;327;27;2;0;0;103;29;0;0;0
12-15;12;2;19;19;0;9;1;17;16;1;22;3;37;37;0;45;2;60;60;0;86;5;97;97;0;124;5;156;155;0;158;9;215;215;0;239;19;351;350;0;492;33;592;579;1;687;44;819;808;1;914;49;855;824;1;1040;70;783;755;0;653;35;383;365;1;305;20;212;204;0;176;11;109;107;0;67;2;56;55;0
16-19;10;1;17;12;5;8;3;24;17;7;10;0;50;28;22;12;2;77;48;29;35;3;180;123;57;53;2;266;173;93;91;11;404;220;182;129;19;697;406;291;326;31;1360;841;513;278;24;927;692;232;422;35;1194;951;240;505;41;1382;1174;195;406;33;934;833;90;457;54;1000;960;28;208;22;483;475;3;82;16;274;267;0
20-29;52;6;105;38;67;61;8;162;74;88;92;8;266;98;168;125;15;360;140;220;189;20;628;255;372;290;29;828;347;479;455;48;1294;509;782;806;78;2437;1021;1410;1209;143;3575;1523;2041;831;82;2154;960;1178;1156;92;2030;1220;790;1315;102;1855;1319;498;1022;80;1440;1192;220;1244;158;2134;1932;172;835;98;1500;1388;88;394;42;892;851;30
30-39;35;2;125;57;68;47;6;135;59;75;67;7;224;92;132;141;13;323;135;187;177;15;529;238;291;233;22;742;323;418;366;40;1120;480;639;605;51;1668;815;848;854;74;2177;1085;1086;867;84;1906;1008;883;969;100;2019;1270;735;1120;99;2125;1537;560;766;86;1281;1039;220;565;66;858;770;79;401;56;734;645;75;170;20;366;326;27
40-49;36;6;144;35;109;42;4;166;32;134;36;3;297;67;230;65;8;396;82;314;113;11;655;156;499;173;14;812;196;616;192;21;1070;256;812;338;26;1618;405;1211;478;27;1943;537;1403;460;44;1908;548;1355;597;46;2122;831;1281;579;52;1956;896;1045;354;29;1155;629;517;291;24;798;518;270;242;23;668;525;135;106;17;386;331;48
50-59;27;4;178;26;152;23;4;212;23;189;34;3;318;36;282;44;6;414;44;370;69;2;566;68;497;81;3;726;94;632;126;4;1031;140;889;176;11;1320;189;1131;220;7;1303;160;1143;184;8;1146;213;931;228;21;1046;239;806;213;7;912;289;618;159;10;605;235;370;131;12;603;313;285;121;9;566;396;169;56;6;272;235;35
60-64;7;0;64;4;60;8;0;65;3;62;11;2;83;4;79;10;1;151;15;136;19;3;196;10;186;19;1;256;16;240;34;2;340;28;312;39;5;380;28;352;31;2;385;33;351;39;4;323;22;301;36;1;231;29;201;28;3;208;41;167;24;3;165;46;119;24;5;132;52;80;19;1;143;75;68;9;3;78;53;25
65-69;0;0;43;2;41;1;0;50;6;44;4;1;53;4;49;2;0;91;6;85;12;0;119;4;115;2;2;140;9;131;13;3;164;10;154;12;2;200;12;188;9;1;162;12;150;11;0;132;12;120;9;2;116;14;102;12;0;100;19;81;12;0;52;10;42;10;1;56;23;33;6;0;65;32;33;2;0;18;9;9
