Aldersgruppe;Uge 14-2022_Ingen vaccination;Uge 14-2022_Første vaccination;Uge 14-2022_Anden vaccination;Uge 14-2022_Fuld effekt efter primært forløb;Uge 14-2022_Fuld effekt efter revaccination;Uge 13-2022_Ingen vaccination;Uge 13-2022_Første vaccination;Uge 13-2022_Anden vaccination;Uge 13-2022_Fuld effekt efter primært forløb;Uge 13-2022_Fuld effekt efter revaccination;Uge 12-2022_Ingen vaccination;Uge 12-2022_Første vaccination;Uge 12-2022_Anden vaccination;Uge 12-2022_Fuld effekt efter primært forløb;Uge 12-2022_Fuld effekt efter revaccination;Uge 11-2022_Ingen vaccination;Uge 11-2022_Første vaccination;Uge 11-2022_Anden vaccination;Uge 11-2022_Fuld effekt efter primært forløb;Uge 11-2022_Fuld effekt efter revaccination;Uge 10-2022_Ingen vaccination;Uge 10-2022_Første vaccination;Uge 10-2022_Anden vaccination;Uge 10-2022_Fuld effekt efter primært forløb;Uge 10-2022_Fuld effekt efter revaccination;Uge 09-2022_Ingen vaccination;Uge 09-2022_Første vaccination;Uge 09-2022_Anden vaccination;Uge 09-2022_Fuld effekt efter primært forløb;Uge 09-2022_Fuld effekt efter revaccination;Uge 08-2022_Ingen vaccination;Uge 08-2022_Første vaccination;Uge 08-2022_Anden vaccination;Uge 08-2022_Fuld effekt efter primært forløb;Uge 08-2022_Fuld effekt efter revaccination;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination
0-5;0,4;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;1,2;0;0;0;0;1,2;0;0;0;0;1,8;0;0;0;0;3;0;0;0;0;2,5;0;0;0;0;4;0;0;0;0;3,6;0;0;0;0;3;0;0;0;0;2,9;0;0;0;0;1,8;0;0;0;0;1,2;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0
6-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0;3,4;0,8;0,9;0;1,5;0;0;0;0;0,7;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0
12-15;0;0;0;0;0;0;0;0;0;0;0;0;1,4;1,4;0;0;0;0;0;0;0;0;1;1;0;0;0;0,8;0,8;0;0;0;0,7;0,7;0;0;0;1,2;1,2;0;0;0;1,6;1,6;0;5,7;0;1,6;1,1;187,6;0;0;1;1,1;0;2,7;0;1,5;1,6;0;0;0;0,5;0,5;0;2,4;8,6;0;0;0;0;0;0;0;0;0;0;0;0;0
16-19;0;0;0;0;0;0;0;1,2;0;2,2;0;0;0;0;0;0;0;2,1;0;3,9;0;0;0;0;0;0;0;0,8;0;1,6;0;0;0,7;1,2;0;0;0;1,2;2;0;0;0;0;0;0;5,2;0;2;2,4;1,4;0;0;0;0;0;0;0;0,5;0,6;0;0;0;0,9;1,1;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20-29;0;0;0,3;1,3;0;0;0;0,7;1,3;0,4;0;0;0,6;0;0,8;0;0;0;0;0;1,3;0;0,2;0;0,3;0;0;0,2;0,9;0;2,3;0;1,3;2,3;0,9;1,1;0;1,3;2,1;0,9;3,1;0;1,4;2,4;0,9;1,9;0;0,2;0;0,3;0,9;0;0,7;0,3;1,2;0,9;0;0,4;0,3;0,6;0,9;0;0,5;0,5;0;1,7;0;0,5;0,4;2,4;1,7;0;0,2;0,2;0;1,6;0;0,5;0,4;3,6
30-39;1,9;0;0,4;0;0,6;0;0;0;0;0;0;0;0,7;0;1;0;0;0,6;0;0,9;0;0;1,1;1;1,2;2,9;0;1;1,7;0,7;6,6;0;1,6;0,7;2;0;0;1,7;1,9;1,6;5,8;11,1;2,1;3,8;1;4,5;0;2,4;1,8;2,6;2,2;0;1,9;2;1,4;4,2;7,9;1;1,3;0;0;0;0,8;0,5;2,4;3;0;0,8;0,9;0;1,9;0;0,2;0,2;0;3,8;0;0;0;0
40-49;0;0;0,3;0;0,4;0;0;0,9;2,9;0,7;0;0;0,9;0;1;5,4;38,7;1,9;2,5;1,8;2,5;0;2,2;0;2,5;2,3;0;1,1;2;1;2,1;0;1,6;5,2;1,2;8;0;1,5;3;1,3;1,9;0;1,5;1,3;1,5;0;0;1,2;1,1;1,3;5,4;0;1,4;1,6;1,3;1,8;0;0,9;2,3;0,2;1,7;0;0,3;0,9;0;1,7;0;1;0,9;1,1;6,5;0;0,3;0,4;0;7,9;0;0,3;0,2;1,6
50-59;0;0;0,7;0;0,7;0;0;0,4;3,7;0,2;0;0;1,2;0;1,3;3,1;0;1,5;0;1,6;5,9;0;1,2;0;1,3;8,5;0;2,4;5,8;2,1;0;0;2,1;2,7;2,1;2,6;0;1,9;0;2;2,5;0;2,3;0;2,5;9,8;0;1,4;3,8;1,1;4,8;0;0,6;2,9;0,3;9,4;29,2;1;3;0,7;11,5;26;0,7;2;0,4;11,3;0;0,4;1,1;0;15,5;0;0,7;0,7;0,7;13;0;0,7;0,8;0
60-64;0;0;1,3;0;1,4;0;0;1,7;11,3;1,3;0;0;0,4;0;0,4;0;0;1,5;0;1,6;0;0;2,6;0;2,7;8,1;0;2,8;0;2,9;15,7;0;3,4;0;3,6;7,7;0;2;16,6;1,4;0;0;1,7;7,6;1,4;0;103,8;1,6;0;1,7;7,2;0;1,3;5,1;1;7,1;89,9;0,6;0;0,7;7;81,5;1,9;13,7;0;27,6;0;1,3;2,3;0,9;6,8;68;1;1,4;0;33,3;0;0,6;0,4;2
65-69;0;0;1,3;16;0,9;11,6;216,5;0,8;0;0,9;0;0;2,8;0;2,9;0;0;3,8;14,6;3,5;0;0;3;0;3;0;0;4,7;40,8;3,7;0;0;6,7;0;6,9;30,4;163,4;3,1;37,2;2,2;10;0;2,4;11,6;2,1;9,9;0;1,4;10,3;1,1;0;0;1,7;0;1,8;9,6;0;1,4;12,2;0,7;9,5;108,5;0,3;0;0,4;9,4;0;1,3;4,2;0,8;27,8;0;0,7;0;1,2;72,6;0;1;1,4;0
