Aldersgruppe;Uge 14-2022_Ingen vaccination;Uge 14-2022_Første vaccination;Uge 14-2022_Anden vaccination;Uge 14-2022_Fuld effekt efter primært forløb;Uge 14-2022_Fuld effekt efter revaccination;Uge 13-2022_Ingen vaccination;Uge 13-2022_Første vaccination;Uge 13-2022_Anden vaccination;Uge 13-2022_Fuld effekt efter primært forløb;Uge 13-2022_Fuld effekt efter revaccination;Uge 12-2022_Ingen vaccination;Uge 12-2022_Første vaccination;Uge 12-2022_Anden vaccination;Uge 12-2022_Fuld effekt efter primært forløb;Uge 12-2022_Fuld effekt efter revaccination;Uge 11-2022_Ingen vaccination;Uge 11-2022_Første vaccination;Uge 11-2022_Anden vaccination;Uge 11-2022_Fuld effekt efter primært forløb;Uge 11-2022_Fuld effekt efter revaccination;Uge 10-2022_Ingen vaccination;Uge 10-2022_Første vaccination;Uge 10-2022_Anden vaccination;Uge 10-2022_Fuld effekt efter primært forløb;Uge 10-2022_Fuld effekt efter revaccination;Uge 09-2022_Ingen vaccination;Uge 09-2022_Første vaccination;Uge 09-2022_Anden vaccination;Uge 09-2022_Fuld effekt efter primært forløb;Uge 09-2022_Fuld effekt efter revaccination;Uge 08-2022_Ingen vaccination;Uge 08-2022_Første vaccination;Uge 08-2022_Anden vaccination;Uge 08-2022_Fuld effekt efter primært forløb;Uge 08-2022_Fuld effekt efter revaccination;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination
0-5;62,4;119,8;105,4;105,6;0;81,2;58,3;102,5;102,9;0;161,5;168,8;210,8;212,1;0;235,5;208,4;421,1;410,8;0;550,5;447;949,9;959,6;0;1088,3;1244,8;1930,8;1947,3;0;1624,4;1713,3;2604,1;2653,6;0;2881,3;2722,2;4441,7;4464,5;0;4760,8;4985,1;7121,9;7249,7;0;5461,8;7003,1;8550,2;8723,4;0;5483,7;8675,6;8317,1;9633,4;0;6012,4;8890,4;8383,5;20805,9;0;4395,4;6073,6;7361;60606,1;0;2053,6;2450;6683,8;20000;0;1393,1;2025,7;0;0;0;887,4;1375,7;0;0;0
6-11;125,8;103,9;168,4;166,8;0;158,7;151,3;222,1;222,5;0;245,5;193,5;417,6;418,3;0;438,4;518,4;698,5;700,1;0;936,4;942,4;1472,9;1470,1;0;1258,2;1362,1;2176,1;2178,6;0;1623,2;1351,5;2530,9;2543,5;0;3064,5;2291,2;4728,2;4738,8;0;6815,1;4848,5;8801,4;8875,3;0;10417,6;7163,2;11843,6;12123,1;0;13313,1;9814;12811,3;13990,6;0;14277,9;11144,2;12110;17066,3;0;8542,3;6688,3;7208;12081,7;0;3260;2402,2;3098,1;5003,7;0;2558,8;2268,3;5546,6;6060,6;0;1677,7;1751,5;5245,3;0;0
12-15;214,7;80,3;277,8;279,8;0;257,4;155,6;324,1;324,9;0;333,3;225,2;630,3;631,8;219,3;649,7;68,7;989,7;990,1;1043,8;1047,5;1109,2;1851,2;1853,3;1785,7;1531,9;1286,8;2253,2;2258,3;1462,5;1612,3;1646,7;2743,4;2742,5;2901;3362,5;2608,2;4579;4581;4942,3;6794,7;5087,7;8543,9;8569,7;4537,5;10578,8;8087,7;11881,8;11921,6;8442,8;13015;10964,6;13395,5;13478,3;9324;13488,4;12609,4;12571;12708,9;9491,5;8491;7291;6843,1;6895,1;3524,2;4715,9;3460,1;3192,5;3209,5;2054,8;3198,8;2717,4;2406,1;2422,3;2173,9;2166,4;1649,8;1353,7;1362;2631,6
16-19;163,2;184;271,6;315,3;235,3;180,1;180,2;367,8;386;352,6;292;349;565,7;604,1;533,5;513,8;163,1;914,6;957,9;877;924,9;727,8;1707,7;1828,5;1594,1;1260,9;783,8;2280,7;2262,1;2301,2;1621,9;1477,3;3152,3;2864,3;3492,3;3395,7;2945,6;5350,6;4927,5;5933,2;6488;5980,7;9597,2;9034,3;10455,1;6121,8;5338,5;7956,8;8995,7;6147,9;7618,6;7172,7;8896,9;9873,5;6690,4;7778,7;7154,2;10089,7;11206,4;6490,9;6180,7;5505,3;6712,3;6961,9;5064;6146,2;5556,8;6397,3;6296,1;12233,2;3635,7;3504,9;3599,2;3605,3;3489,7;2410,8;1986,5;2639,6;2654,5;1281,1
20-29;234,5;319;442,4;362,8;470,5;319,4;357,6;513,7;431,2;541,7;533,8;607,6;893,4;752;943,9;751,4;834,5;1183,7;1070,1;1224,9;1189,8;1316,3;1901;1624,4;2002,9;1546,3;1924,9;2453,9;2122,8;2578,7;2256,5;2403;3810;3281,2;4018,6;4171,2;4292,5;6392,9;5653,8;6714,7;6138,3;6706;9000,2;7694;9689,7;4755;4582,2;5527,6;4784,3;6098,3;4729,7;4729,1;4742;4453,7;5106,1;4695,5;4526,5;4241,6;4150,2;4454,5;3585,5;3285,6;3209,3;3157,9;3430,9;4005,3;4141,3;4311,1;4285,8;4786,7;3230,3;3360,1;3649,9;3710;3042,8;1812;1943,1;2341,7;2385,9;1741,4
30-39;295,8;207,1;510,3;420,9;544,4;386,2;311,9;673,7;552;719,8;583;469,2;1014,7;844,3;1080,3;863,6;740,5;1386,3;1225,7;1450,1;1183,8;1274,4;2217,7;1950;2329,2;1592;1856,5;2949,4;2520,5;3134,1;2308,6;2325,3;3978,3;3419,3;4234,7;4132;4598,7;6374,7;5562,5;6789,8;6003,5;6102,8;8288,5;7440,9;8806,5;5883,4;5911,3;7653,7;6820,5;8370,5;6388,6;6706,3;7491,5;6864,9;8391,7;6363,8;6321,5;7158,6;6633,7;8597,3;4056,1;4010,9;4610,6;4404,1;5698,9;3195,5;3229,1;2826;2845,3;2685,1;2982,5;2825,8;2911,1;2953,2;2523,9;1754,8;1886,5;1812,7;1847,7;1482,7
40-49;278,4;439,6;644,6;428,4;671,8;410,3;472,7;796,2;457,7;838,4;546,8;453,4;1183,7;849,6;1225,2;869,8;813,3;1577;1093,2;1636,5;1250,9;1039,1;2307,4;1598,2;2396,6;1507,9;1187,3;2920,6;2165,1;3017,4;2251,6;2663,5;3745,6;2951,5;3851,5;3667,3;3618,3;5862;4586;6046,6;5349;5008,6;7306,5;6162,8;7490,9;5615,9;4928;7202,4;6024,3;7441,9;6290;5479,7;7345;6496,6;7584,4;5851,7;6200,8;6522,6;6073,1;6719,6;3730,8;3572;3499,4;3486,1;3507,7;2855,1;2689,1;2385;2368,5;2405,8;2687,9;2909;2489,5;2230,5;4208,3;1788,8;1862,6;1859,1;1917,8;1419,1
50-59;392,2;458,7;736,3;512,3;750,3;508,7;893,4;947,7;699,9;963;712,6;704,2;1312,8;857,9;1340,6;958;513,3;1756;1060;1798,2;1280,2;1496,9;2472,3;1391,6;2538,2;1715,4;1508,2;3127,8;2066,9;3193,2;2359,7;2180,4;3956,7;2662,8;4039;3722,2;3198,7;5455,6;3944;5557,1;4295,4;3877,7;5625,9;4465,5;5711,4;3903;3687;4624,6;3768,3;4701,4;4091,8;3400,5;3807,2;3597,4;3833,6;3627,3;3211,7;3031,8;3123,7;3018,3;2548;2499,3;1868,7;1941,9;1849,3;2192,2;2033,4;1605,4;1527,2;1650,7;2441,7;2387,3;2073;1764,3;3306,9;1306,9;1595;1410,5;1461,6;1059,8
60-64;359,3;325,7;736,6;370,5;751,2;464,6;636,9;907;517,8;922,5;624,5;1221,4;1255,8;619,3;1280,8;801,6;1171,3;1675,3;939,2;1704;1172,6;283,3;2342,4;1390,4;2379,9;1524,6;1226,2;3004,4;1698,8;3056,1;2011,9;3354,8;3729,8;2163,4;3793,8;3128,4;2930,4;4805,1;3235,7;4872,4;3602,4;2166,5;4725,8;3383,9;4787,1;2877,4;2596,1;3673,5;2821,4;3718,5;2728,5;1699,7;2694,6;2340,6;2720;2224,6;1888,5;1950,5;1943,7;1953,8;1801,7;1548,5;1205,2;1298,3;1190,6;1447,3;1865,7;1011;952,5;1032,4;1829,3;1291,6;1502,4;1242,9;2025,1;919,6;734,8;896,4;904,2;857,7
65-69;235,4;221,2;697,8;352,7;707,3;370,5;432,9;857,7;407,7;870,1;611,3;1061,6;1134,7;638,9;1148,2;727,3;1209,7;1604,9;746,9;1627,7;1200,8;773,7;2135,9;1055;2165,3;1396,2;914,1;2745,7;1400,4;2782,7;1635,3;1724,1;3192,4;1690,5;3235;2372,7;2451;4052,2;2354,4;4102,3;2527,6;2607,4;3627,7;2148,2;3674;1978,2;2308,8;2531,1;1765,2;2557,8;1833,3;1349,5;1844,6;1608,4;1855,7;1379,4;1483,3;1258,3;1330,6;1253,3;876,1;1518,4;745,8;869,2;735,3;966,8;1079,5;657,7;708,2;648,3;1075,1;759,7;1053,1;871,9;1207,4;662,7;496;519,7;482,3;627
