Aldersgruppe;Uge 14-2022_Ingen vaccination;Uge 14-2022_Første vaccination;Uge 14-2022_Anden vaccination;Uge 14-2022_Fuld effekt efter primært forløb;Uge 14-2022_Fuld effekt efter revaccination;Uge 13-2022_Ingen vaccination;Uge 13-2022_Første vaccination;Uge 13-2022_Anden vaccination;Uge 13-2022_Fuld effekt efter primært forløb;Uge 13-2022_Fuld effekt efter revaccination;Uge 12-2022_Ingen vaccination;Uge 12-2022_Første vaccination;Uge 12-2022_Anden vaccination;Uge 12-2022_Fuld effekt efter primært forløb;Uge 12-2022_Fuld effekt efter revaccination;Uge 11-2022_Ingen vaccination;Uge 11-2022_Første vaccination;Uge 11-2022_Anden vaccination;Uge 11-2022_Fuld effekt efter primært forløb;Uge 11-2022_Fuld effekt efter revaccination;Uge 10-2022_Ingen vaccination;Uge 10-2022_Første vaccination;Uge 10-2022_Anden vaccination;Uge 10-2022_Fuld effekt efter primært forløb;Uge 10-2022_Fuld effekt efter revaccination;Uge 09-2022_Ingen vaccination;Uge 09-2022_Første vaccination;Uge 09-2022_Anden vaccination;Uge 09-2022_Fuld effekt efter primært forløb;Uge 09-2022_Fuld effekt efter revaccination;Uge 08-2022_Ingen vaccination;Uge 08-2022_Første vaccination;Uge 08-2022_Anden vaccination;Uge 08-2022_Fuld effekt efter primært forløb;Uge 08-2022_Fuld effekt efter revaccination;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination
0-5;24;0;0;0;0;21;0;0;0;0;32;0;0;0;0;43;0;0;0;0;63;0;0;0;0;114;0;0;0;0;139;1;0;0;0;246;0;3;3;0;261;1;0;0;0;220;2;2;1;0;198;1;1;1;0;207;3;0;0;0;143;3;0;0;0;80;0;0;0;0;88;1;0;0;0;45;0;0;0;0
6-11;0;0;1;1;0;1;1;0;0;0;2;0;0;0;0;4;0;0;0;0;2;0;10;10;0;5;2;9;9;0;5;1;10;10;0;13;0;9;9;0;30;4;20;18;0;41;8;15;12;0;42;7;13;7;0;42;6;8;3;0;25;11;2;0;0;15;4;1;0;0;12;4;0;0;0;9;2;0;0;0
12-15;0;0;1;1;0;0;0;1;1;0;0;0;8;7;1;1;0;9;9;0;4;0;15;15;0;3;0;13;13;0;5;0;25;23;1;1;1;22;21;1;12;0;53;53;0;16;2;41;37;4;12;2;47;46;0;17;0;29;29;0;12;3;12;12;0;5;5;11;11;0;3;1;5;5;0;4;1;3;3;0
16-19;2;0;3;1;2;1;0;2;2;0;3;0;3;1;2;1;0;16;10;6;2;0;13;7;6;2;1;22;13;9;3;0;25;12;13;5;3;30;20;10;8;1;40;27;13;11;1;59;46;13;15;1;42;34;7;10;1;47;38;8;9;2;31;26;5;5;1;30;28;2;0;2;17;16;1;3;1;11;11;0
20-29;2;0;29;10;19;3;2;25;8;17;9;1;38;16;22;15;3;46;19;27;17;3;67;32;35;23;2;109;46;62;57;5;139;63;75;51;10;182;80;102;89;10;185;98;86;73;10;138;82;55;63;6;115;81;31;77;13;119;87;26;68;8;85;67;16;51;7;92;75;14;54;7;73;64;7;33;7;38;34;2
30-39;10;1;27;8;19;7;0;36;10;26;6;0;40;12;28;14;2;64;24;40;16;3;85;35;50;34;3;105;39;66;36;10;150;73;77;66;11;219;113;106;76;9;238;131;105;83;6;235;125;103;76;8;229;143;82;70;8;185;138;45;59;9;136;108;26;53;4;78;68;10;60;8;90;75;10;46;8;58;48;6
40-49;8;1;25;7;18;6;0;29;8;21;8;0;51;7;44;15;3;81;12;69;15;1;78;16;62;19;2;105;19;86;28;3;147;40;106;26;4;158;31;127;38;8;176;43;133;41;1;189;58;131;27;3;166;63;102;19;3;119;63;55;29;4;96;51;45;21;2;86;68;18;41;7;77;63;14;51;4;46;37;9
50-59;7;0;58;5;53;11;1;82;16;66;16;4;98;9;89;13;2;114;14;100;16;0;129;9;120;17;1;170;23;147;20;5;206;19;187;32;2;213;28;184;30;5;237;36;200;32;3;190;33;157;30;4;159;39;120;30;4;104;33;71;30;3;109;49;60;34;2;85;52;32;35;3;103;79;24;44;0;71;60;11
60-64;4;0;43;4;39;4;1;49;8;41;6;3;65;5;60;6;2;89;6;83;7;0;106;7;99;13;1;115;9;106;6;2;136;11;125;19;1;156;21;135;16;0;122;20;102;15;5;89;14;75;19;1;76;21;53;9;2;38;15;23;8;2;36;14;22;17;3;47;18;29;15;1;50;33;17;15;1;39;34;5
65-69;4;0;67;4;63;3;1;72;7;65;10;2;75;7;68;11;1;95;10;85;13;0;136;8;128;14;1;162;17;145;11;2;160;8;152;22;3;171;16;155;9;1;136;10;126;12;3;96;14;82;8;0;64;13;51;4;2;53;13;40;13;3;51;17;34;11;3;45;24;21;12;3;52;31;21;15;0;38;29;9
70-79;9;1;192;7;185;13;1;254;12;242;14;1;294;14;280;21;2;311;7;304;22;2;380;14;366;26;5;452;21;431;36;3;510;28;482;27;2;476;26;450;29;4;373;38;335;26;1;285;22;263;18;2;174;22;152;14;2;145;21;123;19;0;115;27;87;28;3;124;35;89;26;3;120;42;78;30;2;96;55;40
80+;15;2;222;12;210;17;2;260;12;248;20;1;312;15;297;29;1;398;19;379;30;0;442;16;426;33;3;495;25;470;43;2;525;39;486;42;2;525;39;485;32;3;434;34;399;29;2;316;24;291;18;1;226;25;201;18;1;178;26;152;23;2;141;21;120;27;5;136;25;109;11;4;157;55;102;22;3;89;45;42
12+;61;5;667;59;608;65;8;810;84;726;92;12;984;93;891;126;16;1223;130;1093;142;9;1451;159;1292;184;19;1748;225;1522;245;32;2023;316;1704;291;39;2152;395;1755;339;41;1994;490;1499;338;34;1638;455;1174;286;28;1298;487;799;268;36;1017;463;543;270;36;812;392;415;252;35;734;404;324;257;39;744;463;274;263;27;489;356;124
Alle;85;5;668;60;608;87;9;810;84;726;126;12;984;93;891;173;16;1223;130;1093;207;9;1461;169;1292;303;21;1757;234;1522;389;34;2033;326;1704;550;39;2164;407;1755;630;46;2014;508;1499;599;44;1655;468;1174;526;36;1312;495;799;517;45;1025;466;543;438;50;814;392;415;347;39;735;404;324;357;44;744;463;274;317;29;489;356;124
