"Region";"Dato";"Bekræftede tilfælde"
Nordjylland;2021-03-03;23
Sjælland;2021-03-03;91
Syddanmark;2021-03-03;152
Hovedstaden;2021-03-04;254
Midtjylland;2021-03-04;99
Nordjylland;2021-03-04;36
Sjælland;2021-03-04;92
Syddanmark;2021-03-04;118
Hovedstaden;2021-03-05;230
Midtjylland;2021-03-05;99
Nordjylland;2021-03-05;35
Sjælland;2021-03-05;82
Syddanmark;2021-03-05;129
Hovedstaden;2021-03-06;222
Midtjylland;2021-03-06;82
Nordjylland;2021-03-06;22
Sjælland;2021-03-06;76
Syddanmark;2021-03-06;120
Hovedstaden;2021-03-07;218
Midtjylland;2021-03-07;125
Nordjylland;2021-03-07;35
Sjælland;2021-03-07;83
Syddanmark;2021-03-07;122
Hovedstaden;2021-03-08;264
Midtjylland;2021-03-08;162
Nordjylland;2021-03-08;51
Sjælland;2021-03-08;89
Syddanmark;2021-03-08;163
Hovedstaden;2021-03-09;283
Midtjylland;2021-03-09;129
Nordjylland;2021-03-09;47
Sjælland;2021-03-09;89
Syddanmark;2021-03-09;185
Hovedstaden;2021-03-10;243
Midtjylland;2021-03-10;143
Nordjylland;2021-03-10;29
Sjælland;2021-03-10;82
Syddanmark;2021-03-10;183
Hovedstaden;2021-03-11;259
Midtjylland;2021-03-11;109
Nordjylland;2021-03-11;51
Sjælland;2021-03-11;107
Syddanmark;2021-03-11;137
Hovedstaden;2021-03-12;224
Midtjylland;2021-03-12;90
Nordjylland;2021-03-12;43
Sjælland;2021-03-12;87
Syddanmark;2021-03-12;138
Hovedstaden;2021-03-13;216
Midtjylland;2021-03-13;76
Nordjylland;2021-03-13;36
Sjælland;2021-03-13;77
Syddanmark;2021-03-13;148
Hovedstaden;2021-03-14;251
Midtjylland;2021-03-14;100
Nordjylland;2021-03-14;45
Sjælland;2021-03-14;74
Syddanmark;2021-03-14;143
Hovedstaden;2021-03-15;302
Midtjylland;2021-03-15;131
Nordjylland;2021-03-15;58
Sjælland;2021-03-15;91
Syddanmark;2021-03-15;212
Hovedstaden;2021-03-16;316
Midtjylland;2021-03-16;160
Nordjylland;2021-03-16;66
Sjælland;2021-03-16;103
Syddanmark;2021-03-16;233
Hovedstaden;2021-03-17;280
Midtjylland;2021-03-17;106
Nordjylland;2021-03-17;49
Sjælland;2021-03-17;96
Syddanmark;2021-03-17;186
Hovedstaden;2021-03-18;111
Midtjylland;2021-03-18;67
Nordjylland;2021-03-18;26
Sjælland;2021-03-18;53
Syddanmark;2021-03-18;94
