"Vaccinedato","Regionsnavn","Kumulerede antal færdigvacc.","Antal borgere","Vaccinations dækning (%)"
2021-01-15,Hovedstaden,5,1855331,0.00
2021-01-16,Hovedstaden,5,1855331,0.00
2021-01-17,Hovedstaden,41,1855331,0.00
2021-01-18,Hovedstaden,174,1855331,0.01
2021-01-19,Hovedstaden,341,1855331,0.02
2021-01-20,Hovedstaden,465,1855331,0.03
2021-01-21,Hovedstaden,578,1855331,0.03
2021-01-22,Hovedstaden,647,1855331,0.03
2021-01-23,Hovedstaden,4849,1855331,0.26
2021-01-24,Hovedstaden,8920,1855331,0.48
2021-01-25,Hovedstaden,9172,1855331,0.49
2021-01-26,Hovedstaden,9309,1855331,0.50
2021-01-27,Hovedstaden,9928,1855331,0.54
2021-01-28,Hovedstaden,13703,1855331,0.74
2021-01-29,Hovedstaden,21344,1855331,1.15
2021-01-30,Hovedstaden,26047,1855331,1.40
2021-01-31,Hovedstaden,28724,1855331,1.55
2021-02-01,Hovedstaden,30606,1855331,1.65
2021-02-02,Hovedstaden,30708,1855331,1.66
2021-02-03,Hovedstaden,33720,1855331,1.82
2021-02-04,Hovedstaden,40258,1855331,2.17
2021-02-05,Hovedstaden,45183,1855331,2.44
2021-02-06,Hovedstaden,48186,1855331,2.60
2021-02-07,Hovedstaden,48751,1855331,2.63
2021-02-08,Hovedstaden,49883,1855331,2.69
2021-02-09,Hovedstaden,49903,1855331,2.69
2021-02-10,Hovedstaden,50841,1855331,2.74
2021-02-11,Hovedstaden,51073,1855331,2.75
2021-02-12,Hovedstaden,55234,1855331,2.98
2021-02-13,Hovedstaden,55238,1855331,2.98
2021-02-14,Hovedstaden,55248,1855331,2.98
2021-02-15,Hovedstaden,56612,1855331,3.05
2021-02-16,Hovedstaden,57007,1855331,3.07
2021-02-17,Hovedstaden,57022,1855331,3.07
2021-02-18,Hovedstaden,57088,1855331,3.08
2021-02-19,Hovedstaden,57133,1855331,3.08
2021-02-20,Hovedstaden,57230,1855331,3.08
2021-02-21,Hovedstaden,57324,1855331,3.09
2021-02-22,Hovedstaden,57460,1855331,3.10
2021-01-15,Midtjylland,0,1332459,0.00
2021-01-16,Midtjylland,7,1332459,0.00
2021-01-17,Midtjylland,7,1332459,0.00
2021-01-18,Midtjylland,169,1332459,0.01
2021-01-19,Midtjylland,178,1332459,0.01
2021-01-20,Midtjylland,276,1332459,0.02
2021-01-21,Midtjylland,850,1332459,0.06
2021-01-22,Midtjylland,2050,1332459,0.15
2021-01-23,Midtjylland,3103,1332459,0.23
2021-01-24,Midtjylland,4457,1332459,0.33
2021-01-25,Midtjylland,4628,1332459,0.35
2021-01-26,Midtjylland,4673,1332459,0.35
2021-01-27,Midtjylland,5779,1332459,0.43
2021-01-28,Midtjylland,7546,1332459,0.57
2021-01-29,Midtjylland,11384,1332459,0.85
2021-01-30,Midtjylland,14043,1332459,1.05
2021-01-31,Midtjylland,20311,1332459,1.52
2021-02-01,Midtjylland,21819,1332459,1.64
2021-02-02,Midtjylland,22830,1332459,1.71
2021-02-03,Midtjylland,24223,1332459,1.82
2021-02-04,Midtjylland,26018,1332459,1.95
2021-02-05,Midtjylland,28434,1332459,2.13
2021-02-06,Midtjylland,28914,1332459,2.17
2021-02-07,Midtjylland,28988,1332459,2.18
2021-02-08,Midtjylland,31669,1332459,2.38
2021-02-09,Midtjylland,34314,1332459,2.58
2021-02-10,Midtjylland,36206,1332459,2.72
2021-02-11,Midtjylland,37807,1332459,2.84
2021-02-12,Midtjylland,38812,1332459,2.91
2021-02-13,Midtjylland,38849,1332459,2.92
2021-02-14,Midtjylland,38876,1332459,2.92
2021-02-15,Midtjylland,39350,1332459,2.95
2021-02-16,Midtjylland,39588,1332459,2.97
2021-02-17,Midtjylland,39709,1332459,2.98
2021-02-18,Midtjylland,39783,1332459,2.99
2021-02-19,Midtjylland,39890,1332459,2.99
2021-02-20,Midtjylland,39892,1332459,2.99
2021-02-21,Midtjylland,39935,1332459,3.00
2021-02-22,Midtjylland,40301,1332459,3.02
2021-01-15,NA,0,0,0.00
2021-01-16,NA,0,0,0.00
2021-01-17,NA,0,0,0.00
2021-01-18,NA,0,0,0.00
2021-01-19,NA,0,0,0.00
2021-01-20,NA,0,0,0.00
2021-01-21,NA,0,0,0.00
2021-01-22,NA,0,0,0.00
2021-01-23,NA,0,0,0.00
2021-01-24,NA,0,0,0.00
2021-01-25,NA,0,0,0.00
2021-01-26,NA,0,0,0.00
2021-01-27,NA,0,0,0.00
2021-01-28,NA,0,0,0.00
2021-01-29,NA,0,0,0.00
2021-01-30,NA,0,0,0.00
2021-01-31,NA,0,0,0.00
2021-02-01,NA,0,0,0.00
2021-02-02,NA,0,0,0.00
2021-02-03,NA,0,0,0.00
2021-02-04,NA,0,0,0.00
2021-02-05,NA,0,0,0.00
2021-02-06,NA,0,0,0.00
2021-02-07,NA,0,0,0.00
2021-02-08,NA,0,0,0.00
2021-02-09,NA,0,0,0.00
2021-02-10,NA,0,0,0.00
2021-02-11,NA,0,0,0.00
2021-02-12,NA,0,0,0.00
2021-02-13,NA,0,0,0.00
2021-02-14,NA,0,0,0.00
2021-02-15,NA,0,0,0.00
2021-02-16,NA,0,0,0.00
2021-02-17,NA,0,0,0.00
2021-02-18,NA,0,0,0.00
2021-02-19,NA,0,0,0.00
2021-02-20,NA,0,0,0.00
2021-02-21,NA,0,0,0.00
2021-02-22,NA,0,0,0.00
