Aldersgruppe;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination;Uge 40-2021_Ingen vaccination;Uge 40-2021_Første vaccination;Uge 40-2021_Anden vaccination;Uge 40-2021_Fuld effekt efter primært forløb;Uge 40-2021_Fuld effekt efter revaccination;Uge 39-2021_Ingen vaccination;Uge 39-2021_Første vaccination;Uge 39-2021_Anden vaccination;Uge 39-2021_Fuld effekt efter primært forløb;Uge 39-2021_Fuld effekt efter revaccination;Uge 38-2021_Ingen vaccination;Uge 38-2021_Første vaccination;Uge 38-2021_Anden vaccination;Uge 38-2021_Fuld effekt efter primært forløb;Uge 38-2021_Fuld effekt efter revaccination;Uge 37-2021_Ingen vaccination;Uge 37-2021_Første vaccination;Uge 37-2021_Anden vaccination;Uge 37-2021_Fuld effekt efter primært forløb;Uge 37-2021_Fuld effekt efter revaccination;Uge 36-2021_Ingen vaccination;Uge 36-2021_Første vaccination;Uge 36-2021_Anden vaccination;Uge 36-2021_Fuld effekt efter primært forløb;Uge 36-2021_Fuld effekt efter revaccination;Uge 35-2021_Ingen vaccination;Uge 35-2021_Første vaccination;Uge 35-2021_Anden vaccination;Uge 35-2021_Fuld effekt efter primært forløb;Uge 35-2021_Fuld effekt efter revaccination;Uge 34-2021_Ingen vaccination;Uge 34-2021_Første vaccination;Uge 34-2021_Anden vaccination;Uge 34-2021_Fuld effekt efter primært forløb;Uge 34-2021_Fuld effekt efter revaccination;Uge 33-2021_Ingen vaccination;Uge 33-2021_Første vaccination;Uge 33-2021_Anden vaccination;Uge 33-2021_Fuld effekt efter primært forløb;Uge 33-2021_Fuld effekt efter revaccination
0-5;5,5;0;0;0;0;5,3;0;0;0;0;5,8;0;0;0;0;2,6;0;0;0;0;3,2;0;0;0;0;1,1;0;0;0;0;1,1;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0,3;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;1,4;0;0;0;0;1,1;0;0;0;0;1,4;0;0;0;0;3,3;0;0;0;0
6-11;3,1;0;0;0;0;2,7;0;0;0;0;4,5;0;0;0;0;1,8;0;0;0;0;2,4;0;0;0;0;0,6;0;0;0;0;0,9;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0,6;0;0;0;0;0,3;0;0;0;0;0,3;0;0;0;0;0,6;0;0;0;0;0,6;0;0;0;0
12-15;7,7;5,6;0,5;0,5;0;3,6;0;0,5;0,6;0;3,4;0;0;0;0;4,7;0;0;0;0;4,5;0;0,6;0;0;4,4;0;0;0;0;1,4;0;0;0;0;0;0;0;0;0;2,8;0;0;0;0;0;0;0,6;0,7;0;0;0;0;0;0;0;0;0;0;0;1,2;0;0;0;0;4,5;0;0;0;0;3,1;1,2;0;0;0;1,8;0;0;0;0
16-19;18;0;1,4;1,4;0;3,5;0;1,4;1,4;0;6,6;0;0;0;0;6,4;0;1,4;1,4;0;0;0;0,5;0,5;0;3,1;0;1,4;1,4;0;9,3;0;0,5;0,5;0;3,1;0;0,5;0,5;0;6,1;0;0,5;0,5;0;0;19,7;0;0;0;2,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;12,8;0;0,5;0,6;0;14,6;0;0,5;0;0
20-29;24;8,5;2,6;2,5;4,1;18,8;9;2;2,1;0;20,9;5,1;1,5;1,3;6,3;13,4;6;0,9;1;0;15,1;12,5;1,1;1,1;0;12,3;0;0,7;0,8;0;11,6;6,1;0,2;0,2;0;5,1;0;0,2;0,2;0;6,3;0;0,8;0,8;0;5,6;4,9;0,2;0,2;0;1,8;0;0,6;0,6;0;2,4;0;0,4;0,4;0;11,2;5,7;0,4;0,4;0;10,3;4,1;0,6;0,5;0;9,9;1,3;0,2;0,3;0;18,4;0;0;0;0
30-39;38,1;27,9;3,1;2,1;13,2;41;14,7;4,4;4,5;3,2;27;5,5;2,7;2,9;0;23,4;6,8;1,7;1,8;0;27,5;0;1,7;1,4;8,8;17,3;7,2;1,8;1,6;13,9;12,6;27,9;1,4;1,4;0;13,2;0;0,8;0,6;0;9,4;0;0,2;0,2;0;3,6;5;0,4;0,4;0;4,2;4;0;0;0;6,2;6,5;0,4;0,2;0;10,1;2,4;0,4;0,2;0;20,2;3,3;0,4;0,3;0;24,9;3;0,5;0,9;0;18,7;3;0,6;1,5;0
40-49;49,4;20,9;4,6;4,2;6,3;51;44,1;3,4;3,5;2,6;40,9;24,8;3,3;2,9;9,7;30;61,5;3,1;3,2;0;32,2;32,1;1,6;1,7;0;23,9;16,3;2,3;2,1;14,6;21,1;15,8;1,8;1,8;0;18,3;0;1,3;1,2;35,8;11,7;0;0,5;0,5;0;7,7;0;0,2;0,2;0;5,1;0;0,2;0,2;0;7,5;9,1;0,5;0,5;0;25,8;22,8;0,8;0,8;0;27,6;11,9;0,5;0,5;0;22,1;13,1;0,5;0,5;0;30,4;5,6;1,4;1,4;0
50-59;49,8;18,1;6,1;5,5;12,8;48,8;19,1;4,4;4,3;5,8;63,6;42,3;4,3;4,2;4,8;33;76,1;4;3,6;13,5;46,1;25,7;3,3;3,1;6,4;26,6;0;2,3;2;20,7;17;0;1,4;1,4;0;20,7;24,1;1,3;1;35,1;14,9;22,7;0,6;0,6;0;13;0;0,6;0,6;0;9,2;0;0,4;0,4;0;19,9;0;0,1;0,1;0;16,1;15,4;1,1;1,1;0;28,2;40;0,7;0,7;0;17,3;22,6;0,7;0,7;0;30,4;17,9;0,9;0,9;0
60-64;64,9;62,8;10,1;10,7;5,6;76,4;0;8,2;7,3;16,6;50;0;7,6;6,5;20,2;55;86,2;4,4;4,4;5,6;36,3;89,8;5,4;5,2;10,6;54;0;3,2;2,9;15,8;35,8;0;1,9;1,6;19,5;23,8;0;0,6;0,6;0;11,8;0;0,6;0,6;0;11,7;0;0,9;1;0;11,6;0;1,3;1,3;0;17,3;59,3;1,3;1,3;0;22,7;0;0,9;1;0;33,6;0;0,9;1;0;44;43,6;1;1;0;37,9;69;1,9;1,9;0
65-69;88,5;98,5;8,4;8;11,8;87,2;0;6,4;7,1;0;60,2;115,2;9,4;9,1;12,5;50,7;134,8;9,4;9,2;11,8;50,2;141,4;5;4,8;10,4;33,2;0;5,4;5,2;13,4;8,3;0;4,4;4,1;14,5;16,4;133,9;2,7;2,7;0;8,2;0;2,3;2,4;0;24,3;0;1,3;1,3;0;16,1;106,3;0,7;0,7;0;8;0;1;1;0;31,5;89,7;1,7;1,7;0;39;80,5;0,7;0,7;0;15,3;0;1,7;1,7;0;15,1;61,2;2,7;2,7;0
70-79;97,6;163,9;22,4;22,3;23,3;115,4;176,1;19,4;20,2;13,3;88,6;94;16,8;16,9;16;56,1;217,2;18,1;17,5;26,9;68;0;11,5;11,5;11,9;49;113,5;11,5;10,7;32;48,8;0;6,4;6,1;14,4;18,2;0;5,8;5,5;16,5;18,1;0;1,8;1,9;0;23,9;0;2,7;2,8;0;23,7;0;3,1;3,1;0;0;77,1;2;2;0;17,4;72,4;2,6;2,6;0;28,6;67,2;2,2;2,2;0;56,3;0;4;4;0;22,2;0;2,9;2,9;0
