Aldersgruppe;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination;Uge 40-2021_Ingen vaccination;Uge 40-2021_Første vaccination;Uge 40-2021_Anden vaccination;Uge 40-2021_Fuld effekt efter primært forløb;Uge 40-2021_Fuld effekt efter revaccination;Uge 39-2021_Ingen vaccination;Uge 39-2021_Første vaccination;Uge 39-2021_Anden vaccination;Uge 39-2021_Fuld effekt efter primært forløb;Uge 39-2021_Fuld effekt efter revaccination;Uge 38-2021_Ingen vaccination;Uge 38-2021_Første vaccination;Uge 38-2021_Anden vaccination;Uge 38-2021_Fuld effekt efter primært forløb;Uge 38-2021_Fuld effekt efter revaccination;Uge 37-2021_Ingen vaccination;Uge 37-2021_Første vaccination;Uge 37-2021_Anden vaccination;Uge 37-2021_Fuld effekt efter primært forløb;Uge 37-2021_Fuld effekt efter revaccination;Uge 36-2021_Ingen vaccination;Uge 36-2021_Første vaccination;Uge 36-2021_Anden vaccination;Uge 36-2021_Fuld effekt efter primært forløb;Uge 36-2021_Fuld effekt efter revaccination;Uge 35-2021_Ingen vaccination;Uge 35-2021_Første vaccination;Uge 35-2021_Anden vaccination;Uge 35-2021_Fuld effekt efter primært forløb;Uge 35-2021_Fuld effekt efter revaccination
0-5;9,9;0;0;0;0;6,9;0;0;0;0;6,3;0;0;0;0;5,3;0;0;0;0;5,8;0;0;0;0;2,7;0;0;0;0;3,2;0;0;0;0;1,1;0;0;0;0;1,1;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0,3;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;1,4;0;0;0;0;1,1;0;0;0;0
6-11;7,6;5,6;0;0;0;5,6;4,6;0;0;0;3;0;0;0;0;2,7;0;0;0;0;4,5;0;0;0;0;1,8;0;0;0;0;2,4;0;0;0;0;0,6;0;0;0;0;0,9;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0,6;0;0;0;0;0,3;0;0;0;0;0,3;0;0;0;0
12-15;15,1;20,1;3,6;3,7;0;2;6;0;0;0;7,6;5,6;0,5;0,5;0;3,6;0;0,5;0,6;0;3,3;0;0;0;0;4,6;0;0;0;0;4,5;0;0,6;0;0;4,3;0;0;0;0;1,4;0;0;0;0;0;0;0;0;0;2,7;0;0;0;;0;0;0,6;0,7;;0;0;0;0;;0;0;0;0;;1,2;0;0;0;;4,4;0;0;0;
16-19;16;0;5,6;5,7;0;7,7;0;1,9;1,9;0;18,1;0;1,4;1,4;0;3,5;0;1,4;1,4;0;6,7;0;0;0;0;6,4;0;1,4;1,4;0;0;0;0,5;0,5;0;3,1;0;1,4;1,4;0;9,3;0;0,5;0,5;0;3,1;0;0,5;0,5;0;6,1;0;0,5;0,5;0;0;19,7;0;0;0;2,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0
20-29;26,8;9;6,3;5,7;15,6;22,7;8,4;4,4;4,1;7,1;24,1;8,5;2,6;2,5;4,1;18,9;9;2;2,1;0;20,9;0;1,7;1,5;6,3;13,4;6;0,9;0,9;0;15,1;12,5;1,1;1,1;0;11,7;0;0,9;0,9;0;11,6;6,1;0,2;0,2;0;5,1;0;0,2;0,2;0;6,3;0;0,7;0,8;0;5,6;4,8;0,2;0,2;0;1,8;0;0,6;0,6;0;2,4;0;0,4;0,4;0;11,2;5,7;0,4;0,4;0;10,3;4,1;0,6;0,5;0
30-39;56,3;30,8;8,9;9,3;4,2;49,6;14,1;4,6;4,8;2,3;38;27,8;3,3;2,3;13,2;40,9;14,6;4,4;4,5;3,2;26,9;5,5;2,7;2,9;0;23,4;6,8;1,7;1,8;0;27,5;0;1,7;1,4;8,8;17,2;7,2;1,8;1,6;13,9;12,6;27,8;1,4;1,4;0;13,2;0;0,8;0,6;0;9,4;0;0,2;0,2;0;3,6;5;0,4;0,4;0;4,2;4;0;0;0;6,2;6,5;0,4;0,2;0;10,1;2,4;0,4;0,2;0;20,1;3,3;0,4;0,3;0
40-49;69,9;0;7,7;7,3;11,6;41,6;42,7;7,2;7,4;5,5;50,9;20,9;4,4;4,1;6,3;50,9;44,1;3,4;3,5;2,6;40,9;24,8;3,3;2,9;9,7;31,3;61,4;3,1;3,2;0;32,2;32,1;1,6;1,7;0;23,8;16,3;2,3;2,1;14,6;21;15,8;1,8;1,8;0;18,3;0;1,3;1,2;35,8;11,6;0;0,5;0,5;0;7,7;0;0,2;0,2;0;5,1;0;0,2;0,2;0;7,5;9,1;0,5;0,5;0;25,7;22,7;0,8;0,8;0;27,5;11,9;0,5;0,5;0
50-59;71,8;116,9;7,6;7,2;10,2;59,5;36,8;7,8;7,8;8,5;49,8;18,1;6,1;5,5;12,8;48,8;19,1;4,4;4,3;5,7;63,6;42,4;4,4;4,4;4,8;33;76,3;4;3,6;13,5;46,1;25,8;3,3;3,1;6,4;26,6;0;2,3;2;20,7;17;0;1,4;1,4;0;20,7;24,1;1,3;1;35,1;14,9;22,7;0,6;0,6;0;13;0;0,6;0,6;0;9,2;0;0,4;0,4;0;19,9;0;0,1;0,1;0;16,1;15,4;1,1;1,1;0;28,1;39,9;0,7;0,7;0
60-64;80,6;65,5;11,4;11,8;9,1;98,8;63,7;8,5;9,1;5,1;64,7;62,7;10,4;11;5,6;76,2;0;8,2;7,3;16,6;49,9;0;7,6;6,5;20,2;54,9;85,8;4,4;4,3;5,6;36,2;89,4;5,4;5,2;10,6;53,9;0;3,2;2,9;15,8;35,7;0;1,9;1,6;19,5;23,7;0;0,6;0,6;0;11,8;0;0,6;0,6;0;11,7;0;0,9;1;0;11,6;0;1,3;1,3;0;17,2;59;1,3;1,3;0;22,7;0;0,9;1;0;33,5;0;0,9;1;0
65-69;45,6;0;15;14,9;15,5;53,8;103,4;12,5;12,5;12,5;88,6;98,6;8,7;8,3;11,8;87,2;0;6,4;7,1;0;60,2;115,2;9,4;9,1;12,5;50,7;135;9,4;9,2;11,8;50,2;141,6;5;4,8;10,4;33,2;0;5,3;5,1;13,4;8,3;0;4,3;4,1;14,5;16,4;134,2;2,7;2,7;0;8,2;0;2,3;2,4;0;24,3;0;1,3;1,3;0;16,1;106,3;0,7;0,7;0;8;0;1;1;0;31,5;89,8;1,7;1,7;0;39;80,6;0,7;0,7;0
