Aldersgruppe;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination;Uge 40-2021_Ingen vaccination;Uge 40-2021_Første vaccination;Uge 40-2021_Anden vaccination;Uge 40-2021_Fuld effekt efter primært forløb;Uge 40-2021_Fuld effekt efter revaccination;Uge 39-2021_Ingen vaccination;Uge 39-2021_Første vaccination;Uge 39-2021_Anden vaccination;Uge 39-2021_Fuld effekt efter primært forløb;Uge 39-2021_Fuld effekt efter revaccination;Uge 38-2021_Ingen vaccination;Uge 38-2021_Første vaccination;Uge 38-2021_Anden vaccination;Uge 38-2021_Fuld effekt efter primært forløb;Uge 38-2021_Fuld effekt efter revaccination;Uge 37-2021_Ingen vaccination;Uge 37-2021_Første vaccination;Uge 37-2021_Anden vaccination;Uge 37-2021_Fuld effekt efter primært forløb;Uge 37-2021_Fuld effekt efter revaccination;Uge 36-2021_Ingen vaccination;Uge 36-2021_Første vaccination;Uge 36-2021_Anden vaccination;Uge 36-2021_Fuld effekt efter primært forløb;Uge 36-2021_Fuld effekt efter revaccination;Uge 35-2021_Ingen vaccination;Uge 35-2021_Første vaccination;Uge 35-2021_Anden vaccination;Uge 35-2021_Fuld effekt efter primært forløb;Uge 35-2021_Fuld effekt efter revaccination
0-5;3124;79;0;0;0;2512;9;0;0;0;1724;0;0;0;0;1423;0;0;0;0;1352;1;0;0;0;1018;0;0;0;0;711;0;0;0;0;512;0;0;0;0;352;0;0;0;0;182;0;0;0;0;188;0;0;0;0;123;0;0;0;0;107;0;0;0;0;92;0;0;0;0;182;0;0;0;0;234;0;0;0;0
6-11;7064;2780;0;0;0;8292;1185;0;0;0;7069;132;0;0;0;6155;0;0;0;0;5749;0;0;0;0;4878;0;0;0;0;3457;0;0;0;0;1642;0;0;0;0;1136;0;0;0;0;989;0;0;0;0;885;0;0;0;0;659;0;0;0;0;513;0;0;0;0;449;0;0;0;0;594;0;0;0;0;847;1;0;0;0
12-15;1334;300;1963;1900;1;1322;242;796;751;0;1022;176;425;415;0;958;153;357;334;0;1004;163;329;312;0;927;95;239;234;0;641;47;143;141;0;509;19;86;85;0;374;20;56;54;0;228;8;32;30;0;222;10;17;17;0;162;13;16;12;0;171;14;8;6;0;148;12;4;3;0;183;29;16;6;0;331;75;25;9;0
16-19;586;112;4398;4364;9;535;86;1742;1728;1;461;70;965;957;2;403;63;638;633;2;391;53;669;665;2;335;35;438;435;1;234;17;345;344;0;249;11;289;287;0;157;6;138;136;0;86;11;82;81;0;75;4;70;70;0;76;4;28;28;0;57;7;33;33;0;61;3;14;12;0;111;5;39;35;0;131;24;53;51;0
20-29;2224;365;10789;10288;421;1823;295;4823;4606;177;1479;197;2516;2461;39;1266;154;1915;1864;39;1298;160;1965;1931;23;1125;123;1667;1644;12;904;57;1039;1029;6;883;51;832;825;5;629;36;510;503;0;374;24;302;301;0;306;19;190;190;0;231;17;139;138;0;209;15;91;85;0;209;17;109;104;0;311;44;157;152;0;406;55;192;168;0
30-39;1976;296;7989;7366;544;1667;250;4310;4031;232;1433;198;2957;2794;130;1223;201;2346;2244;89;1307;155;2337;2257;62;1023;98;1831;1799;26;823;66;1165;1145;10;672;50;864;853;6;588;38;658;647;8;309;14;338;334;1;284;31;247;240;0;217;27;191;185;0;183;23;164;160;0;173;28;131;124;0;284;53;176;158;0;375;69;228;185;1
40-49;1206;149;9714;9111;555;1071;127;6190;5906;251;922;100;4288;4154;122;764;94;3502;3397;93;807;114;3357;3286;65;682;54;2687;2645;36;493;37;1708;1694;10;413;28;1324;1308;12;306;20;1036;1029;6;212;17;546;544;2;157;15;390;389;0;132;14;274;273;0;110;8;210;210;0;90;6;159;158;0;128;24;218;215;0;202;39;346;333;0
50-59;623;55;7961;7520;429;524;58;4906;4720;177;457;40;3385;3285;97;379;37;2744;2663;75;389;39;2525;2457;63;337;16;2014;1984;27;225;20;1421;1399;19;208;9;1142;1131;10;129;13;835;833;2;73;5;404;402;1;65;3;308;304;0;83;3;211;207;2;54;4;156;155;0;49;4;128;126;0;75;12;184;179;0;95;6;278;276;0
60-64;139;11;2392;2203;184;127;9;1605;1528;73;95;9;1209;1169;40;104;5;1052;1017;34;105;6;949;920;29;56;3;716;696;20;62;1;569;561;8;46;3;466;459;7;31;4;346;344;2;25;0;175;173;2;17;4;107;106;1;14;5;72;71;1;12;2;50;50;0;11;2;66;66;0;21;3;80;80;0;16;0;97;97;0
65-69;60;4;1485;1304;180;57;7;1211;1142;67;53;1;984;947;37;50;4;855;825;30;40;2;822;801;21;34;3;633;621;12;19;2;479;472;7;26;3;404;401;3;13;1;286;283;3;9;2;152;150;2;11;0;108;107;0;8;2;74;74;0;7;2;51;51;0;4;1;39;39;0;9;1;50;50;0;10;0;73;73;0
70-79;73;4;1299;807;492;59;3;1372;1169;203;47;5;1444;1333;111;48;4;1515;1465;49;57;1;1356;1300;56;31;5;1120;1091;29;24;2;855;831;23;24;2;769;761;8;22;2;639;626;13;5;0;276;271;4;5;1;176;173;3;6;3;119;118;1;7;2;128;128;0;6;1;83;83;0;4;2;116;116;0;8;1;115;115;0
80+;26;4;476;182;293;31;5;377;205;171;14;1;350;242;108;31;2;376;328;48;24;2;426;352;74;17;3;358;326;32;13;1;292;267;25;12;1;250;235;15;10;2;212;201;11;10;1;89;85;4;2;3;78;76;2;4;2;50;49;1;3;0;75;75;0;2;0;48;48;0;3;0;67;67;0;11;2;68;66;0
12+;8247;1300;48466;45045;3108;7216;1082;27332;25786;1352;5983;797;18523;17757;686;5226;717;15300;14770;459;5422;695;14735;14281;395;4567;435;11703;11475;195;3438;250;8016;7883;108;3042;177;6426;6345;66;2259;142;4716;4656;45;1331;82;2396;2371;16;1144;90;1691;1672;6;933;90;1174;1155;5;813;77;966;953;0;753;74;781;763;0;1129;173;1103;1058;0;1585;271;1475;1373;1
Alle;18435;4159;48466;45045;3108;18020;2276;27332;25786;1352;14776;929;18523;17757;686;12804;717;15300;14770;459;12523;696;14735;14281;395;10463;435;11703;11475;195;7606;250;8016;7883;108;5196;177;6426;6345;66;3747;142;4716;4656;45;2502;82;2396;2371;16;2217;90;1691;1672;6;1715;90;1174;1155;5;1433;77;966;953;0;1294;74;781;763;0;1905;173;1103;1058;0;2666;272;1475;1373;1
