"Vaccinedato","Regionsnavn","Kumulerede antal færdigvacc.","Antal borgere","Vaccinations dækning (%)"
2021-01-15,Hovedstaden,5,1856091,0.00
2021-01-16,Hovedstaden,5,1856091,0.00
2021-01-17,Hovedstaden,41,1856091,0.00
2021-01-18,Hovedstaden,173,1856091,0.01
2021-01-19,Hovedstaden,340,1856091,0.02
2021-01-20,Hovedstaden,465,1856091,0.03
2021-01-21,Hovedstaden,579,1856091,0.03
2021-01-22,Hovedstaden,651,1856091,0.04
2021-01-23,Hovedstaden,4833,1856091,0.26
2021-01-24,Hovedstaden,8886,1856091,0.48
2021-01-25,Hovedstaden,9133,1856091,0.49
2021-01-26,Hovedstaden,9271,1856091,0.50
2021-01-27,Hovedstaden,9897,1856091,0.53
2021-01-28,Hovedstaden,13672,1856091,0.74
2021-01-29,Hovedstaden,21286,1856091,1.15
2021-01-30,Hovedstaden,25949,1856091,1.40
2021-01-31,Hovedstaden,28613,1856091,1.54
2021-02-01,Hovedstaden,30493,1856091,1.64
2021-02-02,Hovedstaden,30599,1856091,1.65
2021-02-03,Hovedstaden,33600,1856091,1.81
2021-02-04,Hovedstaden,40119,1856091,2.16
2021-02-05,Hovedstaden,45038,1856091,2.43
2021-02-06,Hovedstaden,48067,1856091,2.59
2021-02-07,Hovedstaden,48632,1856091,2.62
2021-02-08,Hovedstaden,49762,1856091,2.68
2021-02-09,Hovedstaden,49783,1856091,2.68
2021-02-10,Hovedstaden,50718,1856091,2.73
2021-02-11,Hovedstaden,50952,1856091,2.75
2021-02-12,Hovedstaden,55113,1856091,2.97
2021-02-13,Hovedstaden,55118,1856091,2.97
2021-02-14,Hovedstaden,55128,1856091,2.97
2021-02-15,Hovedstaden,56503,1856091,3.04
2021-02-16,Hovedstaden,56907,1856091,3.07
2021-02-17,Hovedstaden,56931,1856091,3.07
2021-02-18,Hovedstaden,57000,1856091,3.07
2021-02-19,Hovedstaden,57045,1856091,3.07
2021-02-20,Hovedstaden,57144,1856091,3.08
2021-02-21,Hovedstaden,57238,1856091,3.08
2021-02-22,Hovedstaden,57375,1856091,3.09
2021-02-23,Hovedstaden,57517,1856091,3.10
2021-02-24,Hovedstaden,57577,1856091,3.10
2021-02-25,Hovedstaden,57605,1856091,3.10
2021-02-26,Hovedstaden,57662,1856091,3.11
2021-02-27,Hovedstaden,58801,1856091,3.17
2021-02-28,Hovedstaden,59955,1856091,3.23
2021-03-01,Hovedstaden,60176,1856091,3.24
2021-03-02,Hovedstaden,60422,1856091,3.26
2021-03-03,Hovedstaden,60456,1856091,3.26
2021-03-04,Hovedstaden,60645,1856091,3.27
2021-03-05,Hovedstaden,60902,1856091,3.28
2021-03-06,Hovedstaden,60993,1856091,3.29
2021-03-07,Hovedstaden,61313,1856091,3.30
2021-03-08,Hovedstaden,61544,1856091,3.32
2021-03-09,Hovedstaden,63014,1856091,3.39
2021-03-10,Hovedstaden,64716,1856091,3.49
2021-03-11,Hovedstaden,69158,1856091,3.73
2021-03-12,Hovedstaden,74054,1856091,3.99
2021-03-13,Hovedstaden,74136,1856091,3.99
2021-03-14,Hovedstaden,77391,1856091,4.17
2021-03-15,Hovedstaden,80170,1856091,4.32
2021-03-16,Hovedstaden,83729,1856091,4.51
2021-03-17,Hovedstaden,88192,1856091,4.75
2021-03-18,Hovedstaden,92608,1856091,4.99
2021-03-19,Hovedstaden,93773,1856091,5.05
2021-03-20,Hovedstaden,93848,1856091,5.06
2021-03-21,Hovedstaden,95943,1856091,5.17
2021-03-22,Hovedstaden,96024,1856091,5.17
2021-03-23,Hovedstaden,96122,1856091,5.18
2021-03-24,Hovedstaden,104771,1856091,5.64
2021-03-25,Hovedstaden,109348,1856091,5.89
2021-03-26,Hovedstaden,112062,1856091,6.04
2021-03-27,Hovedstaden,112100,1856091,6.04
2021-03-28,Hovedstaden,112129,1856091,6.04
2021-03-29,Hovedstaden,112534,1856091,6.06
2021-03-30,Hovedstaden,112798,1856091,6.08
2021-03-31,Hovedstaden,116593,1856091,6.28
2021-04-01,Hovedstaden,121325,1856091,6.54
2021-04-02,Hovedstaden,125077,1856091,6.74
2021-04-03,Hovedstaden,125156,1856091,6.74
2021-01-15,Midtjylland,0,1333315,0.00
2021-01-16,Midtjylland,7,1333315,0.00
2021-01-17,Midtjylland,8,1333315,0.00
2021-01-18,Midtjylland,170,1333315,0.01
2021-01-19,Midtjylland,179,1333315,0.01
2021-01-20,Midtjylland,277,1333315,0.02
2021-01-21,Midtjylland,853,1333315,0.06
2021-01-22,Midtjylland,2044,1333315,0.15
2021-01-23,Midtjylland,3112,1333315,0.23
2021-01-24,Midtjylland,4454,1333315,0.33
2021-01-25,Midtjylland,4623,1333315,0.35
2021-01-26,Midtjylland,4667,1333315,0.35
2021-01-27,Midtjylland,5782,1333315,0.43
2021-01-28,Midtjylland,7554,1333315,0.57
2021-01-29,Midtjylland,11374,1333315,0.85
2021-01-30,Midtjylland,14000,1333315,1.05
2021-01-31,Midtjylland,20233,1333315,1.52
2021-02-01,Midtjylland,21722,1333315,1.63
2021-02-02,Midtjylland,22730,1333315,1.70
2021-02-03,Midtjylland,24127,1333315,1.81
2021-02-04,Midtjylland,25908,1333315,1.94
2021-02-05,Midtjylland,28318,1333315,2.12
2021-02-06,Midtjylland,28803,1333315,2.16
2021-02-07,Midtjylland,28878,1333315,2.17
2021-02-08,Midtjylland,31557,1333315,2.37
2021-02-09,Midtjylland,34197,1333315,2.56
2021-02-10,Midtjylland,36093,1333315,2.71
2021-02-11,Midtjylland,37693,1333315,2.83
2021-02-12,Midtjylland,38704,1333315,2.90
2021-02-13,Midtjylland,38740,1333315,2.91
2021-02-14,Midtjylland,38767,1333315,2.91
2021-02-15,Midtjylland,39244,1333315,2.94
2021-02-16,Midtjylland,39480,1333315,2.96
2021-02-17,Midtjylland,39601,1333315,2.97
2021-02-18,Midtjylland,39674,1333315,2.98
2021-02-19,Midtjylland,39784,1333315,2.98
2021-02-20,Midtjylland,39786,1333315,2.98
2021-02-21,Midtjylland,39826,1333315,2.99
2021-02-22,Midtjylland,40190,1333315,3.01
2021-02-23,Midtjylland,40463,1333315,3.03
2021-02-24,Midtjylland,40684,1333315,3.05
2021-02-25,Midtjylland,40841,1333315,3.06
2021-02-26,Midtjylland,41230,1333315,3.09
2021-02-27,Midtjylland,41232,1333315,3.09
