Aldersgruppe;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination
0-5;18189;403;905;710;0;18484;602;809;523;0;20437;770;683;253;0;15071;682;376;20;0;7109;348;52;1;0;4866;257;0;0;0;3127;135;0;0;0;3208;81;0;0;0;2512;9;0;0;0;1723;0;0;0;0;1422;0;0;0;0;1351;1;0;0;0;1017;0;0;0;0;711;0;0;0;0;511;0;0;0;0;351;0;0;0;0
6-11;13033;2116;14717;13399;0;17232;3624;15341;12494;0;19143;5429;13243;7275;0;12335;4905;6129;1456;0;5211;2836;1068;68;0;4548;3098;308;2;0;3366;2187;31;0;0;7209;2857;0;0;0;8288;1190;0;0;0;7068;132;0;0;0;6154;0;0;0;0;5749;0;0;0;0;4878;0;0;0;0;3457;0;0;0;0;1642;0;0;0;0;1136;0;0;0;0
12-15;3683;417;22582;22371;44;4696;664;25979;25638;40;5021;892;24570;24057;27;3317;648;13342;12966;8;1952;403;6114;5975;3;1396;371;4535;4412;2;1005;237;2522;2422;2;1370;308;2055;1991;1;1322;242;796;751;0;1021;176;424;414;0;958;153;357;334;0;1003;164;329;312;0;926;95;240;235;0;641;47;143;141;0;509;19;86;85;0;374;20;56;54;0
16-19;1187;137;15739;11314;4400;1535;205;18193;13973;4159;1620;221;21168;17904;3166;1339;198;14346;12868;1392;1384;238;13756;13202;470;845;172;7744;7626;64;584;103;5677;5622;18;598;114;4556;4522;9;534;86;1743;1729;1;460;70;966;958;2;403;63;638;633;2;391;53;669;665;2;335;35;438;435;1;234;17;345;344;0;249;11;289;287;0;157;5;138;136;0
20-29;4918;496;28816;10053;18667;5096;594;25565;12684;12755;5198;624;23366;15012;8177;4094;507;17929;13800;3960;4698;720;24130;21534;2429;3888;661;20395;18911;1306;2242;376;13081;12309;640;2280;371;11149;10633;430;1809;298;4835;4619;176;1476;196;2518;2463;39;1262;153;1919;1868;39;1290;161;1971;1936;24;1120;121;1674;1651;12;899;57;1043;1033;6;879;51;836;829;5;628;36;511;504;0
30-39;5245;503;38401;14330;23964;5899;639;38601;19158;19302;6023;686;37452;23783;13425;3955;476;24407;18666;5509;3201;464;15016;12990;1917;3060;474;15450;13757;1536;1853;330;9630;8708;818;2026;308;8248;7608;556;1661;248;4318;4039;232;1432;199;2961;2798;130;1222;201;2347;2245;89;1303;157;2341;2261;62;1022;98;1832;1800;26;819;66;1169;1149;10;672;51;864;853;6;587;38;659;648;8
40-49;3033;195;40494;5329;35131;3496;254;42290;7743;34487;3332;305;38237;10098;28060;2185;193;20811;7969;12771;1712;178;14296;7557;6694;1652;207;15035;11556;3426;1125;145;11267;10284;951;1231;151;10045;9422;574;1071;127;6194;5910;251;921;100;4289;4156;122;761;93;3505;3400;93;807;114;3357;3286;65;680;54;2689;2647;36;493;37;1708;1694;10;413;28;1324;1308;12;306;20;1036;1029;6
50-59;1589;102;30648;1989;28647;1713;102;25756;2499;23240;1549;104;20792;3081;17687;1110;90;12948;2902;10026;971;84;11185;3985;7173;1099;114;14493;9840;4621;603;78;9892;8962;916;641;56;8203;7749;443;524;58;4909;4721;179;458;40;3387;3287;97;379;36;2745;2664;75;388;39;2526;2458;63;336;16;2015;1985;27;225;20;1421;1399;19;207;9;1144;1133;10;129;13;836;834;2
60-64;389;25;11174;433;10733;376;18;8316;460;7853;312;20;6070;544;5526;258;18;3776;569;3204;210;25;3178;831;2341;267;19;4735;2608;2123;138;10;2836;2401;432;147;12;2452;2260;187;127;9;1605;1528;73;95;9;1209;1169;40;104;5;1052;1017;34;104;6;950;921;29;56;3;716;696;20;62;1;569;561;8;47;3;466;459;7;31;4;346;344;2
65-69;200;16;7363;172;7187;188;9;5422;196;5224;145;10;3717;218;3493;92;13;2214;208;2005;103;11;1956;336;1619;116;8;3135;1191;1942;73;5;1550;1067;481;61;4;1524;1337;186;57;7;1210;1141;67;53;1;984;947;37;49;4;856;826;30;40;2;822;801;21;34;3;633;621;12;19;2;479;472;7;26;3;404;401;3;13;1;286;283;3
