"3. stik dato";"Regionsnavn";"Antal 3. stik"
2021-09-02;Syddanmark;5
2021-09-02;Hovedstaden;2
2021-09-02;Sjælland;2
2021-09-03;Midtjylland;3
2021-09-03;Syddanmark;1
2021-09-03;Hovedstaden;9
2021-09-04;Nordjylland;1
2021-09-04;Midtjylland;2
2021-09-04;Syddanmark;2
2021-09-04;Hovedstaden;2
2021-09-04;Sjælland;1
2021-09-05;Nordjylland;2
2021-09-05;Syddanmark;2
2021-09-05;Hovedstaden;1
2021-09-06;Midtjylland;6
2021-09-06;Syddanmark;94
2021-09-06;Hovedstaden;1
2021-09-06;Sjælland;1
2021-09-07;Midtjylland;5
2021-09-07;Syddanmark;9
2021-09-07;Hovedstaden;4
2021-09-07;Sjælland;3
2021-09-08;Nordjylland;1
2021-09-08;Midtjylland;33
2021-09-08;Syddanmark;1
2021-09-09;Midtjylland;6
2021-09-09;Syddanmark;2
2021-09-09;Hovedstaden;148
2021-09-09;Sjælland;1
2021-09-10;Nordjylland;1
2021-09-10;Midtjylland;283
2021-09-10;Syddanmark;237
2021-09-10;Hovedstaden;267
2021-09-10;Sjælland;306
2021-09-11;Nordjylland;27
2021-09-11;Midtjylland;252
2021-09-11;Syddanmark;603
2021-09-11;Hovedstaden;1122
2021-09-11;Sjælland;583
2021-09-12;Nordjylland;82
2021-09-12;Midtjylland;165
2021-09-12;Syddanmark;483
2021-09-12;Hovedstaden;805
2021-09-12;Sjælland;309
2021-09-13;Nordjylland;25
2021-09-13;Midtjylland;1270
2021-09-13;Syddanmark;1004
2021-09-13;Hovedstaden;1959
2021-09-13;Sjælland;867
2021-09-14;Nordjylland;48
2021-09-14;Midtjylland;1206
2021-09-14;Syddanmark;913
2021-09-14;Hovedstaden;1683
2021-09-14;Sjælland;829
2021-09-15;Nordjylland;223
2021-09-15;Midtjylland;1349
2021-09-15;Syddanmark;1419
2021-09-15;Hovedstaden;1511
2021-09-15;Sjælland;974
2021-09-16;Nordjylland;562
2021-09-16;Midtjylland;1106
2021-09-16;Syddanmark;1185
2021-09-16;Hovedstaden;1389
2021-09-16;Sjælland;759
2021-09-17;Nordjylland;310
2021-09-17;Midtjylland;733
2021-09-17;Syddanmark;1136
2021-09-17;Hovedstaden;1514
2021-09-17;Sjælland;754
2021-09-18;Nordjylland;574
2021-09-18;Midtjylland;15
2021-09-18;Syddanmark;165
2021-09-18;Hovedstaden;269
2021-09-18;Sjælland;86
2021-09-19;Nordjylland;314
2021-09-19;Midtjylland;1
2021-09-19;Syddanmark;115
2021-09-19;Hovedstaden;234
2021-09-19;Sjælland;69
2021-09-20;Nordjylland;393
2021-09-20;Midtjylland;1268
2021-09-20;Syddanmark;1074
2021-09-20;Hovedstaden;1433
2021-09-20;Sjælland;720
2021-09-21;Nordjylland;984
2021-09-21;Midtjylland;1297
2021-09-21;Syddanmark;911
2021-09-21;Hovedstaden;1279
2021-09-21;Sjælland;546
2021-09-22;Nordjylland;880
2021-09-22;Midtjylland;1682
2021-09-22;Syddanmark;974
2021-09-22;Hovedstaden;1096
2021-09-22;Sjælland;611
2021-09-23;Nordjylland;507
2021-09-23;Midtjylland;1261
2021-09-23;Syddanmark;940
2021-09-23;Hovedstaden;1263
2021-09-23;Sjælland;552
2021-09-24;Nordjylland;382
2021-09-24;Midtjylland;963
2021-09-24;Syddanmark;319
2021-09-24;Hovedstaden;1096
2021-09-24;Sjælland;674
2021-09-25;Nordjylland;322
2021-09-25;Midtjylland;20
2021-09-25;Syddanmark;146
2021-09-25;Hovedstaden;169
2021-09-25;Sjælland;59
2021-09-26;Nordjylland;388
2021-09-26;Midtjylland;32
2021-09-26;Syddanmark;108
2021-09-26;Hovedstaden;130
2021-09-26;Sjælland;43
2021-09-27;Nordjylland;134
2021-09-27;Midtjylland;945
2021-09-27;Syddanmark;523
2021-09-27;Hovedstaden;1189
2021-09-27;Sjælland;423
2021-09-28;Nordjylland;385
2021-09-28;Midtjylland;1060
2021-09-28;Syddanmark;553
2021-09-28;Hovedstaden;640
2021-09-28;Sjælland;523
2021-09-29;Nordjylland;352
2021-09-29;Midtjylland;1307
2021-09-29;Syddanmark;391
2021-09-29;Hovedstaden;255
2021-09-29;Sjælland;302
2021-09-30;Nordjylland;77
2021-09-30;Midtjylland;776
2021-09-30;Syddanmark;245
2021-09-30;Hovedstaden;224
2021-09-30;Sjælland;199
2021-10-01;Nordjylland;43
2021-10-01;Midtjylland;766
2021-10-01;Syddanmark;502
2021-10-01;Hovedstaden;579
2021-10-01;Sjælland;299
2021-10-02;Nordjylland;44
2021-10-02;Midtjylland;7
2021-10-02;Syddanmark;311
2021-10-02;Hovedstaden;488
2021-10-02;Sjælland;155
2021-10-03;Nordjylland;215
2021-10-03;Midtjylland;8
2021-10-03;Syddanmark;248
2021-10-03;Hovedstaden;25
2021-10-03;Sjælland;133
2021-10-04;Nordjylland;123
2021-10-04;Midtjylland;1157
2021-10-04;Syddanmark;793
2021-10-04;Hovedstaden;141
2021-10-04;Sjælland;324
2021-10-05;Nordjylland;311
2021-10-05;Midtjylland;1290
2021-10-05;Syddanmark;773
2021-10-05;Hovedstaden;1095
2021-10-05;Sjælland;279
2021-10-06;Nordjylland;373
2021-10-06;Midtjylland;1284
2021-10-06;Syddanmark;1092
2021-10-06;Hovedstaden;1246
2021-10-06;Sjælland;1296
2021-10-07;Nordjylland;227
2021-10-07;Midtjylland;1085
2021-10-07;Syddanmark;1076
2021-10-07;Hovedstaden;1483
2021-10-07;Sjælland;563
2021-10-08;Nordjylland;215
2021-10-08;Midtjylland;1256
2021-10-08;Syddanmark;866
2021-10-08;Hovedstaden;1076
2021-10-08;Sjælland;547
2021-10-09;Nordjylland;439
2021-10-09;Midtjylland;24
2021-10-09;Syddanmark;396
2021-10-09;Hovedstaden;839
2021-10-09;Sjælland;265
2021-10-10;Nordjylland;489
2021-10-10;Midtjylland;12
2021-10-10;Syddanmark;425
2021-10-10;Hovedstaden;36
2021-10-10;Sjælland;254
2021-10-11;Nordjylland;222
2021-10-11;Midtjylland;1563
2021-10-11;Syddanmark;1292
2021-10-11;Hovedstaden;312
2021-10-11;Sjælland;652
2021-10-12;Nordjylland;750
2021-10-12;Midtjylland;1572
2021-10-12;Syddanmark;1259
2021-10-12;Hovedstaden;1681
2021-10-12;Sjælland;505
2021-10-13;Nordjylland;564
2021-10-13;Midtjylland;1349
2021-10-13;Syddanmark;1198
2021-10-13;Hovedstaden;1525
2021-10-13;Sjælland;1628
2021-10-14;Nordjylland;443
2021-10-14;Midtjylland;1172
2021-10-14;Syddanmark;1056
2021-10-14;Hovedstaden;1445
2021-10-14;Sjælland;463
2021-10-15;Nordjylland;370
2021-10-15;Midtjylland;1333
2021-10-15;Syddanmark;938
2021-10-15;Hovedstaden;1524
2021-10-15;Sjælland;556
2021-10-16;Nordjylland;97
2021-10-16;Midtjylland;31
2021-10-16;Syddanmark;1063
2021-10-16;Hovedstaden;2533
2021-10-16;Sjælland;841
2021-10-17;Nordjylland;1618
2021-10-17;Midtjylland;58
2021-10-17;Syddanmark;1852
2021-10-17;Hovedstaden;123
2021-10-17;Sjælland;1193
2021-10-18;Nordjylland;1368
2021-10-18;Midtjylland;2793
2021-10-18;Syddanmark;3198
2021-10-18;Hovedstaden;1640
2021-10-18;Sjælland;1707
2021-10-19;Nordjylland;1007
2021-10-19;Midtjylland;3240
2021-10-19;Syddanmark;3191
2021-10-19;Hovedstaden;5541
2021-10-19;Sjælland;1796
2021-10-20;Nordjylland;1777
2021-10-20;Midtjylland;2786
2021-10-20;Syddanmark;2982
2021-10-20;Hovedstaden;5615
2021-10-20;Sjælland;3211
2021-10-21;Nordjylland;1243
2021-10-21;Midtjylland;2336
2021-10-21;Syddanmark;2764
2021-10-21;Hovedstaden;5507
2021-10-21;Sjælland;1980
2021-10-22;Nordjylland;563
2021-10-22;Midtjylland;2702
2021-10-22;Syddanmark;2222
2021-10-22;Hovedstaden;5155
2021-10-22;Sjælland;1895
2021-10-23;Nordjylland;987
2021-10-23;Midtjylland;69
2021-10-23;Syddanmark;979
2021-10-23;Hovedstaden;3313
2021-10-23;Sjælland;915
2021-10-24;Nordjylland;1798
2021-10-24;Midtjylland;46
2021-10-24;Syddanmark;1024
2021-10-24;Hovedstaden;169
2021-10-24;Sjælland;869
2021-10-25;Nordjylland;698
2021-10-25;Midtjylland;3722
2021-10-25;Syddanmark;3165
2021-10-25;Hovedstaden;3206
2021-10-25;Sjælland;1994
2021-10-26;Nordjylland;938
2021-10-26;Midtjylland;4040
2021-10-26;Syddanmark;2682
2021-10-26;Hovedstaden;4845
2021-10-26;Sjælland;1719
2021-10-27;Nordjylland;1454
2021-10-27;Midtjylland;3457
2021-10-27;Syddanmark;3634
2021-10-27;Hovedstaden;4355
2021-10-27;Sjælland;3311
2021-10-28;Nordjylland;1635
2021-10-28;Midtjylland;3309
2021-10-28;Syddanmark;2920
2021-10-28;Hovedstaden;4810
2021-10-28;Sjælland;1712
2021-10-29;Nordjylland;500
2021-10-29;Midtjylland;2816
2021-10-29;Syddanmark;2722
2021-10-29;Hovedstaden;4509
2021-10-29;Sjælland;1770
2021-10-30;Nordjylland;1140
2021-10-30;Midtjylland;69
2021-10-30;Syddanmark;1004
2021-10-30;Hovedstaden;1296
2021-10-30;Sjælland;795
2021-10-31;Nordjylland;1383
2021-10-31;Midtjylland;73
2021-10-31;Syddanmark;919
2021-10-31;Hovedstaden;81
2021-10-31;Sjælland;679
2021-11-01;Nordjylland;1234
2021-11-01;Midtjylland;4732
2021-11-01;Syddanmark;2584
2021-11-01;Hovedstaden;3242
2021-11-01;Sjælland;1735
2021-11-02;Nordjylland;871
2021-11-02;Midtjylland;3503
2021-11-02;Syddanmark;2165
2021-11-02;Hovedstaden;3809
2021-11-02;Sjælland;1373
2021-11-03;Nordjylland;1197
2021-11-03;Midtjylland;4832
2021-11-03;Syddanmark;2940
2021-11-03;Hovedstaden;3918
2021-11-03;Sjælland;3126
2021-11-04;Nordjylland;1077
2021-11-04;Midtjylland;3381
2021-11-04;Syddanmark;2502
2021-11-04;Hovedstaden;4392
2021-11-04;Sjælland;1344
2021-11-05;Nordjylland;1184
2021-11-05;Midtjylland;3353
2021-11-05;Syddanmark;1978
2021-11-05;Hovedstaden;3522
2021-11-05;Sjælland;1555
2021-11-06;Nordjylland;477
2021-11-06;Midtjylland;472
2021-11-06;Syddanmark;739
2021-11-06;Hovedstaden;1353
2021-11-06;Sjælland;962
2021-11-07;Nordjylland;1155
2021-11-07;Midtjylland;25
2021-11-07;Syddanmark;624
2021-11-07;Hovedstaden;89
2021-11-07;Sjælland;807
2021-11-08;Nordjylland;549
2021-11-08;Midtjylland;3854
2021-11-08;Syddanmark;2878
2021-11-08;Hovedstaden;2581
2021-11-08;Sjælland;1967
2021-11-09;Nordjylland;2100
2021-11-09;Midtjylland;3126
2021-11-09;Syddanmark;3176
2021-11-09;Hovedstaden;3764
2021-11-09;Sjælland;2242
2021-11-10;Nordjylland;544
2021-11-10;Midtjylland;5885
2021-11-10;Syddanmark;3725
2021-11-10;Hovedstaden;4780
2021-11-10;Sjælland;4634
2021-11-11;Nordjylland;1187
2021-11-11;Midtjylland;3613
2021-11-11;Syddanmark;3221
2021-11-11;Hovedstaden;4661
2021-11-11;Sjælland;3030
2021-11-12;Nordjylland;368
2021-11-12;Midtjylland;4106
2021-11-12;Syddanmark;2557
2021-11-12;Hovedstaden;3835
2021-11-12;Sjælland;3032
2021-11-13;Nordjylland;444
2021-11-13;Midtjylland;1010
2021-11-13;Syddanmark;612
2021-11-13;Hovedstaden;1344
2021-11-13;Sjælland;1895
2021-11-14;Nordjylland;1762
2021-11-14;Midtjylland;70
2021-11-14;Syddanmark;1093
2021-11-14;Hovedstaden;117
2021-11-14;Sjælland;1569
2021-11-15;Nordjylland;713
2021-11-15;Midtjylland;4694
2021-11-15;Syddanmark;2877
2021-11-15;Hovedstaden;4662
2021-11-15;Sjælland;2665
2021-11-16;Nordjylland;957
2021-11-16;Midtjylland;3731
2021-11-16;Syddanmark;2934
2021-11-16;Hovedstaden;5096
2021-11-16;Sjælland;2204
2021-11-17;Nordjylland;948
2021-11-17;Midtjylland;6466
2021-11-17;Syddanmark;5472
2021-11-17;Hovedstaden;6532
2021-11-17;Sjælland;4613
2021-11-18;Nordjylland;2480
2021-11-18;Midtjylland;5150
2021-11-18;Syddanmark;5698
2021-11-18;Hovedstaden;6722
2021-11-18;Sjælland;3363
2021-11-19;Nordjylland;1700
2021-11-19;Midtjylland;5949
2021-11-19;Syddanmark;4630
2021-11-19;Hovedstaden;5803
2021-11-19;Sjælland;3713
2021-11-20;Nordjylland;2052
2021-11-20;Midtjylland;1879
2021-11-20;Syddanmark;2899
2021-11-20;Hovedstaden;3949
2021-11-20;Sjælland;2636
2021-11-21;Nordjylland;1385
2021-11-21;Midtjylland;79
2021-11-21;Syddanmark;2905
2021-11-21;Hovedstaden;672
2021-11-21;Sjælland;2603
2021-11-22;Nordjylland;899
2021-11-22;Midtjylland;9266
2021-11-22;Syddanmark;7303
2021-11-22;Hovedstaden;7321
2021-11-22;Sjælland;3615
2021-11-23;Nordjylland;3941
2021-11-23;Midtjylland;9687
2021-11-23;Syddanmark;7661
2021-11-23;Hovedstaden;7177
2021-11-23;Sjælland;3524
2021-11-24;Nordjylland;2002
2021-11-24;Midtjylland;10544
2021-11-24;Syddanmark;7709
2021-11-24;Hovedstaden;8799
2021-11-24;Sjælland;6140
2021-11-25;Nordjylland;2867
2021-11-25;Midtjylland;10333
2021-11-25;Syddanmark;7552
2021-11-25;Hovedstaden;8926
2021-11-25;Sjælland;4104
2021-11-26;Nordjylland;1493
2021-11-26;Midtjylland;7341
2021-11-26;Syddanmark;5630
2021-11-26;Hovedstaden;7550
2021-11-26;Sjælland;4022
2021-11-27;Nordjylland;2708
2021-11-27;Midtjylland;2592
2021-11-27;Syddanmark;3202
2021-11-27;Hovedstaden;6128
2021-11-27;Sjælland;3284
2021-11-28;Nordjylland;5098
2021-11-28;Midtjylland;176
2021-11-28;Syddanmark;3495
2021-11-28;Hovedstaden;5040
2021-11-28;Sjælland;3216
2021-11-29;Nordjylland;2969
2021-11-29;Midtjylland;8437
2021-11-29;Syddanmark;6419
2021-11-29;Hovedstaden;7657
2021-11-29;Sjælland;3969
2021-11-30;Nordjylland;4781
2021-11-30;Midtjylland;8029
2021-11-30;Syddanmark;6498
2021-11-30;Hovedstaden;7479
2021-11-30;Sjælland;3631
2021-12-01;Nordjylland;3236
2021-12-01;Midtjylland;8743
2021-12-01;Syddanmark;6769
2021-12-01;Hovedstaden;9347
2021-12-01;Sjælland;5700
2021-12-02;Nordjylland;1761
2021-12-02;Midtjylland;7529
2021-12-02;Syddanmark;7133
2021-12-02;Hovedstaden;12335
2021-12-02;Sjælland;4133
2021-12-03;Nordjylland;2498
2021-12-03;Midtjylland;6361
2021-12-03;Syddanmark;5521
2021-12-03;Hovedstaden;9875
2021-12-03;Sjælland;3953
2021-12-04;Nordjylland;3218
2021-12-04;Midtjylland;2155
2021-12-04;Syddanmark;2842
2021-12-04;Hovedstaden;6465
2021-12-04;Sjælland;3094
2021-12-05;Nordjylland;3894
2021-12-05;Midtjylland;406
2021-12-05;Syddanmark;3506
2021-12-05;Hovedstaden;3116
2021-12-05;Sjælland;3344
2021-12-06;Nordjylland;3387
2021-12-06;Midtjylland;8057
2021-12-06;Syddanmark;6561
2021-12-06;Hovedstaden;12275
2021-12-06;Sjælland;4552
2021-12-07;Nordjylland;3831
2021-12-07;Midtjylland;8294
2021-12-07;Syddanmark;7988
2021-12-07;Hovedstaden;13124
2021-12-07;Sjælland;4869
2021-12-08;Nordjylland;3298
2021-12-08;Midtjylland;10582
2021-12-08;Syddanmark;8214
2021-12-08;Hovedstaden;17385
2021-12-08;Sjælland;7436
2021-12-09;Nordjylland;3226
2021-12-09;Midtjylland;10560
2021-12-09;Syddanmark;9333
2021-12-09;Hovedstaden;18695
2021-12-09;Sjælland;5990
2021-12-10;Nordjylland;2559
2021-12-10;Midtjylland;11164
2021-12-10;Syddanmark;9831
2021-12-10;Hovedstaden;18884
2021-12-10;Sjælland;7082
2021-12-11;Nordjylland;2352
2021-12-11;Midtjylland;6134
2021-12-11;Syddanmark;5109
2021-12-11;Hovedstaden;14264
2021-12-11;Sjælland;6104
2021-12-12;Nordjylland;2833
2021-12-12;Midtjylland;4449
2021-12-12;Syddanmark;5793
2021-12-12;Hovedstaden;12559
2021-12-12;Sjælland;6916
2021-12-13;Nordjylland;4527
2021-12-13;Midtjylland;19136
2021-12-13;Syddanmark;16201
2021-12-13;Hovedstaden;32295
2021-12-13;Sjælland;11033
2021-12-14;Nordjylland;7662
2021-12-14;Midtjylland;23700
2021-12-14;Syddanmark;17857
2021-12-14;Hovedstaden;46429
2021-12-14;Sjælland;12966
2021-12-15;Nordjylland;10108
2021-12-15;Midtjylland;33479
2021-12-15;Syddanmark;26618
2021-12-15;Hovedstaden;47132
2021-12-15;Sjælland;16298
