"Vaccinedato","Regionsnavn","Kumulerede antal færdigvacc.","Antal borgere","Vaccinations dækning (%)"
2021-01-15,Hovedstaden,5,1856466,0.00
2021-01-16,Hovedstaden,5,1856466,0.00
2021-01-17,Hovedstaden,42,1856466,0.00
2021-01-18,Hovedstaden,176,1856466,0.01
2021-01-19,Hovedstaden,342,1856466,0.02
2021-01-20,Hovedstaden,466,1856466,0.03
2021-01-21,Hovedstaden,580,1856466,0.03
2021-01-22,Hovedstaden,654,1856466,0.04
2021-01-23,Hovedstaden,4823,1856466,0.26
2021-01-24,Hovedstaden,8862,1856466,0.48
2021-01-25,Hovedstaden,9108,1856466,0.49
2021-01-26,Hovedstaden,9246,1856466,0.50
2021-01-27,Hovedstaden,9877,1856466,0.53
2021-01-28,Hovedstaden,13652,1856466,0.74
2021-01-29,Hovedstaden,21268,1856466,1.15
2021-01-30,Hovedstaden,25916,1856466,1.40
2021-01-31,Hovedstaden,28569,1856466,1.54
2021-02-01,Hovedstaden,30457,1856466,1.64
2021-02-02,Hovedstaden,30567,1856466,1.65
2021-02-03,Hovedstaden,33571,1856466,1.81
2021-02-04,Hovedstaden,40089,1856466,2.16
2021-02-05,Hovedstaden,44996,1856466,2.42
2021-02-06,Hovedstaden,48024,1856466,2.59
2021-02-07,Hovedstaden,48592,1856466,2.62
2021-02-08,Hovedstaden,49725,1856466,2.68
2021-02-09,Hovedstaden,49751,1856466,2.68
2021-02-10,Hovedstaden,50690,1856466,2.73
2021-02-11,Hovedstaden,50928,1856466,2.74
2021-02-12,Hovedstaden,55092,1856466,2.97
2021-02-13,Hovedstaden,55097,1856466,2.97
2021-02-14,Hovedstaden,55108,1856466,2.97
2021-02-15,Hovedstaden,56486,1856466,3.04
2021-02-16,Hovedstaden,56894,1856466,3.06
2021-02-17,Hovedstaden,56922,1856466,3.07
2021-02-18,Hovedstaden,56994,1856466,3.07
2021-02-19,Hovedstaden,57042,1856466,3.07
2021-02-20,Hovedstaden,57142,1856466,3.08
2021-02-21,Hovedstaden,57243,1856466,3.08
2021-02-22,Hovedstaden,57385,1856466,3.09
2021-02-23,Hovedstaden,57534,1856466,3.10
2021-02-24,Hovedstaden,57596,1856466,3.10
2021-02-25,Hovedstaden,57626,1856466,3.10
2021-02-26,Hovedstaden,57685,1856466,3.11
2021-02-27,Hovedstaden,58824,1856466,3.17
2021-02-28,Hovedstaden,59981,1856466,3.23
2021-03-01,Hovedstaden,60202,1856466,3.24
2021-03-02,Hovedstaden,60450,1856466,3.26
2021-03-03,Hovedstaden,60486,1856466,3.26
2021-03-04,Hovedstaden,60681,1856466,3.27
2021-03-05,Hovedstaden,60940,1856466,3.28
2021-03-06,Hovedstaden,61032,1856466,3.29
2021-03-07,Hovedstaden,61350,1856466,3.30
2021-03-08,Hovedstaden,61584,1856466,3.32
2021-03-09,Hovedstaden,63060,1856466,3.40
2021-03-10,Hovedstaden,64770,1856466,3.49
2021-03-11,Hovedstaden,69213,1856466,3.73
2021-03-12,Hovedstaden,74103,1856466,3.99
2021-03-13,Hovedstaden,74187,1856466,4.00
2021-03-14,Hovedstaden,77443,1856466,4.17
2021-03-15,Hovedstaden,80220,1856466,4.32
2021-03-16,Hovedstaden,83781,1856466,4.51
2021-03-17,Hovedstaden,88244,1856466,4.75
