Aldersgruppe;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination;Uge 40-2021_Ingen vaccination;Uge 40-2021_Første vaccination;Uge 40-2021_Anden vaccination;Uge 40-2021_Fuld effekt efter primært forløb;Uge 40-2021_Fuld effekt efter revaccination;Uge 39-2021_Ingen vaccination;Uge 39-2021_Første vaccination;Uge 39-2021_Anden vaccination;Uge 39-2021_Fuld effekt efter primært forløb;Uge 39-2021_Fuld effekt efter revaccination;Uge 38-2021_Ingen vaccination;Uge 38-2021_Første vaccination;Uge 38-2021_Anden vaccination;Uge 38-2021_Fuld effekt efter primært forløb;Uge 38-2021_Fuld effekt efter revaccination;Uge 37-2021_Ingen vaccination;Uge 37-2021_Første vaccination;Uge 37-2021_Anden vaccination;Uge 37-2021_Fuld effekt efter primært forløb;Uge 37-2021_Fuld effekt efter revaccination;Uge 36-2021_Ingen vaccination;Uge 36-2021_Første vaccination;Uge 36-2021_Anden vaccination;Uge 36-2021_Fuld effekt efter primært forløb;Uge 36-2021_Fuld effekt efter revaccination
0-5;35;1;0;0;0;18;1;0;0;0;13;0;0;0;0;6;0;0;0;0;2;0;0;0;0;2;0;0;0;0;2;0;0;0;0;3;0;0;0;0;4;0;0;0;0;2;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-11;103;29;0;0;0;142;22;0;0;0;62;5;0;0;0;52;0;0;0;0;44;0;0;0;0;40;0;0;0;0;50;0;0;0;0;28;0;0;0;0;14;0;0;0;0;10;0;0;0;0;0;0;0;0;0;4;0;0;0;0;8;0;0;0;0;3;0;0;0;0;1;0;0;0;0;7;0;0;0;0
12-15;67;2;56;55;0;54;2;23;20;0;23;0;6;6;0;22;3;3;3;0;8;0;3;3;0;25;1;2;2;0;15;1;0;0;0;14;0;1;1;0;11;0;1;1;0;3;0;0;0;0;2;0;0;0;0;5;0;0;0;0;2;0;0;0;0;2;0;0;0;0;2;0;0;0;0;3;0;0;0;0
16-19;83;15;274;267;0;56;7;186;183;1;27;3;27;27;0;23;1;13;12;1;14;1;8;8;0;14;0;2;2;0;22;1;3;3;0;9;0;1;1;0;12;0;1;1;0;7;0;2;2;0;9;0;0;0;0;5;0;2;2;0;1;0;4;4;0;1;0;1;1;0;1;0;0;0;0;3;0;1;1;0
20-29;392;34;896;855;34;258;33;756;714;27;111;23;194;183;11;69;10;37;36;1;67;4;11;9;2;55;4;25;25;0;43;2;13;12;1;44;0;7;7;0;35;1;10;10;0;23;1;7;7;0;6;0;2;2;0;10;0;3;1;0;7;0;2;1;0;1;0;0;0;0;6;0;0;0;0;13;0;2;2;0
30-39;169;17;368;328;29;125;10;265;241;18;71;3;62;54;7;32;2;18;16;2;49;5;13;11;2;32;0;13;12;1;18;1;11;11;0;17;5;6;6;0;16;2;7;7;0;18;0;5;5;0;10;0;3;3;0;4;0;4;4;0;4;0;0;0;0;3;0;0;0;0;5;0;4;3;0;6;2;1;1;0
40-49;106;15;388;333;48;54;8;270;251;17;23;7;60;52;8;15;2;27;24;2;18;2;23;23;0;27;1;15;15;0;16;1;17;17;0;12;0;9;9;0;11;0;12;11;1;10;0;6;6;0;7;0;5;5;0;2;0;3;3;0;2;0;3;3;0;4;0;0;0;0;1;0;3;3;0;3;0;0;0;0
50-59;56;6;270;233;35;33;4;178;164;14;12;0;55;49;6;9;3;12;10;2;5;0;25;25;0;6;0;13;12;0;7;0;7;7;0;3;0;5;5;0;4;0;5;5;0;1;0;8;8;0;1;0;1;1;0;0;0;2;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;5;0;2;2;0
60-64;9;3;77;52;25;2;0;50;41;8;1;0;6;5;1;1;0;6;6;0;1;0;5;5;0;1;0;4;4;0;1;1;4;4;0;0;0;4;4;0;0;0;0;0;0;0;0;2;2;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
65-69;2;0;18;9;9;1;0;21;17;4;1;0;13;10;3;0;0;3;2;1;0;0;7;6;1;0;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0
