Aldersgruppe;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination;Uge 46-2021_Ingen vaccination;Uge 46-2021_Første vaccination;Uge 46-2021_Anden vaccination;Uge 46-2021_Fuld effekt efter primært forløb;Uge 46-2021_Fuld effekt efter revaccination;Uge 45-2021_Ingen vaccination;Uge 45-2021_Første vaccination;Uge 45-2021_Anden vaccination;Uge 45-2021_Fuld effekt efter primært forløb;Uge 45-2021_Fuld effekt efter revaccination;Uge 44-2021_Ingen vaccination;Uge 44-2021_Første vaccination;Uge 44-2021_Anden vaccination;Uge 44-2021_Fuld effekt efter primært forløb;Uge 44-2021_Fuld effekt efter revaccination;Uge 43-2021_Ingen vaccination;Uge 43-2021_Første vaccination;Uge 43-2021_Anden vaccination;Uge 43-2021_Fuld effekt efter primært forløb;Uge 43-2021_Fuld effekt efter revaccination;Uge 42-2021_Ingen vaccination;Uge 42-2021_Første vaccination;Uge 42-2021_Anden vaccination;Uge 42-2021_Fuld effekt efter primært forløb;Uge 42-2021_Fuld effekt efter revaccination;Uge 41-2021_Ingen vaccination;Uge 41-2021_Første vaccination;Uge 41-2021_Anden vaccination;Uge 41-2021_Fuld effekt efter primært forløb;Uge 41-2021_Fuld effekt efter revaccination;Uge 40-2021_Ingen vaccination;Uge 40-2021_Første vaccination;Uge 40-2021_Anden vaccination;Uge 40-2021_Fuld effekt efter primært forløb;Uge 40-2021_Fuld effekt efter revaccination;Uge 39-2021_Ingen vaccination;Uge 39-2021_Første vaccination;Uge 39-2021_Anden vaccination;Uge 39-2021_Fuld effekt efter primært forløb;Uge 39-2021_Fuld effekt efter revaccination;Uge 38-2021_Ingen vaccination;Uge 38-2021_Første vaccination;Uge 38-2021_Anden vaccination;Uge 38-2021_Fuld effekt efter primært forløb;Uge 38-2021_Fuld effekt efter revaccination;Uge 37-2021_Ingen vaccination;Uge 37-2021_Første vaccination;Uge 37-2021_Anden vaccination;Uge 37-2021_Fuld effekt efter primært forløb;Uge 37-2021_Fuld effekt efter revaccination;Uge 36-2021_Ingen vaccination;Uge 36-2021_Første vaccination;Uge 36-2021_Anden vaccination;Uge 36-2021_Fuld effekt efter primært forløb;Uge 36-2021_Fuld effekt efter revaccination
0-5;835,6;1319,9;0;0;0;832,2;2811,1;0;0;0;645,8;16071,4;0;0;0;443,4;0;0;0;0;366,1;0;0;0;0;348,5;9090,9;0;0;0;263,5;0;0;0;0;185;0;0;0;0;134,1;0;0;0;0;92,3;0;0;0;0;48,1;0;0;0;0;49,9;0;0;0;0;32,4;0;0;0;0;28,3;0;0;0;0;24,4;0;0;0;0;48,4;0;0;0;0
6-11;1534,9;1640,1;5308,2;0;0;2585,7;3812,2;0;0;0;2479,9;5176,8;0;0;0;1979,7;11311,1;0;0;0;1713,1;0;0;0;0;1594,6;0;0;0;0;1353;0;0;0;0;954,3;0;0;0;0;452,5;0;0;0;0;312,6;0;0;0;0;269,5;0;0;0;0;241,8;0;0;0;0;181,2;0;0;0;0;140;0;0;0;0;122;0;0;0;0;162,8;0;0;0;0
12-15;1975,6;1437,1;1211,1;1219,2;2564,1;2484,8;1803;999,2;1016,5;1515,2;2243,6;1278,5;396,1;389,4;0;1665,9;878,6;216,9;217,9;0;1466;787,3;185,5;177,7;0;1461,3;1005,6;172,7;167,1;0;1244,9;789,7;126,6;126,7;0;834,1;464,2;76,7;77,5;0;645,8;190,2;47;47,6;0;459,4;198,5;30,6;30,5;0;276,6;70,6;17,8;17,4;0;268,3;77,6;9,6;10,3;0;190,5;81;9,3;7,7;0;196,2;65,1;4,9;4,3;0;165;41;2,6;2,6;0;196;71;11,6;7,4;0
16-19;2147,7;1652,1;2506,9;2526,8;1162;2045,7;1551,2;2010,7;2030;766,9;1692,9;1097,7;754,7;758,9;88,2;1384,3;915,8;420;420,1;314,1;1151;901,8;277,9;278,1;262,8;1070,9;864;289,4;289,7;344,8;909,5;675,7;190,7;190,4;248,1;610,3;327,2;149,9;150,2;0;648,9;208,3;125,9;125,6;0;404,6;111,4;60,9;60,4;0;232,7;192;35,7;35,6;0;194,2;65,3;31,5;31,8;0;185,1;58,4;14,1;14,3;0;137,7;88,9;15,1;15,3;0;145;32,9;6,3;5,5;0;261;46,4;18,1;16,9;0
20-29;1857,9;1586,5;2268,3;2331;1679;1747,5;1416,1;1953,7;2013,2;1310,9;1284,7;1039,6;833,1;849,4;612,8;992,5;681,2;427,5;441,9;150,8;827,1;556,7;323,9;329,9;192;806,4;657,7;336,4;343,1;135,4;669,7;590;285,2;289,1;103,1;534,9;279,3;178,1;179,9;78,4;511,4;255,4;143,8;144,8;111,3;360,1;176;88,6;88,4;0;208;108,6;52,3;52,8;0;171,6;80,7;33,4;33,5;0;128;65,2;24,5;24,7;0;111,7;49,8;16;15,4;0;112,8;48,6;19,4;19,3;0;167,2;104,1;28,8;30,4;0
30-39;1716,9;1654,5;1745,9;1788,7;1490,2;1789,6;1332,1;1501,8;1551,5;1120,8;1395,8;981,3;780,3;805,1;521,1;1138,9;771,3;534,8;550,2;327;957,4;836,7;426,3;437,6;274,9;966;722,4;426,6;436,4;237,4;716,3;571,1;336;344,9;133,2;566;431,7;214,5;217,2;83,9;456,8;318,3;160;161,6;80,4;397,9;225,3;122,3;122,3;239,7;207,3;77;63,2;63,5;75,1;185,3;155,4;46,8;46,5;0;140,6;117,5;35,9;35,8;0;116,7;81,2;31,3;31,8;0;109,9;79,8;26,2;26,3;0;175,5;120;35,3;36,2;0
40-49;1742;1638,7;1760,7;1812,8;1393,6;1785,1;1486,8;1564,2;1639,3;913,4;1485,9;1127,5;952,6;1001,5;447,5;1239,6;837,3;659,6;695,1;243,9;1007,1;841,2;539,8;561,3;223,6;1039,7;1152,4;517,3;534,6;198,6;838,3;689,7;415,3;424,4;160,8;598,2;485,2;264,1;267,5;83;496,5;371,4;205,7;205,9;180,9;367,6;257,9;160,6;161,1;141,6;252,9;206,9;85,1;85,5;68,2;182,3;170,1;60,8;61,1;0;152,4;143,5;42,9;43,2;0;128,5;71;32,7;33;0;101,4;45,9;25,3;25,5;0;143,7;154,2;34,3;34,5;0
50-59;1315,9;1438,7;1356,3;1404,7;1031,2;1324,2;972,1;1121;1195;550,7;1034,1;876,8;665,1;712,2;245,7;881,6;633,7;456,1;486,3;149,9;711,3;560,1;372,2;390,9;136;713,6;687,2;341,3;353,5;142,1;604,9;342,4;271,9;280;86,4;397;438,2;192;193,5;116,5;364;198,5;154,6;155,4;99;223;279,5;113,6;114,6;27,7;126,1;103,2;54,6;54,9;16,8;110,1;58,5;41,8;41,6;0;139,7;54,6;28,5;28,1;118,4;91,8;65,8;21,2;21,2;0;81;59,3;17,3;17,1;0;130,7;158,6;25,2;24,7;0
60-64;935,4;785;877,6;882,8;855,6;924,9;687,3;754,4;808;421,6;787;493,2;486,3;530,2;177,5;580,7;486,7;367;400,3;107,5;624,7;285,7;319,4;341,9;107,4;613;381,9;288,5;303,8;111,8;325,3;301,4;217,8;224,6;107,1;350,4;78,2;173,4;176,3;81,1;258,1;233,6;141;141,8;105,8;173;301,9;105,3;106,6;37,5;138,9;0;53,3;53,5;44,7;93,9;271,6;32,4;32,5;32,4;82,3;317,9;21,8;21,6;86,1;65,4;115;15,8;15,8;0;59,3;105,6;20;20,1;0;111,9;148,4;24,3;24,4;0
65-69;667,4;465,1;518,6;484,3;614,5;541,1;379,9;507,1;539,6;356;498,1;645,8;398,8;434,1;169,3;450,3;88;320,8;348,1;108,6;418,8;377;280,2;299,5;103,1;330;208,6;267,5;283,6;85;275,3;369,9;206,1;214,5;68,3;152,5;257,7;156;159;70,4;207,1;389,1;131,7;134,1;38,8;103;130,2;93,6;94,9;42;70,9;365;49,4;49,8;32,7;86,2;0;35,1;35,3;0;62,3;217,9;24,1;24,2;0;61,8;197,2;16,6;16,6;0;30,6;88,8;13,3;13,4;0;68,2;83,6;16,3;16,3;0
